id,caption,comments_count,like_count,media_type,permalink,timestamp,media_url,children,keyword
17919143023688764,"When you get photos from happy customers on terrific service 😍👏 #feelgoodfriday 

Are you having a feel good Friday too? Leave a ""💙"" in the comments if you agree 👇 

#dksmonterey #customersatisfaction #customertestimonials #waterdamagerestoration #restorationservices #waterdamagerestoration💦 #watercleanup #flooddamagerestoration #flooded #sewagecleanup #waterdamagecleanup #monterey #montereyca #montereycalifornia #montereybay #montereycounty #montereypeninsula #downtownmonterey #hollistercalifornia #gilroycalifornia #santacruzcalifornia #sanjosecalifornia #sanbenitocounty #kingcity #santaclaraca #salinascalifornia #montereylocalbusiness",0,14,IMAGE,https://www.instagram.com/p/CPtccsYhf8Q/,2021-06-04T19:30:47+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/196290961_365676791807289_353502599177954391_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=tnHR-E6xd9kAX8L_lfZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c728665373090b3a64b3196fac2ef06e&oe=60C06ABF,,none
17847233915589632,⚠️Please help PPCM survivor Joana & son Kyrie relocate & rebuild as her home has been destroyed by tropical storm Dante; LINK IN BIO. #ppcmfund #emergency #pleasehelp #flooded #tropicalstorm #tropicalstormdante #typhoon #helpthephilippines #ppcmawareness #homeless #philanthropy #charity #nonprofitfundraising,0,3,VIDEO,https://www.instagram.com/p/CPtbLbYBL2t/,2021-06-04T19:28:55+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/197589931_4064981483582335_1980333521264267419_n.mp4?_nc_cat=101&vs=17917809832699718_510405175&_nc_vs=HBksFQAYJEdLdjd4Z3QtODFoQkZIRU9BSnRRd1dmWWpuc2Jia1lMQUFBRhUAAsgBABUAGCRHQ1JUdmd0enpXMnNEZU1BQU56LXZMLTY4WTh5YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACacvbjz7NfHPxUCKAJDMywXQCcQ5WBBiTcYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=Hp7i9SojCwsAX-n71dI&_nc_ht=video-sea1-1.cdninstagram.com&oh=e2e27f416bed029df86d1fb01ada5788&oe=60C0E9FE&_nc_rid=cd553e28d6,,flood
17909032084885080,"🥶New Arrival $1995🥶 14k Solid gold, diamonds everywhere eternity thorn cuban link bands. Featuring approx. 1.80  carats of very high clarity all natural VS diamonds. Get them for only 🚨$1995 each🚨( Retail $8999). FREE shipping to those that are unable to visit us at the store & FREE diamond tester‼️Hurry quantities are limited. Finacing is available with no credit needed. To apply click on the link on the profile page and take it home today. Call or text 212-548-6508
Follow 👉 diamond_rush_nyc 💎 for Supreme Quality & Unbeatable deals💰
. .
. .
.
. .
. .

#diamondseverywhere #flooded #diamondpieces #diamondring #diamondcross #diamonds #custompiece #cubanchain #viral #trending #trends #upperwestside #harlem #queens #brooklyn #bronx #nyc",4,190,VIDEO,https://www.instagram.com/p/CPtZ3kbgA80/,2021-06-04T19:08:31+0000,,,none
17894182724122295,"🥶💎DIAMOND CROSS PENDANT AND CUBAN LINK💎🥶

💎4 ct VS diamond cross 14k 
💎12 ct VS diamond Cuban 14k 

💥Financing available
💥Shipping available 🇺🇸

#diamonds #diamondcross #jewelry #jewelrydesigner #jewelryoftheday #jewelryaddict #jewels #icedcuban #bigdrip #flooded #jewelryofinstagram #jewelrylover",3,188,CAROUSEL_ALBUM,https://www.instagram.com/p/CPtXkWjFnfj/,2021-06-04T18:48:09+0000,,"{'data': [{'id': '17877319283467767'}, {'id': '18108558040244492'}]}",none
18064835992303492,"New map ! It's an old map made last year for S3 C2 of Fortnite !

Please let me introduce 2v2 FLOODED TOWN 🛶!

🛶 1v1 or 2v2 fight
🛶 All weapons of Creative (except arrows and explosives)
🛶 15 rounds

Map code: 8322-4355-4406

FNCreate FortniteFR #fortnitecreative #season3 #flooded #inondation #chapter2season3 #fortnite #mapfortnite",0,8,CAROUSEL_ALBUM,https://www.instagram.com/p/CPtWejyF5Ru/,2021-06-04T18:38:37+0000,,"{'data': [{'id': '17895721901018670'}, {'id': '17990312299358361'}, {'id': '17934489733539312'}, {'id': '17905717057911384'}]}",none
18231156850058478,The unexpected is just around the corner #earlysummer #quarry #flooded #abandoned #vallerano #cava #blooms,0,9,IMAGE,https://www.instagram.com/p/CPtP2-QndXG/,2021-06-04T17:40:47+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/195974927_916124889233751_8397836213666713982_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=40FcWEA2wR0AX99yNq5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=f035aa9e93a3de8f0efa81691db5874f&oe=60C0165B,,none
17888093294199703,"New Bustdown Baguettey Bracelets🥶Solid gold iced out flooded cuban bracelets featuring 9.95Cts of high clarity baguette & round VS diamonds💎13.5mm, Own this bracelet today for only 🚨$8,499🚨each (Retail $17,995) Available in yellow, white & rose gold✅ We always offer the best quality & prices‼️ Financing is available click on the link in the Bio to apply today‼️#SolidGold #MiamiCuban #CubanLink #IcedOut #Flooded #DiamondBracelet #DiamondChain #IcedOutCuban #DiamondEarrings #Diamonds #NoCloudsInMyStones #DiamondPendant #DiamondCross #Hamsa #Ankh #DiamondBands #Ring #VSdiamonds #Bustdown #Flooded #Money #Exclusive #Harlem #Bronx #Queens #Brooklyn #NYC",9,450,VIDEO,https://www.instagram.com/p/CPtPPTxgJt0/,2021-06-04T17:38:41+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/194968415_477646170199929_7727171979014277742_n.mp4?_nc_cat=104&vs=18166227424132342_1866580366&_nc_vs=HBksFQAYJEdGLTduZ3Q1bDAycWFySUJBRzZLZjMtNWJUeHJia1lMQUFBRhUAAsgBABUAGCRHTURXdHd1M09keEp5VVlEQUVteFdGWUpuSlJmYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbU85fww8jMPxUCKAJDMywXQECd0vGp%2B%2BcYEmRhc2hfYmFzZWxpbmVfMl92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=R2u1VS_zoE4AX_0735n&_nc_ht=video-sea1-1.cdninstagram.com&oh=488954834f7db2778ccd52ad4165a492&oe=60C02DBB&_nc_rid=5827227cf8,,none
17892940058137409,"Normalement, j’habite à deux rues du fleuve, mais en février j’habitais pratiquement dedans 🌊

Février 2021, Angoulême, France. 

#photography #photographer #architecture #flooddamage #flood #flooded #river #water #art #artist #artistsoninstagram #artwork #artoftheday #picoftheday #artschoollife #artschoolstudent #artlife #angouleme #artistic #singleartwork #streetlife #instafocus #photographlife #citygrammers #travelingram #lensculturestreets #urbanphotography #canon_official #visuals #instaphoto",1,24,CAROUSEL_ALBUM,https://www.instagram.com/p/CPtM0ObFby9/,2021-06-04T17:14:12+0000,,"{'data': [{'id': '17922350461652325'}, {'id': '18155530597092544'}]}",flood
18233906362006072,"Spa Francorchamps track has been flooded😱.
Possible red flag?😂
•
•
•
•
•
#f1v6 #formula1 #formulaone #f1video #f1meme #spafrancorchamps #belgiangp #flooded #lewishamilton #fernandoalonso #maxverstappen #kimiraikkonen #sebastianvettel",2,36,VIDEO,https://www.instagram.com/p/CPtKOE_jCoc/,2021-06-04T16:51:45+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/196096806_322672056022005_3560854475920664799_n.mp4?_nc_cat=101&vs=17859244361541547_3800105520&_nc_vs=HBksFQAYJEdDWXpzQXYxTTBmeGR5VUJBTjlvSEpaSHNtb3hia1lMQUFBRhUAAsgBABUAGCRHRVNyb0FzclRsNnVsc0lHQUNHX3RQNmdtd0FiYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaOhpuLqvHLPxUCKAJDMywXQCwhysCDEm8YEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=ex6Xg7hl-4QAX9trFQd&_nc_ht=video-sea1-1.cdninstagram.com&oh=07e4f419c7e5eb11496d5f5d15f26490&oe=60BF2728&_nc_rid=3e9fb72fc0,,flood
17922272095637639,#homeworkout #strengthtraining #fridaynight #rainstorm #flooded #taipei,0,10,CAROUSEL_ALBUM,https://www.instagram.com/p/CPtBTHgHbo6/,2021-06-04T15:33:33+0000,,"{'data': [{'id': '17896360466084181'}, {'id': '17913940771773403'}]}",none
17922022336640412,"Bonnet on and still sexy 😂❤️💎💦 
#FLOODED available on all platforms",5,32,VIDEO,https://www.instagram.com/p/CPtAsFvhtKy/,2021-06-04T15:30:25+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/196033188_1851033338392081_2711004654256062872_n.mp4?_nc_cat=110&vs=17929969591550058_2027794059&_nc_vs=HBksFQAYJEdLUTZyd3NSTHBwSWdaTUdBSmdCWFpsZWJKOGxia1lMQUFBRhUAAsgBABUAGCRHQlNTd3d1Y2hlSzAwV01LQUtlenJabFRQZVlYYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaWgPuyicXDPxUCKAJDMywXQC4zMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=UVboHB9SgOoAX_3yyri&_nc_ht=video-sea1-1.cdninstagram.com&oh=a839517055135c48645ab1de8278a859&oe=60C0A357&_nc_rid=897380d64f,,none
17902214974969988,"While the wound from previous year's Amphan was still raw at the coastal areas of Odisha and West Bengal, Yaas came and took away whatever hope was left. Photos are from Chandpur, Mandarmani, Digha, Bodhra and surrounding places that are among the worst-affected areas (East Medinipur) of the cyclone Yaas. 

Photo 1- A woman at Chandpur Cyclone shelter wails over her loss in the flood.

Photo 2- Flood victims who have taken shelter at Bodhra Pantheswari High School. 
.
.
.
.
.
.
.
.
.
.
.
.
.

#indiaphotoconcept 
#photodocumentary #documentaryphotographer #socialdocumentary #photoreportage
#yourshotphotographer
#streetphotographyhub
#creativeimagemagazine
#nikonz6ii #reuters #bbcnews #afp #photojournalist 
#yaas #naturaldisaster #victim #cycloneyaas #cyclone #flooded #digha #disaster #disasterrelief #coastalhome #documentingwomen",0,39,CAROUSEL_ALBUM,https://www.instagram.com/p/CPtAT9FNTuf/,2021-06-04T15:24:56+0000,,"{'data': [{'id': '17914921288749522'}, {'id': '17883802286199165'}]}",flood
17883814652199856,"While the wound from previous year's Amphan was still raw at the coastal areas of Odisha and West Bengal, Yaas came and took away whatever hope was left. Photos are from Chandpur, Mandarmani, Digha, Bodhra and surrounding places that are among the worst-affected areas (East Medinipur) of the cyclone Yaas. 

Photo 1- The old couple like countless others failed to save anything from the sudden flood. With his granddaughter in lap, he curses his fate that left his family with nothing but a few clothes. 

Photo 2- An old woman who has taken shelter at Bodhra Pantheswari High School.  
.
.
.
.
.
.
.
.
.
.
.
.
#indiaphotoconcept 
#photodocumentary #documentaryphotographer #socialdocumentary #photoreportage
#yourshotphotographer
#streetphotographyhub
#creativeimagemagazine
#nikonz6ii #reuters #bbcnews #afp #photojournalist 
#yaas #naturaldisaster #victim #cycloneyaas #cyclone #flooded #digha #disaster #disasterrelief #coastalhome #coastalliving
#villagers",0,34,CAROUSEL_ALBUM,https://www.instagram.com/p/CPs_KH2NCJg/,2021-06-04T15:14:51+0000,,"{'data': [{'id': '17943707218465663'}, {'id': '18227948002038486'}]}",flood
17934890914527926,"While the wound from previous year's Amphan was still raw at the coastal areas of Odisha and West Bengal, Yaas came and took away whatever hope was left. Photos are from Chandpur, Digha, Mandarmani, Bodhra and surrounding places that are among the worst-affected areas (East Medinipur) of the cyclone Yaas.

Photo 1- Many villages that lie far ahead of the shoreline are among the newly-affected areas as the water is still rising and gradually coming inside. One such village is Bishnapur (East Medinipur) from where she belongs.

Photo 2- The sudden flood water not only made her house collapse but also wasted the rice grains that have been stocked for the year. 
.
.
.
.
.
.
.
.
.
.
.
.
#indiaphotoconcept 
#photodocumentary #documentaryphotographer #socialdocumentary #photoreportage
#yourshotphotographer
#streetphotographyhub
#creativeimagemagazine
#nikonz6ii #reuters #bbcnews #afp #photojournalist 
#yaas #naturaldisaster #victim #cycloneyaas #cyclone #flooded #digha #disaster #disasterrelief #coastalhome #coastalliving",0,40,CAROUSEL_ALBUM,https://www.instagram.com/p/CPs-RDwN13D/,2021-06-04T15:07:03+0000,,"{'data': [{'id': '17935469722536452'}, {'id': '17965938838410998'}]}",flood
17970694282394486,"are you going to dive or what?

#nature_perfect_day#russiannature#samararegion#tltcity#volgariver#treescollection#djidrone#flooded#rain#gooddaylady#dachshundloversclub",3,48,CAROUSEL_ALBUM,https://www.instagram.com/p/CPs9SrtDiNJ/,2021-06-04T14:58:33+0000,,"{'data': [{'id': '17879653742346989'}, {'id': '17915375701743563'}]}",flood
