,Id,title,source URL,body,time,keywords,country,data source,language
1514,FL-2017-000155-VNM,"Vietnam needs 100,000 flood proof houses on the coast: UNDP - VnExpress International",https://e.vnexpress.net/news/news/vietnam-needs-100-000-flood-proof-houses-on-the-coast-undp-4208060.html,"A United Nations Development Program project to improve the resilience of Vietnams vulnerable coastal communities to climate change impacts has helped build 3,500 safe houses against storms and floods and recover around 3,300 ha of mangrove forests this year, Caitlin Wiesen, UNDP Resident Representative in Vietnam, said at a Hanoi conference Thursday.

She said the UNDP plans to build an additional 4,000 houses next year, helping 20,000 people gain access to information on climate change and natural disasters, she said, adding that her agency would continue to support Vietnam in natural disaster management over the next decade.

Tran Quang Hoai, head of the Vietnam Disaster Management Authority, said the houses built by the UNDP in central Vietnam were still standing after the regions historic storms and floods in October and November, which had demolished over 1,500 houses and damaged 240,000 others.

La Thi Kim Ngan, deputy head of the National Institute of Architecture, said that authorities and investors need to create a comprehensive model for housing complexes, complete with infrastructure like electricity, clean water and waste management systems.

Flood resilient houses can become homestay accommodations and help the region develop economically, she added.

Nguyen Hoang Hiep, Deputy Minister of Agriculture and Rural Development, said his ministry was cooperating with the architecture institute and the Ministry of Construction to develop appropriate and safe housing models to withstand natural disasters.

It is estimated that by 2025, Vietnam would have around 30 million people living in areas prone to natural disasters. Many of them are likely to be poverty stricken.

Rapid urbanization and economic development can intensify natural disaster risks for Vietnam's coastline and wipe billions of dollars off its economic growth over the next decade, a World Bank report warned in October.

Around 11.8 million people in coastal provinces face the threat of intense flooding, and over 35 percent of settlements are located on eroding coastlines. Each year, an average of $852 million, along with around 316,000 jobs in sectors like agriculture, aquaculture and tourism, are at risk from riverine and coastal flooding, the report said.",2020-12-18 08:00:00+00:00,"['vietnam', 'needs', 'proof', 'flood', 'disaster', 'undp', 'coast', 'management', 'development', 'natural', 'vietnams', 'million', '100000', 'houses', 'coastal']",Vietnam,news article,English
581,Drought_Ghana_2019_Aug,"Amidst escalating violence in Mali, UNHCR issues new protection guidelines - UNHCR",https://www.unhcr.org/news/briefing/2019/8/5d4d2ca94/amidst-escalating-violence-mali-unhcr-issues-new-protection-guidelines.html,"In light of the deteriorating humanitarian and security situation, UNHCR, the UN Refugee Agency is urging States to provide protection to people fleeing conflict-affected areas in Mali.

While not all Malians may be in need of international protection, many from the northern region (Timbuktu, Gao, Kidal, Taoudenni and Menaka), central region (Mopti), some parts of the southern region (Koulikoro, Ségou and Sikasso) and border areas with Niger and Burkina Faso are likely to need asylum.

Persistent violence amongst armed groups and inter-communal clashes continue to affect northern Mali, and have now spread to other regions. Some armed groups affiliated with Coordination des mouvements de l’Azawad (CMA) and the Platform, a loose coalition of militias, have failed to respect the 2015 Peace and Reconciliation in Mali agreement. The conflict has been further escalated by Islamist extremist groups.

The ongoing insecurity has weakened the authority of state institutions in some parts of the country, particularly in the northern and central regions. Civilians, politicians and civil servants and security forces are being targeted and killed. Nearly 200 peacekeepers have been killed since 2013, making it the deadliest peacekeeping operation in the world. People who collaborate with national or international defence forces subsequently find themselves targeted for attack.

Local populations, particularly in the central regions, report widespread human rights violations including summary execution, disappearances, torture and arbitrary arrest. Smugglers and traffickers are able to operate with impunity.

The crisis has had a devastating and disproportionate effect on children. Children are being forcibly recruited by armed groups, kidnapped and killed. More than 285,000 children are being denied an education due to school closures, predominantly in the Mopti region. Girls are being raped and sexually assaulted.

Humanitarian access is severely restricted, creating significant difficulties in providing sufficient access to health, water and sanitation. Drought and desertification in the Sahel have exacerbated the already scarce availability of food.

An estimated 3.4 million Malians are in need of humanitarian assistance, approximately 2.9 million of whom are in areas of the country affected by the ongoing conflict. Meanwhile, nearly 140,000 Malian refugees have been forced to flee to neighbouring countries, mainly Burkina Faso, Mauritania and Niger since 2013.

Within this context, UNHCR urges States to provide access to territory and asylum procedures to people fleeing the conflict in Mali. Nobody from the conflict-affected regions should be forcibly returned to Mali. The remaining parts of the country should not be considered as an appropriate alternative to asylum until such a time that the security, rule of law and human rights situation in Mali has significantly improved.

For more information on this topic, please contact:",2019-08-09 07:00:00+00:00,"['mali', 'need', 'violence', 'region', 'country', 'unhcr', 'regions', 'groups', 'security', 'escalating', 'killed', 'protection', 'parts', 'northern', 'amidst', 'guidelines', 'issues']",Ghana,news article,English
1476,FL-2011-000132-UGA,Floods will soon be no more in Kampala - Daily Monitor,https://www.monitor.co.ug/uganda/oped/commentary/floods-will-soon-be-no-more-in-kampala-3366224,"By Guest Writer More by this Author

Kampala Capital City Authority (KCCA) has significantly dealt with the challenge of flooding in the City.

A year ago, Kampala was experiencing floods at certain black spots that made navigation at those points impossible to go past for several hours after a downpour.

These locations included; Clock Tower on Entebbe Road that often covered the Fire Brigade headquarters parking; Mulwana Road in Bugoloobi Parish; at the Electoral Commission head office on Jinja Road; and the Bwaise communities in Kawempe Division. The floods disrupted navigation in the city, damaged both business and household property as well as affecting livelihoods in vulnerable communities.

KCCA embarked on an aggressive drainage infrastructure development programme in line with the Kampala Drainage Master Plan (KDMP) and the Kampala Capital City Strategic Plan 2020/2021-2024/2025 whose strategic goal is that “by June 2025 Kampala will be an inclusive, liveable, resilient and well planned city that provides economic opportunities to all”. The strategic plan is anchored on four pillars; Economic growth, governance and citizen engagement, quality of life and city resilience.

Some of the projects done or in progress include the construction of the Lubigi and Nakamiro channels with a combined stretch of 5.88Km at Shs82.7B launched in August 2020 by President Museveni. The two channels will solve the flood water menace in the low lying areas of Bwaise, stretching into Kawala in Rubaga Division.

The Clock Tower area and Mulwana Road flooding has been significantly dealt with by downstream interventions on Nakivubo Channel in the Kanyogoga swamp catchment area in Makindye and Nakawa divisions.

Advertisement

Here KCCA is desilting and widening the channel by removing gravel and other sediments that affect the breadth, depth and flow of water. The box culvert constructed on Mulwana Road plus widening and constructing the open drain that feeds into Nakivubo channel is already proving that the area shall be floodless when works are completed. The drainage works under the Kampala Flyover Project are to further solve the stagnation challenge at Clock Tower.

Other drainage improvement works including construction of St Dennis Channel that flows through Kulekana and Nakinyuguzi Channel in Salaama Parish, both in Makindye Division. In Central Division, KCCA is working on Kitamanya’agamba drain (below the Law Development Centre) in Kagugube Parish. In Rubaga Division, Nabulagala Channel and the box culvert along Sentema Road have been constructed, hence mitigating the flooding incidences.

Also in Rubaga Division, interim interventions on sections of Nalukolongo Primary Channel are ahead of the planned reconstruction once funds are obtained for both the channel works and remaining compensation of persons.

One of the key challenges affecting the efficiency of drainage channels is garbage. There is a lot of irresponsible dumping of garbage (polythene, plastic bottles and trade refuse) that ends up blocking the drainage system once it is swept away by surface water run-off or when dumped in the channels causing surface runoff build up and stagnation (floods). Whereas KCCA has emergency teams at the drainage channels during the rain, we appeal to the public to responsibly manage waste.

Another challenge is the illegal developments and encroachments on drainage reserves of primary and secondary channels. Some developers have constructed over the drains while others have illegally diverted the course of drainage channels. Consequently, the capacity of these drains has decreased and maintenance affected resulting in flooding as seen in Bugolobi, Nalukolongo Kamwokya, and Kansanga areas.

The KDMP was developed to improve the old, dilapidated and inefficient existing drainage systems. It recommends both structural and non-structural measures.

Sorting out Kampala’s drainage challenges may not be a fortnight or season’s work but great strides have been taken for one to confidently note that the floods are no more in Kampala, save for the temporal stagnation that usually clears within 10 to 15 minutes after a heavy downpour.

NuweAbine is KCCA acting head public and corporate affairs. dnuweabine@kcca.go.ug",2021-04-18 07:00:00+00:00,"['kcca', 'city', 'channel', 'soon', 'drainage', 'channels', 'road', 'floods', 'kampala', 'division', 'works']",Uganda,news article,English
1481,FL-2011-000132-UGA,Uganda: Floods & Landslides - Flash Update No. 1 (As of 19 December 2019) - Uganda - ReliefWeb,https://reliefweb.int/report/uganda/uganda-floods-landslides-flash-update-no-1-19-december-2019,"HIGHLIGHTS

• Torrential rains are being experienced across Uganda. According to the Uganda National Meteorological Department (UNMA), abovenormal rains will continue until the end of the year.

• At least 38 people have died due to floods and landslides in Bundibugyo, Bududa and Sironko districts, and over 150 people have been injured. At least 300,000 have been affected and an estimated 65,000 people are displaced, according to Government sources.

• The floods and landslides have left a trail of destruction, including damaged homes, infrastructure, agriculture and livelihoods.

• The Government of Uganda, with the support of humanitarian partners, is responding to the most urgent needs of people affected.

SITUATION OVERVIEW

Due to heavier than normal rains since September—enhanced by the positive Indian Ocean Dipole (IOD)—several districts in Uganda have been experiencing flash floods (mostly in urban areas) and landslides (in rural/hilly areas).

According to preliminary estimates from a rapid assessment conducted by the Office of the Prime Minister in the most affected sub-regions of Mount Elgon and South Western Uganda in early December, at least 300,000 people have been affected, including 65,000 people reportedly displaced by the impact of heavy rains since September 2019. Over 21,500 hectares of crop and plantations are reportedly damaged in these areas. As of 17 December, 38 people have reportedly lost their lives, including in the mountainous Bundibugyo district in the western region and the Mount Elgon area in eastern Uganda. Water systems in Bundibugyo have been destroyed, exacerbating the risk of outbreaks of water-borne diseases. In the week of 16 December, three suspected cholera cases were reported in Bundibugyo district. However, they tested negative and there have been no confirmed cholera cases since November 2019, according to the Ministry of Health and WHO.

In the eastern lowland sub-regions of Teso and Bukedea sub-regions, thousands of people have been affected and hectares of crops destroyed. Damage to infrastructure, including roads and bridges, has been reported in the hilly south-western parts of Kigezi and Ruwenzori, the low-lying district of Ntoroko, the central sub-region of Buganda, western sub-regions of Ankole and Bunyoro, and northern sub-regions of Acholi, and Karamoja regions. This has hampered access to affected communities. Districts along the banks of the River Nile in West Nile sub-region have also suffered losses of crops and destroyed and damaged homes due to flooding.",2019-12-19 08:00:00+00:00,"['landslides', 'reportedly', 'western', 'flash', 'subregions', '2019', 'update', 'affected', 'rains', 'floods', 'uganda', 'including', 'bundibugyo', '19']",Uganda,news article,English
180,FF-2012-000189-IDN,80000 internally displaced people return home to southern Yemen - UNHCR,https://www.unhcr.org/news/latest/2012/11/50a644266/80000-internally-displaced-people-return-home-southern-yemen.html,"The internally displaced people who UNHCR registered after they fled fighting are heading back to their homes in southern Yemen. © UNHCR/R.Nuri

GENEVA, 16 November (UNHCR) - The UN refugee agency has helped more than 80,000 internally displaced Yemenis return to their homes in the south of their country, the first significant fall in the number of displaced in the area since fighting erupted 18 months ago.

""In southern Yemen, UNHCR is seeing growing numbers of internally displaced people returning to their homes,"" UNHCR spokesman Adrian Edwards told a news conference. ""Over the past four months, and working with the Yemeni authorities, we have helped more than 80,000 people go home, and further returns are on-going. ""

The decline in displacement follows the re-establishing of government authority in the southern province of Abyan in July.

""This is the first significant displacement decline since May 2011 when fighting between government troops and militants erupted in the south of Yemen,"" Edwards said.

Initially, returns were slow due to the widespread presence of landmines and unexploded ordnance, as well as extensive damage to infrastructure. In many cases people also wanted to see more evidence of improved security. However, after de-mining by the Yemeni government and other improvements in security more families are now making the decision to return.

Many of the returns have been from Aden, where more than 23,000 of the 25,000 IDPs who were sheltering in schools and other public buildings have now returned to Abyan. This has allowed normal teaching to resume, although schools still need repairs after having served as IDP sites for over a year.

The 1,500 IDPs still living in Aden schools will be relocated into eight buildings that UNHCR, with the agreement of the government, is rehabilitating to serve as temporary accommodation.

The government has been covering transportation costs - around US$70 per family -- for people returning to Abyan. Security personnel man checkpoints along the route to ensure safe passage, and in Abyan itself UNHCR and other agencies are providing further support.

As the lead international agency responding to IDP and returnee needs for shelter UNHCR has distributed shelter repair kits to some 32,000 people, and non-food items packages to 33,000 people. These packages include mattresses, blankets, kitchen sets, plastic sheeting and tools. UNHCR plans to help 180,000 people in Abyan with shelter and non-food relief kits.

""Currently, the challenges include widespread damage to property and infrastructure, a still fragile security situation, and patchiness in provision of public services,"" said Edwards. ""Continuing international support and stable security will be essential for returns to become sustainable, and particularly if internal displacement in southern Yemen is to be brought to an end during 2013.""

Meanwhile in northern Yemen more than 300,000 people are still displaced from a conflict that has been running on and off since 2004 between Yemeni government forces and al Houthis. Insecurity continues to hinder returns there, while tribal clashes earlier in 2012 generated over 6,000 new IDPs in the northern governorates.

Despite the challenges it faces, Yemen remains one of the most generous refugee hosting countries with over 232,000 refugees, mainly Somalis. While 2011 saw a record new influx of 103,000 refugees and migrants, so far in 2012 there have been over 90,500 new arrivals, mainly Ethiopians.

UNHCR Yemen carries out its crucial humanitarian interventions throughout the country with nine offices and some 200 national and international staff on the ground, In 2011 UNHCR's national implementing partners Society for Humanitarian Solidarity (SHS) received the Nansen award for their life-saving assistance to the thousands of refugees and migrants who arrive on the shores of Yemen every year after crossing the Gulf of Aden by boat.",2012-11-16 08:00:00+00:00,"['security', 'displaced', 'unhcr', 'yemen', 'shelter', 'internally', 'yemeni', 'abyan', 'schools', 'southern', 'return', '80000', 'returns']",India,news article,English
1307,FL-2020-000207-NGA,2023: Ortom for Senate Posters Flood Benue State Capital - Legit.ng,https://www.legit.ng/1416401-2023-ortom-senate-posters-flood-benue-state-capital.html,"- Pressure is mounting on Governor Samuel Ortom to move to the Nigerian Senate after his tenure expires in 2023

- A political group has kick-started the process of pushing for the governor's presence in the red chambers

- The spokesman of the governor, Terver Akase, says his boss is focused on his mandate in the state for now

PAY ATTENTION: Join Legit.ng Telegram channel! Never miss important updates!

Campaign posters of Benue state governor Samuel Ortom for Senate flooded Makurdi, the state capital, on Monday, May 17.

Daily Sun reports that the posters were sponsored by a group known as Diversity Managers Club.

The posters were seen at the High-Level roundabouts, Wurukum roundabouts, among other areas in the state capital.

Some political groups in Benue want Governor Ortom to contest for a senatorial seat in 2023. Photo credit: @GovSamuelOrtom

Source: Twitter

PAY ATTENTION: Install our latest app for Android, read best news on Nigerias #1 news app

Reacting to the development, the spokesman of the governor, Terver Akase told The Nation:

It is the peoples wish so the governor wont stop them. He finds such outings as well wishes.

Governor Ortom has the mandate to govern Benue in the remaining two years and at the moment, thats where his focus is.

Some Nigerians have been reacting to the development via social media.

Adejoh Ochogwu Barnabas wrote on Facebook:

Everything is possible in Nigeria. This is a place where failure is the right qualification to be in any public office.

Oluwanbe Ogunmoyero wrote:

A man without any achievement as a governor for eight wasted years... Benue remains one of the most backward states in Nigeria.

Ukata Uche Ukata asks:

How many of your people will be alive to vote for you then. At this rate killer herdsmen are killing your people will anyone be alive to vote?

Goodnews Emeka wrote:

By then, Nigeria would've shattered into uncountable fragments.

Adesanya Damilare wrote:

No state deserves to have a governor like Samuel Ortom. Man has been picking up the wrong battles and doesn't know how to carry out his duties as a governor. I won't be surprised if his people reward him with a Senate seat in the next election after all these stunts.

Meanwhile, Governor Ortom on Monday, May 17 urged residents of Benue state to defend themselves against armed invaders.

The governor said those who don't have weapons required by the law, should go to their neighbours and get one.

Legit.ng had earlier reported that the Ortom-led administration on Thursday, May 6 approved the establishment of vigilante groups to combat the high rate of insecurity in Benue state.

Governor Ortom informed residents of the state when he briefed journalists attached to his office on the outcome of a recently expanded stakeholders meeting held at the new banquet hall of the Government House, Makurdi.

Source: Legit.ng",2021-05-19 16:19:02+00:00,"['samuel', 'terver', 'governor', 'spokesman', 'flood', 'ortom', 'legitng', 'posters', 'wont', 'benue', 'capital', 'state', 'senate', '2023']",Nigeria,news article,English
1059,FL-2019-000179-CAN,Aqua dams: Exploring preventative tools for future flooding in Canada - CTV News,https://www.ctvnews.ca/sci-tech/aqua-dams-exploring-preventative-tools-for-future-flooding-in-canada-1.4412093,"As the water begins to recede in regions of Ontario, Quebec, and New Brunswick following weeks of widespread flooding, attention has turned to future prevention and what tools are proving most effective at keeping residents and their properties safe.

While sandbags are the most commonly used line of defence against invading water -- due to their relatively low cost and availability -- they’re not always the most reliable, according to flood management experts.

The sandbags can become saturated with water if they’re exposed to it for too long, Tamsin Lyle, a principal engineer at Ebbwater Consulting, told The Canadian Press last month. She said the sandbags become relatively ineffective during prolonged flooding events and they can easily spring leaks.

So what are the alternatives?

When the Ottawa River reached historic highs at the end of April, a couple of neighbours in the hard-hit community of Cumberland, located in Ottawa’s east end, pooled their resources to buy an aqua dam.

The large rubber tube fills with floodwater to provide a protective barrier, but it’s not cheap.

The neighbours spent $70,000 to purchase the aqua dam and the investment appears to have paid off, as the homes remained relatively dry with only minor flood damage in the basements.

“The barricade seems to be holding up very well,” Genevieve Landry told CTV News Ottawa of the aqua dam they purchased.

The aqua dam also appears to be more convenient, only taking approximately 45 minutes to fill a 30-metre section.

The Cumberland residents are not the only ones trying out the rubber tubes. The province of Manitoba spent millions of dollars on 300 aqua dams to use during the devastating floods there in 2011. Arranged side-by-side, the rubber tubes would have covered nine kilometres of land.

The city of Courtenay, B.C., located on the east coast of Vancouver Island, bought its first aqua dam in 2015.

“It’s probably, compared to some of the other things we could do, a much lower cost, and if it works, a beneficial sort of system,” Mayor Larry Jangula said.

Back in Ottawa, Mayor Jim Watson said it’s up to the province to purchase protective flood barrier equipment, such as aqua dams.

On the national level, federal Public Safety Minister Ralph Goodale entertained the idea while visiting the aqua dam in Cumberland.

“It obviously seems to have performed remarkably well for one particular neighbourhood so yes, we need to look at all of those possible innovations for the future,” he told reporters last week.

Landry said she welcomes the government taking inspiration from the aqua dam she purchased with her neighbour.

“Clearly, our government or authorities are seeing this as a priority as an urgency,” she said.",2019-05-07 07:00:00+00:00,"['told', 'ottawa', 'water', 'future', 'tubes', 'sandbags', 'preventative', 'canada', 'rubber', 'aqua', 'relatively', 'flood', 'dams', 'tools', 'flooding', 'dam', 'exploring']",Canada,news article,English
399,DR-2021-000054-SOM,"IDPs washed out by rain and floods struggle for food, shelter in Somalia’s Bakool region - Radio Ergo",https://radioergo.org/en/2021/05/08/idps-washed-out-by-rain-and-floods-struggle-for-food-shelter-in-somalias-bakool-region/,"(ERGO) – Habibo Mohamed Duwane’s family has been sleeping under a tree for the past two weeks after their flimsy hut in Gargaar internal displacement camp in El Barde, in southern Somalia’s Bakool region, collapsed in heavy rain.

“The whole hut came down after it rained from 9pm to 4 am in the morning. We are in great hardship and we haven’t managed to get a place to shelter from the rain,” said Habibo.

Habibo, whose husband is jobless, earns about a dollar a day from the sale of firewood, which she collects and carries on her back from the forest. She manages to cook once a day for the six children.

They have lived in the camp for four years since losing all their 75 goats in the drought in 2016-2017 in their village of Kahan Dhuure, 50 km away from El Barde.

The Gu’ rainfall has badly affected 245 of the 500 IDP families living in three camps, two of which are on the outskirts of El Barde.

Hasno Mohamoud Dhalow, a widowed mother of seven in Bananay IDP camp, 10 km from El Barde, told Radio Ergo she has been sheltering under a tree after flooding washed away their shelter and belongings.

“Our cooking pots and cups were washed away by the floods, we only managed to salvage the rugs which were soaked. But they were also washed away after we placed them out in the sun to dry,” she said.

Hasno has been buying food on credit from local shops for the past year. The shops stopped giving her credit in February after she accumulated $623 in debt. She now begs food from the market to feed her children.

“Some of the shop owners have forgiven me the debt, but they said they won’t give me any more credit. But there are those who are asking for their money daily,” she said.

Hasno migrated from the rural area of Beledweyne in Hiran region after their farm dried up due to the severe drought of 2011-2012, which destroyed the livelihoods of many farmers in the country.

Ali Mohamed Abdi, the chairman of Gargaar IDP camp, informed Radio Ergo that 145 families have been left without shelter by the floods.

“We ask well-wishers to assist these families with food, tents to shelter and even utensils,” he said.

He noted that the IDP families depended on humanitarian aid, but since the outbreak of COVID19 no assistance has been provided to the destitute families.",2021-05-08 07:00:00+00:00,"['away', 'region', 'washed', 'idps', 'floods', 'credit', 'camp', 'shelter', 'food', 'ergo', 'somalias', 'idp', 'struggle', 'families', 'bakool', 'el', 'rain']",Somalia,news article,English
426,DR-2021-000054-SOM,Building back better from COVID-19 and building lasting peace across Africa - Mirage News,https://www.miragenews.com/building-back-better-from-covid-19-and-building-563106/,"Thank you, State Councillor Wang, for convening this timely debate.

As we’ve heard today, this devastating pandemic presents fresh challenges to building a lasting peace across the African continent. The virus indeed has disproportionately impacted those affected by conflict, particularly women, children, refugees and internally displaced persons.

The challenges of recovery are numerous and interconnected. And that’s why we must work together through a comprehensive approach across human rights, peace, security and development.

The UK has worked with all our international partners for equitable access to COVID vaccines for people around the world. Under our G7 presidency, the G7 has doubled contributions to COVAX, and we’re proud to be one of the largest bilateral donors, committing $770 million.

More than 160 million people are at risk of being excluded from these vaccination campaigns because of instability and conflict. A multilateral approach is the only viable way to ensure that rapid, equitable access to safe and effective vaccines, including in conflict affected areas through vaccination ceasefires.

However, as we consider pandemic recovery, we need to look beyond vaccines and consider how to ensure everyone – particularly women, girls, the young, the excluded – has the opportunity to build their potential. This requires increased access to healthcare and ending preventable deaths. It requires quality education, which is why the UK is part of and is indeed the largest global donor to the Global Partnership for Education, reaching 24 million children since 2015 – the majority of which are in Africa. We look forward to the Global Education Partnership’s replenishment Summit in July with our Kenyan friends, and we call on all countries to step up their efforts in this regard.

Addressing health and education shortcomings will reduce poverty, but we must also address the undeniable links between poverty and conflict. By 2030, 80 per cent of the world’s extreme poor will be living in fragile states. Climate change will continue to magnify this trend, driving food insecurity, drought and exacerbating conflict. That’s why we’ve already pledged over $15 billion of international climate finance over the next five years.

There’s a chance to support Africa not only to recover from the pandemic, but rebuild better than before. Unleashing the potential women and young people is central to this. Health and education and climate support not only will change lives for the better, but it will only do so if it’s not undermined by conflict.

So we must address the underlying grievances that cause people to take up arms. Development gains and fragile peace can be lost if large parts of the population are marginalised or human rights are not respected. That’s why in Somalia, for example, the UK places such importance of promoting full, equal and meaningful participation of women and community leaders in elections and also in peace processes.

That’s why ending horrendous levels of sexual and gender based violence that we’re witnessing in Tigray is so, so urgent.

Peace can only be built from the foundations of strong institutions, the rule of law and open, inclusive societies. The UN and African Union are working stronger together than ever before. Early interventions, including by the African Union, will need to be coupled with long-term engagement and development programmes by the UN and its partners.

We’ve seen this in Sudan, where Prime Minister Hamdok continues to make progress towards peace, prosperity and democracy.

In Mali, the UK is supporting UN stabilisation efforts and increasing the meaningful participation of women in the peace process through our peacekeeping deployment, and also by working with UN agencies to strengthen civil-military cooperation.

The UK also strongly supports the sustaining peace agenda, which builds an inclusive cross-pillar approach to peacebuilding that draws on expertise of the whole UN system. We’re proud to support the Peacebuilding Commission and Peacebuilding Fund, to which the UK has been a top donor, having donated £220 million since its inception.

To conclude, there is more to do if we’re to reduce the dangers that poverty, marginalisation and the pandemic pose to African peace and development, and global stability more generally. We need countries to come together to support an integrated approach to post-pandemic recovery, because only by working together can we address the underlying drivers of conflicts and achieve a lasting peace for Africa – a peace we all want.",2021-05-20 07:00:00+00:00,"['conflict', 'africa', 'support', 'pandemic', 'lasting', 'approach', 'education', 'women', 'global', 'african', 'building', 'covid19', 'better', 'peace', 'uk']",Somalia,news article,English
178,FF-2012-000189-IDN,Egypt: These walls can speak – Cairo's Mohamed Mahmoud graffiti - Amnesty International,https://www.amnesty.org/en/latest/news/2012/11/egypt-these-walls-can-speak-cairo-s-mohamed-mahmoud-murals/,"During more than three decades of Hosni Mubarak’s rule, the walls lining Cairo’s streets stood in stark silence, obscuring from view arbitrary detentions, torture and countless other human rights violations.

But after his ousting in early 2011, some of the walls became a canvas for popular expression as artists inspired by the “25 January Revolution” unleashed a creative uprising of their own in an area near Tahrir Square, the main focal point of the protests.

Ever since, the capital’s Mohamed Mahmoud Street – one of the main arteries leading from the Interior Ministry into Tahrir Square – has effectively become an open-air gallery showcasing street art about a wide range of social issues.

Graffiti became increasingly popular after the “25 January Revolution”, and colourful murals began to appear across Cairo. Mohamed Mahmoud Street has become the centre of this activity. Its walls depict a plethora of the issues still affecting daily life in the new Egypt – the more than 12,000 unfair military trials of civilians, the battle against the sexual harassment of women, and abuse by the security forces of peaceful protesters.

It has also become a bitter reminder of the need for accountability for the 17-month rule of the military council that replaced Mubarak. During this period more than 120 protesters were killed as a direct result of unnecessary and excessive use of force by the security forces – more than 50 of them on Mohamed Mahmoud Street itself.

For six days starting on 19 November 2011 Egypt’s riot police, the Central Security Forces (CSF), violently suppressed protests in Mohamed Mahmoud Street, leaving 51 people dead.

The protests started after the security forces violently suppressed a sit-in of those killed or injured in the uprising in nearby Tahrir Square. Clashes erupted and images of dead bodies of protesters left on a pile of refuse were aired on television. Protesters flooded into Tahrir Square and nearby Mohamed Mahmoud Street.

At the time, Amnesty International blasted what it called a “brutal and heavy-handed response to protests [that] bears all the hallmarks of the Mubarak era”.

The paintings that sprang up in the wake of that violence took on an ever-deeper significance for Egyptians, as they criticized the then-ruling Supreme Council of the Armed Forces for ongoing abuses and clamoured for change as elections approached.

Today, they are a reminder of how little has changed, and how much needs to be done to hold the security forces to account. Despite the scale of the violence, only one CSF officer is facing trial. Meanwhile, 379 protesters are being tried – it remains to be seen whether they will benefit from a recent presidential amnesty.

Although the Egyptian authorities have on several occasions attempted to paint over the murals, many remain as a testament to the tumult and triumph during and after the “25 January Revolution”, as well as a memorial to the dozens who were killed in Mohammed Mahmoud a year ago.

“The concrete barriers along Mohammed Mahmoud Street were meant to block freedom of assembly. Today, they serve as a whole new outlet for freedom of expression – the creative criticism of the authorities,” said Hassiba Hadj Sahraoui, Deputy Programme Director for the Middle East and North Africa at Amnesty International.

“A year after the protests that left such a deep impact on Egypt, many of these colourful murals remain not just as a memorial, but as a vital chronicle of the historic changes still taking place in the country. They serve as a daily reminder that the events of November 2011 still need to be addressed – and the need for accountability for the abuses of the Supreme Council of the Armed Forces.”

The slideshow requires JavaScript and the Flash Player. Get Flash here. //",2012-11-18 08:00:00+00:00,"['street', 'security', 'forces', 'walls', 'protests', 'tahrir', 'cairos', 'graffiti', 'square', 'mohamed', 'protesters', 'mahmoud', 'egypt', 'speak']",India,news article,English
