id,caption,comments_count,like_count,media_type,media_url,permalink,timestamp
17986801291346454,"Hujan deras di sebagian besar wilayah Taiwan hari ini menyebabkan beberapa wilayah seperti Taipei merasakan dampak banjir. 
Para pengantar makanan pun berupaya keras menerobos banjir hingga beberapa di antaranya mati mesin.
Tampak beberapa foto wilayah Taipei, khususnya Distrik Xinyi tergenang air cukup tinggi. Menariknya genangan air ini terlihat cukup jernih. Menurut Badan Cuaca Taiwan (CWB) genangan air baru akan surut sekitar pukul 20:00.
Foto: CWB, UDN, Baofei Community
#genanganair #banjir #Taipei #beritataiwan #beritaindonesia",0,0,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/197053994_178348157455491_933141708286299504_n.mp4?_nc_cat=111&vs=17927886124600197_4186055017&_nc_vs=HBksFQAYJEdDck92Z3VEVEpMcU5LSUFBSENOZ1k5d0wtTU1ia1lMQUFBRhUAAsgBABUAGCRHS2hkeXdzNmdSOWpJcEFBQUF5cUxyWGJGb1EzYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbQiYfU26nGPxUCKAJDMywXQC3ul41P3zsYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5mZWVkIn0%3D&_nc_ohc=x3gU2Y4HM0QAX8Xe40Z&_nc_ht=video-sea1-1.cdninstagram.com&oh=a454316b420b51fd6960fa02f3d72bbc&oe=60BF986E&_nc_rid=dc844bc341,https://www.instagram.com/p/CPugMyMHK2i/,2021-06-05T05:22:59+0000
17884677389324373,"Hujan deras di sebagian besar wilayah Taiwan hari ini menyebabkan beberapa wilayah seperti Taipei merasakan dampak banjir. 
Para pengantar makanan pun berupaya keras menerobos banjir hingga beberapa di antaranya mati mesin.
Tampak beberapa foto wilayah Taipei, khususnya Distrik Xinyi tergenang air cukup tinggi. Menariknya genangan air ini terlihat cukup jernih. Menurut Badan Cuaca Taiwan (CWB) genangan air baru akan surut sekitar pukul 20:00.
Foto: CWB, UDN, Baofei Community
#genanganair #banjir #Taipei #beritataiwan #beritaindonesia",0,0,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/196817068_847081072564751_1889910351496271182_n.mp4?_nc_cat=101&vs=18212829514074840_2249137249&_nc_vs=HBksFQAYJEdLd3d1d3NQR20xdWFnSURBRTdWUkpaelR6b2Fia1lMQUFBRhUAAsgBABUAGCRHTEc3blF2WmpzVG4tN01CQU91WUZuUVIzSEFjYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaO77Lxp6vhQBUCKAJDMywXQDvVP3ztkWgYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5mZWVkIn0%3D&_nc_ohc=tqVvJZo_bZgAX92XNzt&_nc_ht=video-sea1-1.cdninstagram.com&oh=868647330d7169e7b03020605fce5986&oe=60BF459E&_nc_rid=2d4718c05a,https://www.instagram.com/p/CPugJyrnnJ1/,2021-06-05T05:22:38+0000
17880040025292884,"Hujan deras di sebagian besar wilayah Taiwan hari ini menyebabkan beberapa wilayah seperti Taipei merasakan dampak banjir. 
Para pengantar makanan pun berupaya keras menerobos banjir hingga beberapa di antaranya mati mesin.
Tampak beberapa foto wilayah Taipei, khususnya Distrik Xinyi tergenang air cukup tinggi. Menariknya genangan air ini terlihat cukup jernih. Menurut Badan Cuaca Taiwan (CWB) genangan air baru akan surut sekitar pukul 20:00.
Foto: CWB, UDN, Baofei Community
#genanganair #banjir #Taipei #beritataiwan #beritaindonesia",0,0,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/197389921_1848925031982212_9209611516783514043_n.mp4?_nc_cat=110&vs=18133808632175126_1127979419&_nc_vs=HBksFQAYJEdHSHV3d3VFWkw5bmxwRUdBTHRST2tIaEhNOS1ia1lMQUFBRhUAAsgBABUAGCRHQllUc0F0czNZaXAzSzRCQUpQRWQ1RXJiY0JaYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbmgv7wl4LAPxUCKAJDMywXQEQiDEm6XjUYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5mZWVkIn0%3D&_nc_ohc=E9pmEFAXCygAX-s6EpV&_nc_ht=video-sea1-1.cdninstagram.com&oh=bf8e34c298d11bad94061df2b685e9c5&oe=60C028EB&_nc_rid=579d2085be,https://www.instagram.com/p/CPugFXon-1a/,2021-06-05T05:22:11+0000
17899138937031011,"Hujan deras di sebagian besar wilayah Taiwan hari ini menyebabkan beberapa wilayah seperti Taipei merasakan dampak banjir. 
Para pengantar makanan pun berupaya keras menerobos banjir hingga beberapa di antaranya mati mesin.
Tampak beberapa foto wilayah Taipei, khususnya Distrik Xinyi tergenang air cukup tinggi. Menariknya genangan air ini terlihat cukup jernih. Menurut Badan Cuaca Taiwan (CWB) genangan air baru akan surut sekitar pukul 20:00.
Foto: CWB, UDN, Baofei Community
#genanganair #banjir #Taipei #beritataiwan #beritaindonesia",0,0,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/197588102_757289578288012_3642411752385426407_n.mp4?_nc_cat=104&vs=17971045156403300_3824903515&_nc_vs=HBksFQAYJEdJYjB4Z3VNVTA0NHdMQUNBT2N6cE1Jd2Nvd3lia1lMQUFBRhUAAsgBABUAGCRHQ1J0c1F0LWNIOTVuMTBCQUVzNXhYNW9hck54YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaUyei48pfDPxUCKAJDMywXQDqiDEm6XjUYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5mZWVkIn0%3D&_nc_ohc=h66uXcx-XYwAX8UBBCq&_nc_ht=video-sea1-1.cdninstagram.com&oh=0c22bd4f5ec90257f5c7fcdadd5955b3&oe=60BF7660&_nc_rid=017d22dd50,https://www.instagram.com/p/CPugCg6HiAA/,2021-06-05T05:21:42+0000
17885249384328365,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/195867688_764062264274313_3050473403045817947_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=HvkprRkCezIAX8-AIsA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2944e93c710d09fc94c9c2b76286ef2e&oe=60BF1BDC,https://www.instagram.com/p/CPuf6KQhtei/,2021-06-05T05:20:16+0000
17922128953648366,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/196866671_510961903376682_8743223817945810693_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=RH3jZYGKYMcAX8LNcm-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=f4906f86ba048b4998cfd66450a1001f&oe=60C05788,https://www.instagram.com/p/CPuf4YeBBe9/,2021-06-05T05:20:02+0000
17934740911528063,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/196177196_4048251401954505_8089984519877553844_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=s_SUwK2yLeAAX9YUQZv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8298f9b69c6dcaa1349749d4440d24a0&oe=60BF3C2B,https://www.instagram.com/p/CPuf2ueB71h/,2021-06-05T05:19:48+0000
17926693825574649,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/196548579_227765685521950_3271207298212324684_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=_Bf59CTIle0AX-Baa3-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=89102277035d2380a03ff6757eda3749&oe=60BF9724,https://www.instagram.com/p/CPuf034BRKj/,2021-06-05T05:19:33+0000
17895616436107560,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197742793_2786961841616555_9139617983251160518_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=FtDZlg35bNkAX9tXwdD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c8a47ac0683cf78b06813d9188481e6c&oe=60BF80CD,https://www.instagram.com/p/CPufzQ-hckM/,2021-06-05T05:19:20+0000
17959460080432172,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/195997304_305226357943444_5119905411057736853_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=DSntHqnVI4AAX_zgwFp&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=59edff219b16ec3fd0785698f116ea66&oe=60BF3235,https://www.instagram.com/p/CPufwC2B8vf/,2021-06-05T05:18:53+0000
