id,caption,like_count,media_type,media_url,permalink,children
17887323797233514,"Another $5 indie purchase for me from the other day. I had an idea what I was getting into with Anna Domino but haven't heard this album before. Doesn't disappoint!

#annadomino #flood #indie #vinyl #recordcollecting #records #recordcollection #synthpop",10,IMAGE,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/191152478_398115078211014_58046306345025829_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=f5HA99Gnlg8AX8VdUGw&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=a4387f1289134f7ffc2aa215db8d4d8d&oe=60B2E8F3,https://www.instagram.com/p/CPTuMZ_hWTi/,
17875189271399849,"#finland4seasons #tulva #flood #kymijoki #finland_bestsunset #ig_landscape #bestoffinland #9vaga9_skyandviews9 #ig_week_finland #ig_week_scandinavia #ig_week_nature 
#fotofanatics_alltags_ #fotofanatics_nature #ig_finland #ig_Natura #md_nature #bd_nature #igsclobal #natura_love_ #eye_for_earth #total_finland #finishmoments #fotocatchers #beautyofsuomi #visitkouvola #photo_smiles_world #efe_igersverybest #Igersverybest #bns_finland #iphonephotography",10,IMAGE,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/191709494_214050563673372_8660461062478381499_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=kERpIIKafaoAX-wjXzR&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=f949ce0cdd2cb94d0956c9f90a330ca4&oe=60B200F7,https://www.instagram.com/p/CPTuJabB3SA/,
18164599327135261,We are live! Welcome to the new Bella Restoration Ltd. website. If you need #restorationservices you can count on us! #flood #fire #mold #sewerbackup https://bellarestoration.ca/ #websitelaunch #remediation #restoration #BellaRestorationLtd,1,IMAGE,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/190616567_142964784534328_4755272207729589693_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=OlQSjoiUgC8AX9kK1sU&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=0a6a7545526bb2bbff53601181f75e46&oe=60B2824F,https://www.instagram.com/p/CPTuAR5MmGj/,
17880037472339824,#matera #basilicata #italia #vacaciones #vacanze #ferias #exploração #explorando #puebloabandonado #tragedia #tragedy #inundacion #flood #camminata #randonnée #spazieren #walk #instafoto,11,IMAGE,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/190967259_452201936110068_259011464525657367_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=4usx7iiu5qEAX9IU3lT&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=0bd92858f1b622ef3ed20a6f9644025e&oe=60B30DE7,https://www.instagram.com/p/CPTtl83sFWO/,
17957895523413005,"Call us for all of your mold and mildew removal projects 

 

#waterdamage  #plumbersofinstagram #middlesexcountynj #monmouthcountynj #oceancountynj #plumberwife #watercleanup #moldprevention #plumbingEmergency #moldy #mildew #waterdamagerepair #WaterMainLeak  #njheatingandcooling   #njplumber #njplumbing #sewagecleanup #njrealtor #heretohelpanytime #hvac #plumber #wetbasement #centraljersey #flood #waterremediation   #rainyseason  #blackmold  #charliesangels   #telephone   #katejackson",8,IMAGE,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/191319857_779748526066531_6237801368222120495_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=0Lfrbl1n7jYAX9IKnrB&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=7e0841b92521e99b5d9146d9374ccee7&oe=60B2E777,https://www.instagram.com/p/CPTs6i_hCka/,
17887910750111474,"""And I, behold, I establish my covenant with you, and with your seed after you;
and with every living creature that is with you, of the fowl, of the cattle, and of every beast of the earth with you; from all that go out of the ark, to every beast of the earth. And I will establish my covenant with you, neither shall all flesh be cut off any more by the waters of a flood; neither shall there any more be a flood to destroy the earth. And God said, This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations: I do set my bow in the cloud, and it shall be for a token of a covenant between me and the earth. And it shall come to pass, when I bring a cloud over the earth, that the bow shall be seen in the cloud: and I will remember my covenant, which is between me and you and every living creature of all flesh; and the waters shall no more become a flood to destroy all flesh. And the bow shall be in the cloud; and I will look upon it, that I may remember the everlasting covenant between God and every living creature of all flesh that is upon the earth. And God said unto Noah, This is the token of the covenant, which I have established between me and all flesh that is upon the earth.""-Hebrews 9:9-17

#JesusIsLord #JesusChrist #Jesus #Christ #God #Faith #Bible #Christian #Flood #Rainbow #Heaven #Hell #Ark #LGBT #EndTimes #Church #Pride #Promise #JudgementDay #Quotes #JesusIsComingBackSoon #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent #Repent",3,IMAGE,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/190872991_956195305136257_9192017011661329854_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=LktgKea91m8AX-0bYo7&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=f211cef0ae61fcc63be178bc0a1c3a25&oe=60B247D1,https://www.instagram.com/p/CPTsyH7h4gn/,
17874757421420870,"Structural Engineering Project:

Good progress being made on this new build project in Shepperton. 

Suspended ground floor structure erected and concrete floors laid. The house has been designed to reduce the risk of flooding by constructing the ground floor elevated.

This house will provide a good space to live for a theoretical high flood return period of 100 years. 

If you who have plot or a project in mind and you would like to explore the possibilities or you already have planning and would like to know the next steps, please get in touch, we can help:

📧business@compasspropertyengineering.com
London and around M25-Staffordshire

#surrey 
#surreyhouses
#surreydevelopments 
#surreyhomes 
#newhomes 
#newbuild 
#structuralengineering 
#structuraldesign 
#structures 
#flood
#floodresilience 
#flooding 
#structuralengineer 
#greatarchitecture 
#architecture
##floodprotection 
#floodprevention 
#flooding
#foundationssolutions
#ukproperty
#propertyuk
#realestateuk",8,CAROUSEL_ALBUM,,https://www.instagram.com/p/CPTsntZFCzR/,"{'data': [{'id': '18227850511053753'}, {'id': '17878812536302792'}, {'id': '17886958676207982'}, {'id': '17915696902675768'}, {'id': '18063060970303374'}, {'id': '17895378746095183'}, {'id': '17861721035504833'}, {'id': '18089568022260108'}, {'id': '17921147683638832'}, {'id': '17899140976933720'}]}"
17862705680499544,"From the rainforest straight to the new coastal plain takes some getting used to, still very beautiful our country. 
.
.
.
.
.
.
.
#boats #water #nature #adventure #suriname #southamerica #wegnaarzee #flood #river #explore",37,IMAGE,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/191015439_1138348839965064_9031440863524761597_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=mn1_hjtuo4kAX_sJ-cc&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=073326f2d4be43836d42b7fbba84f043&oe=60B1EC66,https://www.instagram.com/p/CPTsfWuFGVt/,
17927662171595497,"This is a fully functional road, I swear. 
.
.
.
.
#running #training #longleat #somerset #wiltshire #run #road #flood #trails #marathon #trailrunning",17,IMAGE,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/190440657_317022573164364_6913475694861485397_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=eDJ0PZgAEygAX83Bsac&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=a669a18c6d4e0288e054b841f3bbf24e&oe=60B279D4,https://www.instagram.com/p/CPTsUr8nQxq/,
17908480081783048,"Hangin' by the riverside.. rio cheião!! 
🙏🏼🙏🏼🖤🖤

#nature #water #river #flow #green #wild #trekking #cliff #waterfall #woods #forest #goblins #preservation #flood  #rio #blue #current #flow",29,IMAGE,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/191378430_478337213392887_7818597037232308664_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=wRjNZXu8P3IAX-3ssUx&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=0707df13277b66b6bb480973e4ddb89f&oe=60B28B10,https://www.instagram.com/p/CPTqMsxg4RF/,
18070958206285823,"It’s imperative to quarantine damaged roofs from the inside as well, to prevent contaminates from affecting home health conditions. Give us a call at 786-498-5296 for your roof leak needs. 

#waterdamagerestoration #moldremediation #flood #miami #miamibeach #watermitigation #firedamage #waterdamage #smokedamage #publicadjuster #floridapublicadjuster #plumbing #miamiplumber #miamiroofer #floridaroofing #roofleak #hurricaneseason #microbialgrowth #rooftop #smallbusiness #roofer #qualityservice #photooftheday #today #pembrokepines #westpalmbeach #homestead #broward #miamiconstruction #home",3,CAROUSEL_ALBUM,,https://www.instagram.com/p/CPTovL6przu/,"{'data': [{'id': '18076446949272657'}, {'id': '17891026544155761'}]}"
17911669624826990,#thanderstrom #flood #digha #bongdebasis,0,VIDEO,https://video-lax3-1.cdninstagram.com/v/t50.2886-16/192522459_3938871836190326_3368563941119248322_n.mp4?_nc_cat=104&vs=18173308483143162_3002472505&_nc_vs=HBksFQAYJEdOdW9lUXQycHB3UVl2NE5BTUpIbXBrT2k3OHVia1lMQUFBRhUAAsgBABUAGCRHSV8xZHd1blppeVduZzBCQUJVVFl6R0R4TmNKYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbCv8iDpbi%2FPxUCKAJDMywXQDgAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=Py6TmOqUwgUAX-Lzrq4&_nc_oc=AQkDhKAicZsS1fO8HtCqS0Itt659E7zAQfeZ4dxS3iD2OaO5Yo0NkNvq4RUKlK5XQ_c&_nc_ht=video-lax3-1.cdninstagram.com&oh=867bcc9c41b4d1edf7638409ae47a87c&oe=60B1B18F&_nc_rid=19aad21ebc,https://www.instagram.com/p/CPTohudj5fH/,
17899727482908904,"Bench
.
.
.
#flood #floodingriver #finnishlapland #lapland #landscapephotography #spring #springseason #reflection #reflections #waterreflections #waterreflection #summeriscoming #rovaniemi #arcticcircle",4,IMAGE,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/191339228_812048433019559_7064433914938867833_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=hJPnJ26d4yoAX9cyvIl&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=79f730778b4f46904bf1628787d2394b&oe=60B2F2A7,https://www.instagram.com/p/CPToMZfjjSb/,
18182418298111387,"WATER DAMAGE FROM FIRST FLOOR INTO BASEMENT:

1. Move all furniture
2. Dry up existing water
3. Call DoConstruction
3. DoConsrruction will:
*Demo & Haul away
*Dry (this is the most important part, MOLD will start forming if there is any moisture.)
*Restore

#waterdamagerestoration #flood #flooding #basement #homesweethome #homeowner #homeownership #contractor #contractorsofinsta #professional #mold #cleanup #water #furniture #demo #restore #clean #cleaning #galloway #gallowaytownshipnj #neighborhood #neighbors #southjersey #construction #constructionlife #call",2,CAROUSEL_ALBUM,,https://www.instagram.com/p/CPTnJXeHnn5/,"{'data': [{'id': '17963314486419713'}, {'id': '17927272261595028'}, {'id': '17895677761996692'}, {'id': '17873635934425245'}, {'id': '17917940785688797'}]}"
17927883280581871,Mould can grow within 24-48 hours. A little moisture can really cause a lot of damage in a short amount of time. Call us today to make sure your mould damage is handled properly.,7,IMAGE,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/190452491_154138213393097_3146945634867186939_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=6gk_qhs0TssAX_04quX&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=82470bce6781978777e6c3a1a7bb6515&oe=60B33495,https://www.instagram.com/p/CPTmh2fjmpd/,
