Id,title,time,keywords,data source,category,country,source URL,body,cleaned body,language
1.36718e+18,,2021-12-05 09:03:51+00:00,"['superboyproject', 'antwontrinh', 'gargantuan', 'projecttsunami', 'floods', 'windmill']",Twitter,flood,[],https://twitter.com/PROJECTCADMUSK/status/1392322100736806913,"#SUPERBOYPROJECT #ANTWONTRINH #GARGANTUAN FOAMS MOLDINGS VIA #PROJECTTSUNAMI &amp; #FLOODS  PREVENTIONS READY; #WINDMILL W/ SOLAR POWER/WATER MILL CHARGER, FLOAT EMPTY BARRIERS _ IN WATER, AND SAME H20/SAND @ INLANDS †  🌊  https://t.co/bSThvaYS2M 💦  🏝️  https://t.co/58wcXtwpFR 🏖️  https://t.co/kHU3ywFeKd['https://pbs.twimg.com/media/E1KFjqvWEAA0wQI.jpg', 'https://pbs.twimg.com/media/E1KFkHoXsAE6wag.jpg', 'https://pbs.twimg.com/media/E1KFkZCWUAYH0Wz.jpg', 'https://pbs.twimg.com/media/E1KFkmGWEAAkrxk.jpg']",superboyproject antwontrinh gargantuan foams moldings via projecttsunami  amp  floods preventions ready  windmill w  solar power water mill charger  float empty barriers   in water  and same h20 sand   inlands            ,en
8.25853e+17,,2021-12-05 08:15:50+00:00,"['floods', 'gender', 'inequality']",Twitter,none,[],https://twitter.com/soniaakterspp/status/1392310015348723716,"Sharing my new open access article about floods' effect on men's and women's time-use in Pakistan. Findings show men help out more in household work after #floods leading to a decline in #gender #inequality in unpaid work. Data source: @IFPRI PRHPS.  https://t.co/wtgOR5xUtS  https://t.co/kSPZ7R41mr['https://pbs.twimg.com/media/E1J4PH0VUAA3PGr.jpg', 'https://pbs.twimg.com/media/E1J4Q17UUAU2UdD.jpg']",sharing my new open access article about floods  effect on men s and women s time use in pakistan  findings show men help out more in household work after floods leading to a decline in gender inequality in unpaid work  data source  prhps ,en
1.33464e+18,,2021-12-05 07:44:04+00:00,"['tayikistán', 'floods', 'kulob', 'dushanbe', 'storm', 'flooding', 'кулоб', 'душанбе']",Twitter,flood,[],https://twitter.com/UnbelievableEv1/status/1392302022729273345,Tajikistan sinks flash flood in several sectors  https://t.co/nnWZXPcKRT  #Tayikistán #floods #kulob #dushanbe #storm #flooding #Кулоб #Душанбе  https://t.co/HPSPgFf3kQ[],tajikistan sinks flash flood in several sectors tayikist n floods kulob dushanbe storm flooding              ,en
1.33464e+18,,2021-12-05 07:43:45+00:00,"['tayikistán', 'floods', 'kulob', 'dushanbe', 'storm', 'flooding', 'кулоб', 'душанбе']",Twitter,flood,[],https://twitter.com/UnbelievableEv1/status/1392301944019070976,Tajikistan sinks flash flood in several sectors  https://t.co/nnWZXPcKRT  #Tayikistán #floods #kulob #dushanbe #storm #flooding #Кулоб #Душанбе  https://t.co/sVZyowdxoN[],tajikistan sinks flash flood in several sectors tayikist n floods kulob dushanbe storm flooding              ,en
3301926908.0,,2021-12-05 07:31:23+00:00,['floods'],Twitter,flood,[],https://twitter.com/gridpointwx/status/1392298828490059780,Winter storm #FLOODS New England neighborhoods  https://t.co/oN7VFXeA09[],winter storm floods new england neighborhoods,en
3111226033.0,,2021-12-05 07:31:02+00:00,"['floods', 'gpwx']",Twitter,flood,[],https://twitter.com/TimMelino/status/1392298743077261312,Winter storm #FLOODS New England neighborhoods  https://t.co/JPoN9QUBJj #GPWX[],winter storm floods new england neighborhoods gpwx,en
2922289999.0,,2021-12-05 04:30:38+00:00,"['floods', 'flashfloods', 'floodsolutions']",Twitter,flood,[],https://twitter.com/FloodCtrlAsia/status/1392253343217631237,"There’s a lot to know about the difference between floods and flash floods. Though the endgame is always the same, knowing the difference between the two might be helpful. Read this week’s blog to know more. →  https://t.co/EWsElqtSJF  #Floods #FlashFloods #FloodSolutions[]",there is a lot to know about the difference between floods and flash floods  though the endgame is always the same  knowing the difference between the two might be helpful  read this week s blog to know more    floods flashfloods floodsolutions,en
464490846.0,,2021-12-05 02:08:29+00:00,"['drought', 'bushfires', 'floods']",Twitter,flood_drought,[],https://twitter.com/TheNakedFarmers/status/1392217569088532480,"@farmercate2 @LucyThack @samheagney @LiberalAus And just as we have needed help with #drought, #bushfires, #floods (haven't got it but need it!) so too do you need help. And this is a problem which will only get worse without radical, cohesive, concerted help - a plan, systematic eradication[]",and just as we have needed help with drought  bushfires  floods  have not got it but need it   so too do you need help  and this is a problem which will only get worse without radical  cohesive  concerted help   a plan  systematic eradication,en
3236513083.0,,2021-12-05 01:42:26+00:00,"['spring', 'floods', 'flashfloods', 'insurancebroker', 'flood', 'insurance', 'broker']",Twitter,flood,[],https://twitter.com/InsureLineInc/status/1392211013974511625,"It’s Spring and with #Spring comes, you guessed it, rain! There are 3 types of #floods: river, #flashfloods and surface water, and storm surge.  Determine what type of insurance you have. Speak to your #insurancebroker about water damage insurance.  #flood #insurance #broker  https://t.co/3Wwy19j1o9['https://pbs.twimg.com/media/E1IghM2XEAAm5JS.jpg']",it is spring and with spring comes  you guessed it  rain  there are 3 types of floods  river  flashfloods and surface water  and storm surge  determine what type of insurance you have  speak to your insurancebroker about water damage insurance  flood insurance broker,en
2902297463.0,,2021-12-05 00:53:54+00:00,"['floods', 'accountability', 'savefloodprone']",Twitter,flood,[],https://twitter.com/alimak_klay/status/1392198801549574147,"@HShPrez2Ware @ItalyinSomalia @SwedeninSomalia @EU_in_Somalia @WorldBank Absolutely unacceptable amid #Floods affecting local residents, loosing all their assets and livelihoods. There has to be true sense of #accountability at federal level. Govt bureaucracy shldnt come to this level in denying funds to FMSs #SaveFloodprone areas.[]",absolutely unacceptable amid floods affecting local residents  loosing all their assets and livelihoods  there has to be true sense of accountability at federal level  govt bureaucracy shldnt come to this level in denying funds to fmss savefloodprone areas ,en
4001068876.0,,2021-12-05 00:53:04+00:00,"['extremeweather', 'climatebreakdown', 'floods', 'droughts', 'heatw']",Twitter,flood_drought,[],https://twitter.com/SubUrbanGrow/status/1392198589280137224,"World’s biggest tea-growing areas will be among the worst hit by #extremeweather, and their yields are likely to be vastly reduced in the coming decades if #climatebreakdown continues at its current pace. #Floods, #droughts, #heatw… https://t.co/lCWuukDAbS  https://t.co/SUtupViBIu[]",world s biggest tea growing areas will be among the worst hit by extremeweather  and their yields are likely to be vastly reduced in the coming decades if climatebreakdown continues at its current pace  floods  droughts  heatw ,en
116871537.0,,2021-12-05 00:15:38+00:00,"['nwt', 'floods', 'environment']",Twitter,flood,[],https://twitter.com/eyeonthearctic/status/1392189171343712256,"“It’s not like me to be scared about not being home, but this is just scary and I’m not used to it. I’ve never been in a flood before.”  https://t.co/nh4jCzzOSa via @CBCNorth  #NWT #floods #environment[]", it is not like me to be scared about not being home  but this is just scary and I am not used to it  I have never been in a flood before   via nwt floods environment,en
84330425.0,,2021-11-05 23:30:03+00:00,"['isrgrajan', 'tuesdaymotivation', 'floods', 'floodsinindia', 'storms']",Twitter,flood,[],https://twitter.com/isrgrajan/status/1392177697623846918,A Survivalist’s Guide to Dealing with Floods  See:  https://t.co/qey7loGc0a  #isrgrajan #TuesdayMotivation #Floods #FloodsinIndia #Storms  https://t.co/qjm8DnXdKf['https://pbs.twimg.com/media/E1ICPTfXMAgXlSN.jpg'],a survivalist s guide to dealing with floods see  isrgrajan tuesdaymotivation floods floodsinindia storms,en
522336307.0,,2021-11-05 22:48:15+00:00,['floods'],Twitter,flood,[],https://twitter.com/AllettMowers/status/1392167180163338245,What a storm we’ve just had! #floods Some lightening for a bit of nitrogen![],what a storm we have just had  floods some lightening for a bit of nitrogen ,en
258847118.0,,2021-11-05 22:30:54+00:00,"['drought', 'covid19', 'earthquake', 'hurricane', 'floods', 'climatechange']",Twitter,flood_drought,[],https://twitter.com/PNASNews/status/1392162813993439234,"Opinion piece: What’s worse than a pandemic? A pandemic combined with #drought, natural disaster, violent conflict, and/or structural inequality. We need better ways to tackle these compound risks:  https://t.co/A43W48ds0v #COVID19 #Earthquake #Hurricane #Floods #ClimateChange  https://t.co/XUJXNbllat['https://pbs.twimg.com/media/E1H0s6YXEAIRP6h.jpg']",opinion piece  what is worse than a pandemic  a pandemic combined with drought  natural disaster  violent conflict  and or structural inequality  we need better ways to tackle these compound risks  covid19 earthquake hurricane floods climatechange,en
2746237386.0,,2021-11-05 22:27:47+00:00,"['flood', 'floods', 'flooding', 'water']",Twitter,flood,[],https://twitter.com/LAN_Engineering/status/1392162030208143371,"Just in time for hurricane season! We are so grateful to be part of a project that is going to positively impact so many. Great work, team! #flood #floods #flooding #water[]",just in time for hurricane season  we are so grateful to be part of a project that is going to positively impact so many  great work  team  flood floods flooding water,en
4869516431.0,,2021-11-05 21:44:41+00:00,"['previewoftomorrow', 'floods', 'technology', 'smartcities', 'innovation']",Twitter,flood,[],https://twitter.com/sadeem_wss/status/1392151182769020929,Listen to our cofounder @escanepa in the new episode of the podcast #PreviewOfTomorrow! He will be talking about #floods and #technology applied. Click on the link:  https://t.co/cSRSAx7nAj #smartcities #innovation[],listen to our cofounder in the new episode of the podcast previewoftomorrow  he will be talking about floods and technology applied  click on the link  smartcities innovation,en
486736569.0,,2021-11-05 21:32:09+00:00,"['water', 'damage', 'floods', 'boston', 'professionals']",Twitter,flood,[],https://twitter.com/ESIwmasonry/status/1392148026752442370,"Did you know, flood damage losses are annually over ONE billion dollars in America every year? Contact our professionals at ESI Waterproofing to ensure you have the best plan in place to prevent water damage.   #Water #Damage #Floods #Boston #Professionals  https://t.co/BsSEeaXatF['https://pbs.twimg.com/media/E1HnQNqWQAMFxGX.jpg']",did you know  flood damage losses are annually over one billion dollars in america every year  contact our professionals at esi waterproofing to ensure you have the best plan in place to prevent water damage  water damage floods boston professionals,en
1.37605e+18,,2021-11-05 21:11:13+00:00,"['disaster', 'cloud', 'burst', 'devprayag', 'tehri', 'garhwal', 'floods', 'cloud', 'burst', 'disasters', 'uttrakhand', 'hills']",Twitter,none,[],https://twitter.com/RainbowNewsUK/status/1392142761697021952," https://t.co/TIUcnjpoYN #Disaster: #Cloud #burst in #Devprayag #Tehri #Garhwal  on May 11, 2021.  #Floods and #Cloud #Burst #Disasters in #Uttrakhand #Hills[]",disaster  cloud burst in devprayag tehri garhwal on may 11  2021  floods and cloud burst disasters in uttrakhand hills,en
1.37605e+18,,2021-11-05 21:06:07+00:00,"['disaster', 'cloud', 'burst', 'devprayag', 'tehri', 'garhwal', 'floods', 'cloud', 'burst', 'disasters', 'uttrakhand', 'hills']",Twitter,none,[],https://twitter.com/RainbowNewsUK/status/1392141477254361090,"#Disaster: #Cloud #burst in #Devprayag #Tehri #Garhwal  on May 11, 2021.  #Floods and #Cloud #Burst #Disasters in #Uttrakhand #Hills[]",disaster  cloud burst in devprayag tehri garhwal on may 11  2021  floods and cloud burst disasters in uttrakhand hills,en
181491054.0,,2021-11-05 20:23:26+00:00,"['uttarakhand', 'dehradun', 'cloudburst', 'uttarakhand', 'devprayag', 'shops', 'houses', 'damaged', 'india', 'water', 'floods']",Twitter,flood,['india'],https://twitter.com/sirajnoorani/status/1392130737030062082,"Several shops and houses have been damaged because of a cloudburst at #Uttarakhand's Devprayag, around 120 kilometres from #Dehradun, news agency ANI has reported. . . #cloudburst #Uttarakhand #Devprayag #shops #houses #damaged #india #water #floods  https://t.co/IEAOPMVPpH[]",several shops and houses have been damaged because of a cloudburst at uttarakhand s devprayag  around 120 kilometres from dehradun  news agency ani has reported      cloudburst uttarakhand devprayag shops houses damaged india water floods,en
1.20504e+18,,2021-11-05 20:22:18+00:00,"['uttarakhand', 'cloudburst', 'floods']",Twitter,flood,[],https://twitter.com/GaonConnectionE/status/1392130450294935564,@cmouttarakhand @ndmaindia @NDRFHQ Many structures have suffered significant damage and debris continues to flow down through the slope.   #Uttarakhand  #Cloudburst #floods  https://t.co/48llJ2d3ZS[],many structures have suffered significant damage and debris continues to flow down through the slope  uttarakhand cloudburst floods,en
1.20504e+18,,2021-11-05 20:11:04+00:00,"['floods', 'uttarakhand']",Twitter,flood,[],https://twitter.com/GaonConnectionE/status/1392127623241687041,"Cloudburst and flash #floods reported today evening at Badkot, Devprayag in Uttarkashi  in #Uttarakhand.    Detailed report soon.   Video: By arrangement  @cmouttarakhand @ndmaindia @NDRFHQ  https://t.co/aDtF14s2NU[]",cloudburst and flash floods reported today evening at badkot  devprayag in uttarkashi in uttarakhand  detailed report soon  video  by arrangement,en
7.38239e+17,,2021-11-05 19:58:04+00:00,"['floods', 'shortstories', 'essays', 'poems']",Twitter,flood,[],https://twitter.com/_TMYS_/status/1392124350208176128,Floods. Destruction. Displacement. Can the Faculty of Film Studies make a difference? Coming soon. #Floods Driven Displacement &amp; Victim Rehabilitation. TMYS Review Sept 2021 in association with @EHCenterVU Submit #shortstories #essays #poems on the theme.  https://t.co/yEphjmZDgt  https://t.co/0fFTxUTigZ['https://pbs.twimg.com/media/E1HRge-VIAI1jsd.jpg'],floods  destruction  displacement  can the faculty of film studies make a difference  coming soon  floods driven displacement  amp  victim rehabilitation  tmys review sept 2021 in association with submit shortstories essays poems on the theme ,en
7.64098e+17,,2021-11-05 18:17:52+00:00,"['firstview', 'nudge', 'firstview', 'socialnorms', 'presentbias', 'floods']",Twitter,flood,[],https://twitter.com/BPPjournal/status/1392099134853861376,What can we learn from a null result with norm nudges?   New &amp; Open Access in #FirstView   A deep dive into #Nudge failure; lab experiments on household flood preparedness  Open Access in #FirstView  👉  https://t.co/WWediHKVcy   #SocialNorms #PresentBias #floods  https://t.co/7iUSUsKxrR['https://pbs.twimg.com/media/E1G5plhXsAEa0Yj.jpg'],what can we learn from a null result with norm nudges  new  amp  open access in firstview a deep dive into nudge failure  lab experiments on household flood preparedness open access in firstview   socialnorms presentbias floods,en
9.8558e+17,,2021-11-05 16:45:41+00:00,"['floods', 'chamki', 'releasepappuyadav']",Twitter,none,[],https://twitter.com/SauravAjeet/status/1392075937324298246,"Pappu Yadav who came with you in the #floods, came during #Chamki and now have extended their hand to help even in the Corona era. But what did the opportunistic people give to Pappu Yadav, why arrest ?   #ReleasePappuYadav  https://t.co/htyPCEUlJv['https://pbs.twimg.com/media/E1FW_1UVIAA_D7r.jpg']",pappu yadav who came with you in the floods  came during chamki and now have extended their hand to help even in the corona era  but what did the opportunistic people give to pappu yadav  why arrest   releasepappuyadav,en
148855921.0,,2021-11-05 14:58:44+00:00,"['rains', 'nairobi', 'floods', 'water', 'waste']",Twitter,flood,[],https://twitter.com/OttaroA/status/1392049021825560577,"When it #rains in #Nairobi,the CBD to the outskirts of the city centre,flash #floods and stagnant #water have been a constant fixture.The problem has been blamed on outdated designs and continuous dumping of solid #waste in drainage systems.  https://t.co/DSDbMw8aqM[]",when it rains in nairobi the cbd to the outskirts of the city centre flash floods and stagnant water have been a constant fixture the problem has been blamed on outdated designs and continuous dumping of solid waste in drainage systems ,en
436627065.0,,2021-11-05 14:13:46+00:00,"['ergo', 'newsupdates', 'somalia', 'floods']",Twitter,flood,[],https://twitter.com/RadioErgo/status/1392037707111702532,"Abdiqani Ibrahim Said and his family of seven have been sleeping rough up a mountain for the past week after their home in Hegale, 150 km from Wader town in Ethiopia’s Somali region, was partly demolished by floods.#ERGO #NewsUpdates #Somalia #floods    https://t.co/vl0WB98bka[]",abdiqani ibrahim said and his family of seven have been sleeping rough up a mountain for the past week after their home in hegale  150 km from wader town in ethiopia s somali region  was partly demolished by floods ergo newsupdates somalia floods,en
9.91245e+17,,2021-11-05 13:00:00+00:00,"['floods', 'somalia', 'jowhar']",Twitter,flood,[],https://twitter.com/GlobalWatchCGTN/status/1392019140978769928,#Floods have displaced hundreds of people in #Somalia and destroyed large areas of farmland. A river burst its banks near the city of #Jowhar which is now on the verge of being submerged. The road between it town and the airport has been cut off.  https://t.co/0kLOV9px9P[],floods have displaced hundreds of people in somalia and destroyed large areas of farmland  a river burst its banks near the city of jowhar which is now on the verge of being submerged  the road between it town and the airport has been cut off ,en
1.347e+18,,2021-11-05 12:32:35+00:00,"['floods', 'southpunjab', 'efforts', 'rescue', 'cm', 'shabazsharif', 'nemories', 'women', 'mpa', 'memoriesforlife']",Twitter,flood,[],https://twitter.com/Umarfarooq3311/status/1392012242196041729,"fllood effected ryk a lot, Maiza hameed M.P.A done a great job for relife &amp; rehabilition for local community, well done &amp; keep it up #floods #SouthPunjab #efforts to #rescue people in #cm #shabazsharif #nemories being the only #women #mpa I did my very best  #memoriesforlife  https://t.co/tEc2URnFQx['https://pbs.twimg.com/media/E1FrwbCWYAAjxcl.jpg']",fllood effected ryk a lot  maiza hameed m p a done a great job for relife  amp  rehabilition for local community  well done  amp  keep it up floods southpunjab efforts to rescue people in cm shabazsharif nemories being the only women mpa i did my very best memoriesforlife,en
1.35263e+18,,2021-11-05 12:08:47+00:00,"['floods', 'somalia', 'jowhar']",Twitter,flood,[],https://twitter.com/WatchTowerGW/status/1392006251614072834,#Floods have displaced hundreds of people in #Somalia and destroyed large areas of farmland. A river burst its banks near the city of #Jowhar which is now on the verge of being submerged. The road between it town and the airport has been cut off.  https://t.co/MjIdLkFb7G[],floods have displaced hundreds of people in somalia and destroyed large areas of farmland  a river burst its banks near the city of jowhar which is now on the verge of being submerged  the road between it town and the airport has been cut off ,en
39844441.0,,2021-11-05 10:55:46+00:00,"['1yeartosaveearth', 'climatechange', 'monster', 'heatwaves', 'wildfires', 'floods', 'love', 'vegan']",Twitter,none,[],https://twitter.com/XOEarth/status/1391987877387460608,@DelRealFoods #1YearToSaveEarth Hire me for sales+social+mktg to help you switch to plant-based 🌽🥑products only to cool our fun+rad+dying biosphere. #ClimateChange #Monster #Heatwaves #Wildfires #Floods may kill 45% of all life in 5 - 6 yrs.  https://t.co/pLI4iXSAgO #Love #Vegan[],1yeartosaveearth hire me for sales social mktg to help you switch to plant based   products only to cool our fun rad dying biosphere  climatechange monster heatwaves wildfires floods may kill 45  of all life in 5   6 yrs  love vegan,en
39844441.0,,2021-11-05 10:42:12+00:00,"['1yeartosaveearth', 'climatechange', 'monster', 'heatwaves', 'wildfires', 'floods', 'vegan']",Twitter,none,[],https://twitter.com/XOEarth/status/1391984463517609988,@litehousefoods #1YearToSaveEarth Hire me for sales+social+mktg to help you switch to plant-based cheese 🧀 products only to cool our fun+rad+dying biosphere. #ClimateChange #Monster #Heatwaves #Wildfires #Floods may kill 45% of all life in 5 yrs.  https://t.co/pLI4iXSAgO #Vegan[],1yeartosaveearth hire me for sales social mktg to help you switch to plant based cheese   products only to cool our fun rad dying biosphere  climatechange monster heatwaves wildfires floods may kill 45  of all life in 5 yrs  vegan,en
39844441.0,,2021-11-05 10:35:04+00:00,"['1yeartosaveearth', 'climatechange', 'monster', 'heatwaves', 'wildfires', 'floods', 'love', 'life', 'vegan']",Twitter,none,[],https://twitter.com/XOEarth/status/1391982668292657155,@Resers #1YearToSaveEarth Hire me for 🥦sales+social+mktg to help you switch to plant-based products only to cool our fun+rad+dying biosphere. #ClimateChange #Monster #Heatwaves #Wildfires #Floods may kill 45% of all mc life in 5 yrs.  https://t.co/pLI4iXSAgO #Love #Life #Vegan[],1yeartosaveearth hire me for  sales social mktg to help you switch to plant based products only to cool our fun rad dying biosphere  climatechange monster heatwaves wildfires floods may kill 45  of all mc life in 5 yrs  love life vegan,en
39844441.0,,2021-11-05 10:27:29+00:00,"['1yeartosaveearth', 'climatechange', 'monster', 'heatwaves', 'wildfires', 'floods']",Twitter,none,[],https://twitter.com/XOEarth/status/1391980760807084032,@Hisense_USA #1YearToSaveEarth Hire me for 🦸‍♂️ sales+social+mktg if you promise to INVEST 24%* of your net inc in nature projects that cool our fun+rad+dying biosphere. #ClimateChange #Monster #Heatwaves #Wildfires #Floods may kill 45% of all life in 5yrs.  https://t.co/pLI4iXSAgO[],1yeartosaveearth hire me for      sales social mktg if you promise to invest 24   of your net inc in nature projects that cool our fun rad dying biosphere  climatechange monster heatwaves wildfires floods may kill 45  of all life in 5yrs ,en
39844441.0,,2021-11-05 10:24:48+00:00,"['1yeartosaveearth', 'climatechange', 'monster', 'heatwaves', 'wildfires', 'floods']",Twitter,none,[],https://twitter.com/XOEarth/status/1391980085943574535,.@goodyear #1YearToSaveEarth Hire me for🏎️🛻🚐 sales+social+mktg if you promise to INVEST 24%* of your net inc in nature projects that cool our fun+rad+dying biosphere. #ClimateChange #Monster #Heatwaves #Wildfires #Floods may kill 45% of all life in 5yrs.  https://t.co/pLI4iXSAgO[],  1yeartosaveearth hire me for     sales social mktg if you promise to invest 24   of your net inc in nature projects that cool our fun rad dying biosphere  climatechange monster heatwaves wildfires floods may kill 45  of all life in 5yrs ,en
1.16641e+18,,2021-11-05 10:15:03+00:00,"['floods', 'insurance']",Twitter,none,[],https://twitter.com/CrossRoadsFina1/status/1391977631520890884,"You may not be able to stop #floods from wreaking havoc, but #insurance can manage some of the financial loss.  https://t.co/Tt3j2ujrkR[]",you may not be able to stop floods from wreaking havoc  but insurance can manage some of the financial loss ,en
7.38239e+17,,2021-11-05 10:03:25+00:00,"['floods', 'shortstories', 'essays', 'poems']",Twitter,flood,[],https://twitter.com/_TMYS_/status/1391974704848674816,"Floods. Destruction. Displacement. Can the Faculty of Film Studies make a difference?  Coming soon. #Floods Driven Displacement and Victim Rehabilitation. TMYS Review Sept 2021   Submit #shortstories, #essays, #poems on the theme.  https://t.co/6rPHsaFRyO  https://t.co/sEDngfmAac['https://pbs.twimg.com/media/E1FJfJ-VIAINqMx.jpg']",floods  destruction  displacement  can the faculty of film studies make a difference  coming soon  floods driven displacement and victim rehabilitation  tmys review sept 2021 submit shortstories  essays  poems on the theme ,en
7.56439e+17,,2021-11-05 09:30:11+00:00,"['cbseboardexams2021', 'maharashtra', 'monsoon', 'floods', 'saveboardstudents', 'cancel12thboardexams2021']",Twitter,none,[],https://twitter.com/swiftie_vxt/status/1391966340332748802,"Irresponsible to have #cbseboardexams2021 with 455k+ cases a day and oxygen shortage+vaccine + so much death. In #Maharashtra  #monsoon #floods are also unmanageable, double fatality #saveboardstudents #cancel12thboardexams2021  @DrRPNishank @PMOIndia @OfficeofUT @cbseindia29  https://t.co/nWu3s76H16['https://pbs.twimg.com/media/E1FBINBUYAAehZ3.jpg']",irresponsible to have cbseboardexams2021 with 455k  cases a day and oxygen shortage vaccine   so much death  in maharashtra monsoon floods are also unmanageable  double fatality saveboardstudents cancel12thboardexams2021,en
