Id,title,time,keywords,data source,category,country,source URL,body,cleaned body,language
1.4e+18,,2021-06-03 19:24:43+00:00,,Twitter,none,Jamaica,,$TRIAS fudders trying to flood the $TRIAS newsfeed so people are unable to see they were exposed as fraudulent accounts. It’s ok we can just retweet to remind investors 😉,$trias fudders trying to flood the $trias newsfeed so people are unable to see they were exposed as fraudulent accounts. it is ok we can just retweet to remind investors,en
1.4e+18,,2021-06-03 19:03:00+00:00,,Twitter,none,Jamaica,,"Manhasset 11, Jericho 0 WP: Jarvis  Brunetti 1-1 with a triple and 3 runs scored Andrew Flood, Jake Moss and Luke Melkonian had two hits each","manhasset 11, jericho 0 wp: jarvis brunetti 1 1 with a triple and 3 runs scored andrew flood, jake moss and luke melkonian had two hits each",en
1.4e+18,,2021-06-03 19:00:02+00:00,,Twitter,none,Jamaica,,Breakthroughs! over the river! flips and crucifixions! gone down the flood! Highs! Epiphanies! Despairs! Ten years' animal screams and suicides! Minds! New loves! Mad generation! down on the rocks of Time!,breakthroughs! over the river! flips and crucifixions! gone down the flood! highs! epiphanies! despairs! ten years' animal screams and suicides! minds! new loves! mad generation! down on the rocks of time!,en
1.4e+18,,2021-06-03 18:55:34+00:00,,Twitter,none,Jamaica,,"@mdowstfl @MrSallykins @bbgequality @business along with that I'm speaking about the firms that will buy housing with no intent to rent it out, only to manipulate the market and flood out other buyers.","along with that I am speaking about the firms that will buy housing with no intent to rent it out, only to manipulate the market and flood out other buyers.",en
1.4e+18,,2021-06-03 18:11:01+00:00,,Twitter,none,Jamaica,,@ra_al_vi @f4bles @RDRv3 I’m guessing Pixel with its price point and camera would run the market — if it was more widely available. So strange a company with a ubiquitous search engine and deep pockets doesn’t undercut the other manufacturers and flood the market with mid tier handsets.,I am guessing pixel with its price point and camera would run the market — if it was more widely available. so strange a company with a ubiquitous search engine and deep pockets does not undercut the other manufacturers and flood the market with mid tier handsets.,en
1.4e+18,,2021-06-03 18:00:00+00:00,,Twitter,none,Jamaica,,"""Except for the flood years, I never gave our most fundamental human need much thought."" @katiyheath in a new essay on what's hiding, and being hidden, in our water:  https://t.co/W52ck5HTMA","except for the flood years, i never gave our most fundamental human need much thought. in a new essay on what is hiding, and being hidden, in our water:",en
1.4e+18,,2021-06-03 17:25:30+00:00,,Twitter,none,Jamaica,,Call 202-224-3121 flood them with #ExpelMarjorieTaylorGreene,call 202 224 3121 flood them with expelmarjorietaylorgreene,en
1.4e+18,,2021-06-03 17:21:50+00:00,,Twitter,none,Jamaica,,After the #flood: not a novel title. #FEMA #inspection #reserve  https://t.co/1EPLISVSQQ @MeetTheRisks @FEMA  https://t.co/29oPSru8VJ,after the flood: not a novel title. fema inspection reserve,en
1.4e+18,,2021-06-03 17:21:50+00:00,,Twitter,flood,Jamaica,,"Here is a Storm Update! The latest frontal system is moving through Central/Southern Rockies, South, Ohio Valley, Mid-Atlantic and Northeast. The next frontal system is moving through Upper Midwest. FLOOD ALERTS and SEVERE WEATHER ALERTS are in effect through Friday morning.  https://t.co/KvV4rVMamX","here is a storm update! the latest frontal system is moving through central southern rockies, south, ohio valley, mid atlantic and northeast. the next frontal system is moving through upper midwest. flood alerts and severe weather alerts are in effect through friday morning.",en
1.4e+18,,2021-06-03 17:15:47+00:00,,Twitter,none,Jamaica,,#AsianAmericans are the fastest growing segment of the electorate.   But immigrant communities deserve to know the truth during election season.   Cookie Duong shares how her website is stopping the flood of fake news in the Vietnamese American community:  https://t.co/CuWN3rXN0s  https://t.co/q2dgKLEXG4,asianamericans are the fastest growing segment of the electorate. but immigrant communities deserve to know the truth during election season. cookie duong shares how her website is stopping the flood of fake news in the vietnamese american community:,en
1.4e+18,,2021-06-03 17:10:56+00:00,,Twitter,none,Jamaica,,"HOMEOWNERS: See if you qualify to receive a FREE installation, plus an elevation certificate and expert analysis that could help lower your flood insurance rates ⤵️   https://t.co/VpjG7KWbw0","homeowners: see if you qualify to receive a free installation, plus an elevation certificate and expert analysis that could help lower your flood insurance rates",en
1.4e+18,,2021-06-03 16:58:23+00:00,,Twitter,flood,Jamaica,,"Breaking News: WATCH: Rainwater busts through day care door, floods playroom  https://t.co/IwcIxdiIyj","breaking news: watch: rainwater busts through day care door, floods playroom",en
1.4e+18,,2021-06-03 16:46:51+00:00,,Twitter,none,Jamaica,,"Back on sale! The Flood shows still available, pt 1 Tulsa  https://t.co/RLgJlmE1pr Dallas  https://t.co/7GsmraaLyp Houston  https://t.co/Rtbi6neE19 Austin  https://t.co/GjgUajeXFy Portsmouth  https://t.co/EbPHFIP3Kp Portland ME  https://t.co/39UWbmBAMk MassMOCA  https://t.co/ij00bjSl0I  https://t.co/eVrRxFvgEe","back on sale! the flood shows still available, pt 1 tulsa dallas houston austin portsmouth portland me massmoca",en
1.4e+18,,2021-06-03 16:45:17+00:00,,Twitter,none,Jamaica,,We're back! Flood shows yet to sell out pt. 2 Ithaca  https://t.co/I6ofZCQJRR San Diego  https://t.co/0gKIPBv6OT LA  https://t.co/CQ5tTRSxtQ Oakland  https://t.co/P6GxYM3LSJ Vancouver  https://t.co/RQO5r708Nz SLC  https://t.co/ASbGSjN5Qg Lincoln NE  https://t.co/ty0FfDmNqW  https://t.co/7VCOiUPpwL,we are back! flood shows yet to sell out pt. 2 ithaca san diego la oakland vancouver slc lincoln ne,en
1.4e+18,,2021-06-03 16:15:56+00:00,,Twitter,none,Jamaica,,FLASHBACK: Ted Koppel predicted CNN ratings 'would be in the toilet without Donald Trump'   https://t.co/I53EkCxsab,flashback: ted koppel predicted cnn ratings 'would be in the toilet without donald trump',en
1.4e+18,,2021-06-03 15:19:28+00:00,,Twitter,flood,Jamaica,,turtle Nicknamed 'Smokey' Rescued from Kansas Town Destroyed in flood,turtle nicknamed 'smokey' rescued from kansas town destroyed in flood,en
1.4e+18,,2021-06-03 15:07:17+00:00,,Twitter,flood,Jamaica,,Water Main Leak Floods Fourth Avenue In Brooklyn: Officials     https://t.co/JyZmoHazi0,water main leak floods fourth avenue in brooklyn: officials,en
1.4e+18,,2021-06-03 14:45:14+00:00,,Twitter,none,Jamaica,,Hurricane season is here. For proper coverage you need #homeownersinsurance and #flood #insurance. Read more at  https://t.co/fVdGSFvLnB,hurricane season is here. for proper coverage you need homeownersinsurance and flood insurance. read more at,en
1.4e+18,,2021-06-03 14:43:53+00:00,,Twitter,none,Jamaica,,Hit me hard.  Pummel my walls.  Reach my tower.  Dim my light.  But I still stand strong.  Wash away my #tears.  #Flood my floors.  Climb my sides.  But I still stand strong.  Darken the skies.  Blacken the night.  Moan in fury.  But I will always stand #strong.  @SusanneLeist  https://t.co/wdg7Q7dhxX,hit me hard. pummel my walls. reach my tower. dim my light. but i still stand strong. wash away my tears. flood my floors. climb my sides. but i still stand strong. darken the skies. blacken the night. moan in fury. but i will always stand strong.,en
1.4e+18,,2021-06-03 14:33:03+00:00,,Twitter,none,Jamaica,,Seriously let's flood his requests with stuff he won't actually record.,seriously let us flood his requests with stuff he will not actually record.,en
1.4e+18,,2021-06-03 13:34:20+00:00,,Twitter,none,Jamaica,,She handles all the finances until he leaves her and he’s fine bc he still works and has an income and she does not. Y’all are so... I can’t believe I saw that whole exchange and women praising it. Send the flood @God,she handles all the finances until he leaves her and he is fine bc he still works and has an income and she does not. you all are so. i cannot believe i saw that whole exchange and women praising it. send the flood,en
1.4e+18,,2021-06-03 12:51:04+00:00,,Twitter,none,Jamaica,,You know you've made it when you start getting a flood of  https://t.co/7U5ivMQSMt spam sign ups. Let the Hunger Games begin.  https://t.co/Gof5Xedz5H,you know you have made it when you start getting a flood of spam sign ups. let the hunger games begin.,en
1.4e+18,,2021-06-03 12:40:02+00:00,,Twitter,none,Jamaica,,"« Real Recognize real but they not real, If it ain’t about the people I do not feel. So you can keep auditioning for they love. They won’t have no space on their « arc » when it floods »","« real recognize real but they not real, if it are not about the people i do not feel. so you can keep auditioning for they love. they will not have no space on their « arc » when it floods »",en
1.4e+18,,2021-06-03 12:18:02+00:00,,Twitter,none,Jamaica,,@warmsolid what we say is that even the category of disaster says some suffering is okay and legitimate and some is not. Losing a house because it floods gets you access to government aid; losing a house because you don’t have a job doesn’t. We ask why that is.,what we say is that even the category of disaster says some suffering is okay and legitimate and some is not. losing a house because it floods gets you access to government aid losing a house because you do not have a job does not. we ask why that is.,en
1.4e+18,,2021-06-03 12:16:48+00:00,,Twitter,none,Jamaica,,"@warmsolid Of course! Conventional wisdom is that disasters are specific events, in which a hazard (hurricane, earthquake, bombing, flood) intersects with vulnerability, which people and our societies build. That’s good and useful but...","of course! conventional wisdom is that disasters are specific events, in which a hazard hurricane, earthquake, bombing, flood intersects with vulnerability, which people and our societies build. that is good and useful but.",en
1.4e+18,,2021-06-03 12:00:42+00:00,,Twitter,none,Jamaica,,I’ve listened to Flood the City by @WhyNotCastro more times than any other song in 2021. 🔥🔥🔥,I have listened to flood the city by more times than any other song in 2021.,en
1.4e+18,,2021-06-03 11:58:22+00:00,,Twitter,none,Jamaica,,"We’re taking the weekend for a deep breath before the flood. We’ll be posting our schedule soon, but you’ll be able to follow along at our new Virtual Economy Twitch channel!   https://t.co/OzArpglGkA","we are taking the weekend for a deep breath before the flood. we will be posting our schedule soon, but you will be able to follow along at our new virtual economy twitch channel!",en
1.4e+18,,2021-06-03 11:52:35+00:00,,Twitter,none,Jamaica,,"If the US allowed hordes of unmasked, unvaccinated Americans to flood Mexico's border every day &amp; then called Mexico ""racist"" for not allowing scores of convicted child rapists and felons in — while also demanding $440 million in aid every year — would Dems call that fair/cool?","if the us allowed hordes of unmasked, unvaccinated americans to flood mexico's border every day then called mexico racist for not allowing scores of convicted child rapists and felons in — while also demanding $440 million in aid every year — would dems call that fair cool?",en
1.4e+18,,2021-06-03 11:41:46+00:00,,Twitter,none,Jamaica,,"@daviaallison_ it's the way how @cjamphotos just sent us a random update about where he is and what he is doing and the love, value and appreciation just flood my soul lol","it is the way how just sent us a random update about where he is and what he is doing and the love, value and appreciation just flood my soul lol",en
1.4e+18,,2021-06-03 11:38:26+00:00,,Twitter,flood,Jamaica,,@TimIrons3 @Rayner51410997 @FREEDOMCat71 @Unscripted0 I believe the flood may have happened. I just don’t believe the guy with every type of animal in his boat was real.,i believe the flood may have happened. i just do not believe the guy with every type of animal in his boat was real.,en
1.4e+18,,2021-06-03 11:33:56+00:00,,Twitter,none,Jamaica,,@JustinBrannan @DistCouncil37 Kev weren’t we just talking about flood zones and resistant infrastructure @KevinCRiley  https://t.co/BpUsAV0fg5,kev were not we just talking about flood zones and resistant infrastructure,en
1.4e+18,,2021-06-03 11:29:30+00:00,,Twitter,none,Jamaica,,@michelleinbklyn @janecoaston @daveweigel @DavidAFrench The @tmbg album Flood (1990) had a song called Your Your Racist Friend...  https://t.co/k2Xf5u3hsE,the album flood 1990 had a song called your your racist friend.,en
