,Unnamed: 0,language,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,urls,photos,hashtags,link,retweet,quote_url,video,Cleaned Tweets,Cleaned Tweets Further,Location Name,category
10,10,en,1.39232e+18,1.39232e+18,2021-05-12 09:03:51 India Standard Time,12-05-2021,09:03:51,530,1.36718e+18,projectcadmusk,💎SUPERBOY@NEOGOTHAM CITY® 🦸🏻XTREME⚖️JUSTICE🔥🆘,,"#SUPERBOYPROJECT #ANTWONTRINH #GARGANTUAN FOAMS MOLDINGS VIA #PROJECTTSUNAMI &amp; #FLOODS  PREVENTIONS READY; #WINDMILL W/ SOLAR POWER/WATER MILL CHARGER, FLOAT EMPTY BARRIERS _ IN WATER, AND SAME H20/SAND @ INLANDS †  🌊  https://t.co/bSThvaYS2M 💦  🏝️  https://t.co/58wcXtwpFR 🏖️  https://t.co/kHU3ywFeKd","['https://m.youtube.com/results?sp=mAEA&search_query=japan+floods', 'https://m.youtube.com/results?sp=mAEA&search_query=indonesia+floods']","['https://pbs.twimg.com/media/E1KFjqvWEAA0wQI.jpg', 'https://pbs.twimg.com/media/E1KFkHoXsAE6wag.jpg', 'https://pbs.twimg.com/media/E1KFkZCWUAYH0Wz.jpg', 'https://pbs.twimg.com/media/E1KFkmGWEAAkrxk.jpg']","['superboyproject', 'antwontrinh', 'gargantuan', 'projecttsunami', 'floods', 'windmill']",https://twitter.com/PROJECTCADMUSK/status/1392322100736806913,False,,1,"superboyproject antwontrinh gargantuan foams moldings via projecttsunami &amp; floods preventions ready; windmill w/ solar power/water mill charger, float empty barriers _ in water, and same h20/sand @ inlands † 🌊 💦 🏝️ 🏖️",superboyproject antwontrinh gargantuan foams moldings via projecttsunami  amp  floods preventions ready  windmill w  solar power water mill charger  float empty barriers   in water  and same h20 sand   inlands            ,[],flood
11,11,en,1.39231e+18,1.39231e+18,2021-05-12 08:15:50 India Standard Time,12-05-2021,08:15:50,530,8.25853e+17,soniaakterspp,Sonia Akter,,Sharing my new open access article about floods' effect on men's and women's time-use in Pakistan. Findings show men help out more in household work after #floods leading to a decline in #gender #inequality in unpaid work. Data source: @IFPRI PRHPS.  https://t.co/wtgOR5xUtS  https://t.co/kSPZ7R41mr,['https://www.sciencedirect.com/science/article/pii/S2212420921002624'],"['https://pbs.twimg.com/media/E1J4PH0VUAA3PGr.jpg', 'https://pbs.twimg.com/media/E1J4Q17UUAU2UdD.jpg']","['floods', 'gender', 'inequality']",https://twitter.com/soniaakterspp/status/1392310015348723716,False,,1,sharing my new open access article about floods' effect on men's and women's time-use in pakistan. findings show men help out more in household work after floods leading to a decline in gender inequality in unpaid work. data source: prhps.,sharing my new open access article about floods  effect on men s and women s time use in pakistan  findings show men help out more in household work after floods leading to a decline in gender inequality in unpaid work  data source  prhps ,[],none
12,12,en,1.3923e+18,1.3923e+18,2021-05-12 07:44:04 India Standard Time,12-05-2021,07:44:04,530,1.33464e+18,unbelievableev1,Unbelievable Events,,Tajikistan sinks flash flood in several sectors  https://t.co/nnWZXPcKRT  #Tayikistán #floods #kulob #dushanbe #storm #flooding #Кулоб #Душанбе  https://t.co/HPSPgFf3kQ,['http://bit.ly/3vT0nQe'],[],"['tayikistán', 'floods', 'kulob', 'dushanbe', 'storm', 'flooding', 'кулоб', 'душанбе']",https://twitter.com/UnbelievableEv1/status/1392302022729273345,False,,1,tajikistan sinks flash flood in several sectors tayikistán floods kulob dushanbe storm flooding кулоб душанбе,tajikistan sinks flash flood in several sectors tayikist n floods kulob dushanbe storm flooding              ,[],flood
13,13,en,1.3923e+18,1.3923e+18,2021-05-12 07:43:45 India Standard Time,12-05-2021,07:43:45,530,1.33464e+18,unbelievableev1,Unbelievable Events,,Tajikistan sinks flash flood in several sectors  https://t.co/nnWZXPcKRT  #Tayikistán #floods #kulob #dushanbe #storm #flooding #Кулоб #Душанбе  https://t.co/sVZyowdxoN,['http://bit.ly/3vT0nQe'],[],"['tayikistán', 'floods', 'kulob', 'dushanbe', 'storm', 'flooding', 'кулоб', 'душанбе']",https://twitter.com/UnbelievableEv1/status/1392301944019070976,False,,1,tajikistan sinks flash flood in several sectors tayikistán floods kulob dushanbe storm flooding кулоб душанбе,tajikistan sinks flash flood in several sectors tayikist n floods kulob dushanbe storm flooding              ,[],flood
14,14,en,1.3923e+18,1.3923e+18,2021-05-12 07:31:23 India Standard Time,12-05-2021,07:31:23,530,3301926908.0,gridpointwx,GridPointWeather,,Winter storm #FLOODS New England neighborhoods  https://t.co/oN7VFXeA09,['http://gpwx.news/urgvx'],[],['floods'],https://twitter.com/gridpointwx/status/1392298828490059780,False,,0,winter storm floods new england neighborhoods,winter storm floods new england neighborhoods,[],flood
15,15,en,1.3923e+18,1.3923e+18,2021-05-12 07:31:02 India Standard Time,12-05-2021,07:31:02,530,3111226033.0,timmelino,Tim Melino,,Winter storm #FLOODS New England neighborhoods  https://t.co/JPoN9QUBJj #GPWX,['http://gpwx.news/urgvx'],[],"['floods', 'gpwx']",https://twitter.com/TimMelino/status/1392298743077261312,False,,0,winter storm floods new england neighborhoods gpwx,winter storm floods new england neighborhoods gpwx,[],flood
16,16,en,1.39225e+18,1.39225e+18,2021-05-12 04:30:38 India Standard Time,12-05-2021,04:30:38,530,2922289999.0,floodctrlasia,Flood Control Asia RS,,"There’s a lot to know about the difference between floods and flash floods. Though the endgame is always the same, knowing the difference between the two might be helpful. Read this week’s blog to know more. →  https://t.co/EWsElqtSJF  #Floods #FlashFloods #FloodSolutions",['http://bit.ly/RSnews76'],[],"['floods', 'flashfloods', 'floodsolutions']",https://twitter.com/FloodCtrlAsia/status/1392253343217631237,False,,0,"there is a lot to know about the difference between floods and flash floods. though the endgame is always the same, knowing the difference between the two might be helpful. read this week’s blog to know more. → floods flashfloods floodsolutions",there is a lot to know about the difference between floods and flash floods  though the endgame is always the same  knowing the difference between the two might be helpful  read this week s blog to know more    floods flashfloods floodsolutions,[],flood
17,17,en,1.39222e+18,1.39195e+18,2021-05-12 02:08:29 India Standard Time,12-05-2021,02:08:29,530,464490846.0,thenakedfarmers,Sophie Love 🎧🎤👩‍🌾,,"@farmercate2 @LucyThack @samheagney @LiberalAus And just as we have needed help with #drought, #bushfires, #floods (haven't got it but need it!) so too do you need help. And this is a problem which will only get worse without radical, cohesive, concerted help - a plan, systematic eradication",[],[],"['drought', 'bushfires', 'floods']",https://twitter.com/TheNakedFarmers/status/1392217569088532480,False,,0,"and just as we have needed help with drought, bushfires, floods (have not got it but need it!) so too do you need help. and this is a problem which will only get worse without radical, cohesive, concerted help - a plan, systematic eradication",and just as we have needed help with drought  bushfires  floods  have not got it but need it   so too do you need help  and this is a problem which will only get worse without radical  cohesive  concerted help   a plan  systematic eradication,[],flood_drought
18,18,en,1.39221e+18,1.39221e+18,2021-05-12 01:42:26 India Standard Time,12-05-2021,01:42:26,530,3236513083.0,insurelineinc,InsureLine Brokers,,"It’s Spring and with #Spring comes, you guessed it, rain! There are 3 types of #floods: river, #flashfloods and surface water, and storm surge.  Determine what type of insurance you have. Speak to your #insurancebroker about water damage insurance.  #flood #insurance #broker  https://t.co/3Wwy19j1o9",[],['https://pbs.twimg.com/media/E1IghM2XEAAm5JS.jpg'],"['spring', 'floods', 'flashfloods', 'insurancebroker', 'flood', 'insurance', 'broker']",https://twitter.com/InsureLineInc/status/1392211013974511625,False,,1,"it is spring and with spring comes, you guessed it, rain! there are 3 types of floods: river, flashfloods and surface water, and storm surge. determine what type of insurance you have. speak to your insurancebroker about water damage insurance. flood insurance broker",it is spring and with spring comes  you guessed it  rain  there are 3 types of floods  river  flashfloods and surface water  and storm surge  determine what type of insurance you have  speak to your insurancebroker about water damage insurance  flood insurance broker,[],flood
19,19,en,1.3922e+18,1.39186e+18,2021-05-12 00:53:54 India Standard Time,12-05-2021,00:53:54,530,2902297463.0,alimak_klay,Ali kalaay,,"@HShPrez2Ware @ItalyinSomalia @SwedeninSomalia @EU_in_Somalia @WorldBank Absolutely unacceptable amid #Floods affecting local residents, loosing all their assets and livelihoods. There has to be true sense of #accountability at federal level. Govt bureaucracy shldnt come to this level in denying funds to FMSs #SaveFloodprone areas.",[],[],"['floods', 'accountability', 'savefloodprone']",https://twitter.com/alimak_klay/status/1392198801549574147,False,,0,"absolutely unacceptable amid floods affecting local residents, loosing all their assets and livelihoods. there has to be true sense of accountability at federal level. govt bureaucracy shldnt come to this level in denying funds to fmss savefloodprone areas.",absolutely unacceptable amid floods affecting local residents  loosing all their assets and livelihoods  there has to be true sense of accountability at federal level  govt bureaucracy shldnt come to this level in denying funds to fmss savefloodprone areas ,[],flood
20,20,en,1.3922e+18,1.3922e+18,2021-05-12 00:53:04 India Standard Time,12-05-2021,00:53:04,530,4001068876.0,suburbangrow,SubUrban Grow,,"World’s biggest tea-growing areas will be among the worst hit by #extremeweather, and their yields are likely to be vastly reduced in the coming decades if #climatebreakdown continues at its current pace. #Floods, #droughts, #heatw… https://t.co/lCWuukDAbS  https://t.co/SUtupViBIu","['https://lnkd.in/ertjJQv', 'https://lnkd.in/ePkMh5W']",[],"['extremeweather', 'climatebreakdown', 'floods', 'droughts', 'heatw']",https://twitter.com/SubUrbanGrow/status/1392198589280137224,False,,0,"world’s biggest tea-growing areas will be among the worst hit by extremeweather, and their yields are likely to be vastly reduced in the coming decades if climatebreakdown continues at its current pace. floods, droughts, heatw…",world s biggest tea growing areas will be among the worst hit by extremeweather  and their yields are likely to be vastly reduced in the coming decades if climatebreakdown continues at its current pace  floods  droughts  heatw ,[],flood_drought
21,21,en,1.39219e+18,1.39219e+18,2021-05-12 00:15:38 India Standard Time,12-05-2021,00:15:38,530,116871537.0,eyeonthearctic,RCI-EyeOnTheArctic,,"“It’s not like me to be scared about not being home, but this is just scary and I’m not used to it. I’ve never been in a flood before.”  https://t.co/nh4jCzzOSa via @CBCNorth  #NWT #floods #environment",['https://bit.ly/2RcsLOv'],[],"['nwt', 'floods', 'environment']",https://twitter.com/eyeonthearctic/status/1392189171343712256,False,,0,"“it is not like me to be scared about not being home, but this is just scary and I am not used to it. I have never been in a flood before.” via nwt floods environment", it is not like me to be scared about not being home  but this is just scary and I am not used to it  I have never been in a flood before   via nwt floods environment,[],flood
22,22,en,1.39218e+18,1.39218e+18,2021-05-11 23:30:03 India Standard Time,11-05-2021,23:30:03,530,84330425.0,isrgrajan,Isrg Rajan,,A Survivalist’s Guide to Dealing with Floods  See:  https://t.co/qey7loGc0a  #isrgrajan #TuesdayMotivation #Floods #FloodsinIndia #Storms  https://t.co/qjm8DnXdKf,['https://bit.ly/3ahxKks'],['https://pbs.twimg.com/media/E1ICPTfXMAgXlSN.jpg'],"['isrgrajan', 'tuesdaymotivation', 'floods', 'floodsinindia', 'storms']",https://twitter.com/isrgrajan/status/1392177697623846918,False,,1,a survivalist’s guide to dealing with floods see: isrgrajan tuesdaymotivation floods floodsinindia storms,a survivalist s guide to dealing with floods see  isrgrajan tuesdaymotivation floods floodsinindia storms,[],flood
23,23,en,1.39217e+18,1.39217e+18,2021-05-11 22:48:15 India Standard Time,11-05-2021,22:48:15,530,522336307.0,allettmowers,Allett Mowers,,What a storm we’ve just had! #floods Some lightening for a bit of nitrogen!,[],[],['floods'],https://twitter.com/AllettMowers/status/1392167180163338245,False,,0,what a storm we have just had! floods some lightening for a bit of nitrogen!,what a storm we have just had  floods some lightening for a bit of nitrogen ,[],flood
24,24,en,1.39216e+18,1.39216e+18,2021-05-11 22:30:54 India Standard Time,11-05-2021,22:30:54,530,258847118.0,pnasnews,PNASNews,,"Opinion piece: What’s worse than a pandemic? A pandemic combined with #drought, natural disaster, violent conflict, and/or structural inequality. We need better ways to tackle these compound risks:  https://t.co/A43W48ds0v #COVID19 #Earthquake #Hurricane #Floods #ClimateChange  https://t.co/XUJXNbllat",['http://ow.ly/vPWp50EJkeR'],['https://pbs.twimg.com/media/E1H0s6YXEAIRP6h.jpg'],"['drought', 'covid19', 'earthquake', 'hurricane', 'floods', 'climatechange']",https://twitter.com/PNASNews/status/1392162813993439234,False,,1,"opinion piece: what is worse than a pandemic? a pandemic combined with drought, natural disaster, violent conflict, and/or structural inequality. we need better ways to tackle these compound risks: covid19 earthquake hurricane floods climatechange",opinion piece  what is worse than a pandemic  a pandemic combined with drought  natural disaster  violent conflict  and or structural inequality  we need better ways to tackle these compound risks  covid19 earthquake hurricane floods climatechange,[],flood_drought
25,25,en,1.39216e+18,1.39216e+18,2021-05-11 22:27:47 India Standard Time,11-05-2021,22:27:47,530,2746237386.0,lan_engineering,lan_engineering,,"Just in time for hurricane season! We are so grateful to be part of a project that is going to positively impact so many. Great work, team! #flood #floods #flooding #water",[],[],"['flood', 'floods', 'flooding', 'water']",https://twitter.com/LAN_Engineering/status/1392162030208143371,False,https://twitter.com/hcfcd/status/1390433100560220160,0,"just in time for hurricane season! we are so grateful to be part of a project that is going to positively impact so many. great work, team! flood floods flooding water",just in time for hurricane season  we are so grateful to be part of a project that is going to positively impact so many  great work  team  flood floods flooding water,[],flood
26,26,en,1.39215e+18,1.39215e+18,2021-05-11 21:44:41 India Standard Time,11-05-2021,21:44:41,530,4869516431.0,sadeem_wss,Sadeem Technology - تقنية سديم,,Listen to our cofounder @escanepa in the new episode of the podcast #PreviewOfTomorrow! He will be talking about #floods and #technology applied. Click on the link:  https://t.co/cSRSAx7nAj #smartcities #innovation,['http://LeadingCities.org/podcast'],[],"['previewoftomorrow', 'floods', 'technology', 'smartcities', 'innovation']",https://twitter.com/sadeem_wss/status/1392151182769020929,False,https://twitter.com/LeadingCities/status/1392128598157504512,0,listen to our cofounder in the new episode of the podcast previewoftomorrow! he will be talking about floods and technology applied. click on the link: smartcities innovation,listen to our cofounder in the new episode of the podcast previewoftomorrow  he will be talking about floods and technology applied  click on the link  smartcities innovation,[],flood
27,27,en,1.39215e+18,1.39215e+18,2021-05-11 21:32:09 India Standard Time,11-05-2021,21:32:09,530,486736569.0,esiwmasonry,ESI Waterproofing,,"Did you know, flood damage losses are annually over ONE billion dollars in America every year? Contact our professionals at ESI Waterproofing to ensure you have the best plan in place to prevent water damage.   #Water #Damage #Floods #Boston #Professionals  https://t.co/BsSEeaXatF",[],['https://pbs.twimg.com/media/E1HnQNqWQAMFxGX.jpg'],"['water', 'damage', 'floods', 'boston', 'professionals']",https://twitter.com/ESIwmasonry/status/1392148026752442370,False,,1,"did you know, flood damage losses are annually over one billion dollars in america every year? contact our professionals at esi waterproofing to ensure you have the best plan in place to prevent water damage. water damage floods boston professionals",did you know  flood damage losses are annually over one billion dollars in america every year  contact our professionals at esi waterproofing to ensure you have the best plan in place to prevent water damage  water damage floods boston professionals,[],flood
28,28,en,1.39214e+18,1.39214e+18,2021-05-11 21:11:13 India Standard Time,11-05-2021,21:11:13,530,1.37605e+18,rainbownewsuk,Rainbow News,," https://t.co/TIUcnjpoYN #Disaster: #Cloud #burst in #Devprayag #Tehri #Garhwal  on May 11, 2021.  #Floods and #Cloud #Burst #Disasters in #Uttrakhand #Hills",['https://rainbownews.co.in/many-shops-and-houses-including-iti-building-damaged-due-to-cloudburst-in-devprayag-see-full-view/'],[],"['disaster', 'cloud', 'burst', 'devprayag', 'tehri', 'garhwal', 'floods', 'cloud', 'burst', 'disasters', 'uttrakhand', 'hills']",https://twitter.com/RainbowNewsUK/status/1392142761697021952,False,,0,"disaster: cloud burst in devprayag tehri garhwal on may 11, 2021. floods and cloud burst disasters in uttrakhand hills",disaster  cloud burst in devprayag tehri garhwal on may 11  2021  floods and cloud burst disasters in uttrakhand hills,[],none
29,29,en,1.39214e+18,1.39214e+18,2021-05-11 21:06:07 India Standard Time,11-05-2021,21:06:07,530,1.37605e+18,rainbownewsuk,Rainbow News,,"#Disaster: #Cloud #burst in #Devprayag #Tehri #Garhwal  on May 11, 2021.  #Floods and #Cloud #Burst #Disasters in #Uttrakhand #Hills",[],[],"['disaster', 'cloud', 'burst', 'devprayag', 'tehri', 'garhwal', 'floods', 'cloud', 'burst', 'disasters', 'uttrakhand', 'hills']",https://twitter.com/RainbowNewsUK/status/1392141477254361090,False,https://twitter.com/RainbowNewsUK/status/1392135601076326404,0,"disaster: cloud burst in devprayag tehri garhwal on may 11, 2021. floods and cloud burst disasters in uttrakhand hills",disaster  cloud burst in devprayag tehri garhwal on may 11  2021  floods and cloud burst disasters in uttrakhand hills,[],none
30,30,en,1.39213e+18,1.39213e+18,2021-05-11 20:23:26 India Standard Time,11-05-2021,20:23:26,530,181491054.0,sirajnoorani,Journalist Siraj Noorani,,"Several shops and houses have been damaged because of a cloudburst at #Uttarakhand's Devprayag, around 120 kilometres from #Dehradun, news agency ANI has reported. . . #cloudburst #Uttarakhand #Devprayag #shops #houses #damaged #india #water #floods  https://t.co/IEAOPMVPpH",[],[],"['uttarakhand', 'dehradun', 'cloudburst', 'uttarakhand', 'devprayag', 'shops', 'houses', 'damaged', 'india', 'water', 'floods']",https://twitter.com/sirajnoorani/status/1392130737030062082,False,,1,"several shops and houses have been damaged because of a cloudburst at uttarakhand's devprayag, around 120 kilometres from dehradun, news agency ani has reported. . . cloudburst uttarakhand devprayag shops houses damaged india water floods",several shops and houses have been damaged because of a cloudburst at uttarakhand s devprayag  around 120 kilometres from dehradun  news agency ani has reported      cloudburst uttarakhand devprayag shops houses damaged india water floods,['india'],flood
31,31,en,1.39213e+18,1.39213e+18,2021-05-11 20:22:18 India Standard Time,11-05-2021,20:22:18,530,1.20504e+18,gaonconnectione,Gaon Connection English,,@cmouttarakhand @ndmaindia @NDRFHQ Many structures have suffered significant damage and debris continues to flow down through the slope.   #Uttarakhand  #Cloudburst #floods  https://t.co/48llJ2d3ZS,[],[],"['uttarakhand', 'cloudburst', 'floods']",https://twitter.com/GaonConnectionE/status/1392130450294935564,False,,1,many structures have suffered significant damage and debris continues to flow down through the slope. uttarakhand cloudburst floods,many structures have suffered significant damage and debris continues to flow down through the slope  uttarakhand cloudburst floods,[],flood
32,32,en,1.39213e+18,1.39213e+18,2021-05-11 20:11:04 India Standard Time,11-05-2021,20:11:04,530,1.20504e+18,gaonconnectione,Gaon Connection English,,"Cloudburst and flash #floods reported today evening at Badkot, Devprayag in Uttarkashi  in #Uttarakhand.    Detailed report soon.   Video: By arrangement  @cmouttarakhand @ndmaindia @NDRFHQ  https://t.co/aDtF14s2NU",[],[],"['floods', 'uttarakhand']",https://twitter.com/GaonConnectionE/status/1392127623241687041,False,,1,"cloudburst and flash floods reported today evening at badkot, devprayag in uttarkashi in uttarakhand. detailed report soon. video: by arrangement",cloudburst and flash floods reported today evening at badkot  devprayag in uttarkashi in uttarakhand  detailed report soon  video  by arrangement,[],flood
