latitude_dd,longitude_dd,verticalDatumName,siteDescription,stateName,countyName,waterbody,hwm_locationdescription,elev_ft,bank,hwm_notes,flag_date,vdatum_id,vcollect_method_id
41.73168718,-93.57286106,NAVD88,"Enterprise Road, Ankeny",IA,Polk County,Fourmile River,"Enterprise Road, Ankeny (1 of 2 DS)",890.7355,Right,Grease pencil mark on right d/s abutment marked corner of deck tape up to mark=4.59,7/3/2018 5:00,,
41.73168225,-93.57034104,NAVD88,"Enterprise Road, Ankeny",IA,Polk County,Fourmile River,"Enterprise Road, Ankeny (2 of 2 DS)",891.1731,Left,Nail in wooden post located 10' east of stop sign in ditch at Sam Rd. Junction,7/3/2018 5:00,,
41.70344723,-93.55670359,NAVD88,"Southeast Oralabor Road, Ankeny",IA,Polk County,Fourmile River,"Southeast Oralabor Road, Ankeny (1 of 4 US)",872.7869999999999,Right,Base of stake flagged and marked located behind shed and 3' u/s,7/3/2018 5:00,,
41.70336884,-93.55669951,NAVD88,"Southeast Oralabor Road, Ankeny",IA,Polk County,Fourmile River,"Southeast Oralabor Road, Ankeny (2 of 4 US)",872.888,Right,Grease pencil line in and outside of shed door opening on streamward side of shed,7/3/2021 5:00,,
41.70302568,-93.55487185,NAVD88,"Southeast Oralabor Road, Ankeny",IA,Polk County,Fourmile River,"Southeast Oralabor Road, Ankeny (3 of 4 US)",873.507,Left,Nail in tree located 180' east and 40' u/s of road and 10' u/s of fence line,7/3/2018 5:00,,
41.70302279,-93.55493973,NAVD88,"Southeast Oralabor Road, Ankeny",IA,Polk County,Fourmile River,"Southeast Oralabor Road, Ankeny",873.211,,Nail in tree located 170' east of bridge and 40' u/s of road,7/3/2018 5:00,,
41.70278352,-93.55556729999999,NAVD88,"Southeast Oralabor Road, Ankeny",IA,Polk County,Fourmile River,"Southeast Oralabor Road, Ankeny (1 of 4 DS)",870.885,Left,Base of stake flagged and marked with sharpie located 10' d/s of bridge and 8' streamward of end of bridge,7/3/2018 5:00,,
41.70275747,-93.55613671,NAVD88,"Southeast Oralabor Road, Ankeny",IA,Polk County,Fourmile River,"Southeast Oralabor Road, Ankeny (2 of 4 DS)",871.385,Right,Base of stake flagged and marked located 10' d/s of bridge and 10' streamward of end of bridge,7/3/2018 5:00,,
41.70270959,-93.55555845,NAVD88,"Southeast Oralabor Road, Ankeny",IA,Polk County,Fourmile River,"Southeast Oralabor Road, Ankeny (3 of 4 DS)",870.08,Left,Base of stake located 25' d/s of bridge and 8' streamward of end of bridge,7/3/2018 5:00,,
41.70270291,-93.55615745,NAVD88,"Southeast Oralabor Road, Ankeny",IA,Polk County,Fourmile River,"Southeast Oralabor Road, Ankeny (4 of 4 DS)",870.445,Right,Base of stake flagged and marked located 28' d/s of end of wingwall in ditch,7/3/2018 5:00,,
41.657206,-93.546213,NAVD88,"Interstate 80, Des Moines",IA,Polk County,Fourmile River,"Interstate 80, Des Moines (1 of 4 US)",837.961,Right,,7/3/2018 5:00,,
41.657140000000005,-93.546243,NAVD88,"Interstate 80, Des Moines",IA,Polk County,Fourmile River,"Interstate 80, Des Moines (2 of 4 US)",838.0310000000001,Right,Nail in tree located 180' u/s of bridge 10' streamward of bike trail,7/3/2018 5:00,,
41.657103,-93.544948,NAVD88,"Interstate 80, Des Moines",IA,Polk County,Fourmile River,"Interstate 80, Des Moines (3 of 4 US)",838.6419999999999,Left,Nail in tree located 90' u/s of I 80 shoulder and 175' east of bridge across ditch over fence,7/3/2018 5:00,,
41.6569,-93.544799,NAVD88,"Interstate 80, Des Moines",IA,Polk County,Fourmile River,"Interstate 80, Des Moines (4 of 4 US)",837.455,Left,Base of stake located 200' east of bridge or 15' east of end of guardrail 10' u/s in ditch,7/3/2018 5:00,,
41.656328,-93.545596,NAVD88,"Interstate 80, Des Moines",IA,Polk County,Fourmile River,"Interstate 80, Desmoines (1 of 4 DS)",836.3760000000001,Left,Base of stake flagged and marked located 8' d/s of bridge and 10' above rip rap 6' below wooden post,7/3/2018 5:00,,
41.656287,-93.545585,NAVD88,"Interstate 80, Des Moines",IA,Polk County,Fourmile River,"Interstate 80, Des Moines (2 of 4 DS)",835.29,Left,Base of stake located 20' d/s of bridge 9' d/s of wooden post,7/3/2018 5:00,,
41.656224,-93.54630999999999,NAVD88,"Interstate 80, Des Moines",IA,Polk County,Fourmile River,"Interstate 80, Des Moines (3 of 4 DS)",836.398,Right,Base of stake flagged and marked with sharpie located 3' d/s of bridge end,7/3/2018 5:00,,
41.656176,-93.5463,NAVD88,"Interstate 80, Des Moines",IA,Polk County,Fourmile River,"Interstate 80, Des Moines (4 of 4 DS)",835.6260000000001,Right,Base of stake flagged and marked with sharpie located 28' d/s of righ end of wing wall in ditch,7/3/2018 5:00,,
41.644257,-93.543887,NAVD88,"East Broadway Ave, Des Moines",IA,Polk County,Fourmile River,"East Broadway Ave, Des Moines (1 of 3 US)",833.232,Left,Nail in utility pole located 230' east of bridge and 48' u/s Rd #0 and B691 on pole,7/3/2018 5:00,,
41.644197,-93.546677,NAVD88,"East Broadway Ave, Des Moines",IA,Polk County,Fourmile River,"East Broadway Ave, Des Moines (2 of 3 US)",833.1030000000001,Right,Nail in utility pole 300' west of bridge and 35' u/s of road 2nd pole west of bridge,7/3/2018 5:00,,
41.644157,-93.546472,NAVD88,"East Broadway Ave, Des Moines",IA,Polk County,Fourmile River,"East Broadway Ave, Des Moines (3 of 3 US)",832.441,Right,Base of stake located 230' west of bridge and 23' u/s of road,7/3/2018 5:00,,
41.643966,-93.544785,NAVD88,"East Broadway Ave, Des Moines",IA,Polk County,Fourmile River,"East Broadway Ave, Des Moines (1 of 4 DS)",829.716,Left,Base of stake located 10' d/s of bride and 15' streamward from end of bridge,7/3/2018 5:00,,
41.643921,-93.54556099999999,NAVD88,"East Broadway Ave, Des Moines",IA,Polk County,Fourmile River,"East Broadway Ave, Des Moines (2 of 4 DS)",831.19,Right,Base of stake located 25' d/s of bridge and 12' streamward from end of bridge,7/3/2018 5:00,,
41.643910999999996,-93.544765,NAVD88,"East Broadway Ave, Des Moines",IA,Polk County,Fourmile River,"East Broadway Ave, Des Moines (3 of 4 DS)",830.041,Left,Base of stake located 35' d/s of end of bridge and 10' streamward of bridge,7/3/2018 5:00,,
41.643892,-93.545608,NAVD88,"East Broadway Ave, Des Moines",IA,Polk County,Fourmile River,"East Broadway Ave, Des Moines (4 of 4 DS)",832.648,Right,Base of stake located 35' d/s of end of bridge and 15' west of bricks,7/3/2018 5:00,,
41.628732,-93.550595,NAVD88,"U.S. Highway 6, Des Moines",IA,Polk County,Fourmile River,"U.S. Highway 6, Des Moines (1 of 3 US)",823.712,Right,"Nail in tree located 65' west of building on parking lot divider, flagged tree 390' NW of end of bridge",7/3/2018 5:00,,
41.627977,-93.54765,NAVD88,"U.S. Highway 6, Des Moines",IA,Polk County,Fourmile River,"U.S. Highway 6, Des Moines (2 of 3 US)",822.956,Right,Nail in tree located 12' u/s of road 300' east of bridge just in from man hold cover on edge of road,7/3/2018 5:00,,
41.627957,-93.547731,NAVD88,"U.S. Highway 6, Des Moines",IA,Polk County,Fourmile River,"U.S. Highway 6, Des Moines (3 of 3 US)",821.908,Left,Nail in tree located 15' streamward from other mark,7/3/2018 5:00,,
41.627594,-93.548822,NAVD88,"U.S. Highway 6, Des Moines",IA,Polk County,Fourmile River,"U.S. Highway 6, Des Moines (2 of 4 DS)",820.265,,Base of stake located 20' d/s of very end of bridge in ditch,7/3/2018 5:00,,
41.627575,-93.549737,NAVD88,"U.S. Highway 6, Des Moines",IA,Polk County,Fourmile River,"U.S. Highway 6, Des Moines (3 of 3 DS)",820.337,Right,Base of stake located 23' d/s of right end of bridge in ditch,7/3/2018 5:00,,
41.614765000000006,-93.544022,NAVD88,"USGS streamgage 05485640, Easton Blvd, Des Moines",IA,Polk County,Fourmile River,"USGS streamgage 05485640, Easton Blvd, Des Moines",814.163,Left,"Nail in utility pole located 110' north on E 37th St. Above electrical box, both are 290' east of bridge",7/3/2018 5:00,,
41.614426,-93.544101,NAVD88,"USGS streamgage 05485640, Easton Blvd, Des Moines",IA,Polk County,Fourmile River,"USGS streamgage 05485640, Easton Blvd, Des Moines (2 of 3 US)",815.212,Left,Nail in utility pole located at Junction of E 37th St and Easton Blvd,7/3/2018 5:00,,
41.614185,-93.54632600000001,NAVD88,"USGS streamgage 05485640, Easton Blvd, Des Moines",IA,Polk County,Fourmile River,"USGS streamgage 05485640, Easton Blvd, Des Moines (3 of 3 US)",813.985,Right,Nail and disk in tree located 200' NW of end of bridge west of and even with loop of bike path,7/3/2018 5:00,,
41.614096,-93.54630999999999,NAVD88,"USGS streamgage 05485640, Easton Blvd, Des Moines",IA,Polk County,Fourmile River,"USGS streamgage 05485640, Easton Blvd, Des Moines",815.7810000000001,Right,Nail in tree locatd 190' NW of end of bridge and 25' back SW of other mark,7/3/2018 5:00,,
41.613966999999995,-93.54480699999999,NAVD88,"USGS streamgage 05485640, Easton Blvd, Des Moines",IA,Polk County,Fourmile River,"USGS streamgage 05485640, Easton Blvd, Des Moines (4 of 4 US)",811.26,Left,Base of stake located 20' d/s of sidewalk and 6' east of very end of bridge,7/3/2018 5:00,,
41.613949,-93.54495,NAVD88,"USGS streamgage 05485640, Easton Blvd, Des Moines",IA,Polk County,Fourmile River,"USGS streamgage 05485640, Easton Blvd, Des Moines (2 of 4 DS)",812.6519999999999,Left,Base of stake located 10' d/s of left end of bridge above rip rap,7/3/2018 5:00,,
41.613633,-93.54568,NAVD88,"USGS streamgage 05485640, Easton Blvd, Des Moines",IA,Polk County,Fourmile River,"USGS streamgage 05485640, Easton Blvd, Des Moines",813.323,Right,Grease pencil mark on metal post located 3' d/s of bike path gate,7/3/2018 5:00,,
41.613580999999996,-93.545895,NAVD88,"USGS streamgage 05485640, Easton Blvd, Des Moines",IA,Polk County,Fourmile River,"USGS streamgage 05485640, Easton Blvd, Des Moines (4 of 4 DS)",813.073,Right,"Nail in sign Marilyn Kay Smith Landward leg post, 100' SW of bridge",7/3/2018 5:00,,
41.601378000000004,-93.53048100000001,NAVD88,"State Highway 163, Pleasant Hill",IA,Polk County,Fourmile River,"State Highway 163, Pleasant Hill (1 of 4 US)",804.732,Right,Nail in tree located 250' u/s of bridge on streamward edge of field,7/3/2018 5:00,,
41.601248999999996,-93.530397,NAVD88,"State Highway 163, Pleasant Hill",IA,Polk County,Fourmile River,"State Highway 163, Pleasant Hill (2 of 4 US)",806.24,Right,"Nail in tree located 200' u/s of end of bridge streamward side of open field, posted no trespass sign on it",7/3/2018 5:00,,
41.600974,-93.52796,NAVD88,"State Highway 163, Pleasant Hill",IA,Polk County,Fourmile River,"State Highway 163, Pleasant Hill (3 of 4 US)",804.5219999999999,Left,Base of stake 380' NE of bridge in landscaping Pleasant Hill sign area,7/3/2018 5:00,,
41.600819,-93.528154,NAVD88,"State Highway 163, Pleasant Hill",IA,Polk County,Fourmile River,"State Highway 163, Pleasant Hill (4 of 4 US)",804.9730000000001,Left,Nail in utility pole located 310' east of bridge and 30' u/s of shoulder road,7/3/2018 5:00,,
41.60054,-93.530239,NAVD88,"State Highway 163, Pleasant Hill",IA,Polk County,Fourmile River,"State Highway 163, Pleasant Hill (1 of 4 DS)",802.883,Right,Base of stake located directly below d/s bridge 45' streamward from end of bridge,7/3/2018 5:00,,
41.600516999999996,-93.529331,NAVD88,"State Highway 163, Pleasant Hill",IA,Polk County,Fourmile River,"State Highway 163, Pleasant Hill (2 of 4 DS)",801.825,Left,Base of stake located 10' d/s of bridge and 20' streamward of end of bridge,7/3/2018 5:00,,
41.600479,-93.529274,NAVD88,"State Highway 163, Pleasant Hill",IA,Polk County,Fourmile River,"State Highway 163, Pleasant Hill (3 of 4 DS)",802.1605,Left,Base of stake located 25' d/s of bridge and 15' streamward of end of bridge,7/3/2018 5:00,,
41.600464,-93.530236,NAVD88,"State Highway 163, Pleasant Hill",IA,Polk County,Fourmile River,"State Highway 163, Pleasant Hill (4 of 4 DS)",801.6460000000001,Right,Base of stake located 25' d/s of other stake,7/3/2018 5:00,,
43.186578999999995,-95.868261,NAVD88,"U.S. Highway 18, Sheldon",IA,Sioux County,Floyd River,"U.S. Highway 18 (320th Street), Sheldon (1 of 3 US)

Marker: Ribbon",1381.0629999999999,,Tied ribbon on Ash tree on Left U/S bank Approx. 200' U/S of bridge.,6/26/2018 5:00,,
43.186443,-95.869529,NAVD88,"U.S. Highway 18, Sheldon",IA,Sioux County,Floyd River,"U.S. Highway 18 (320th Street), Sheldon (2 of 3 US)",1381.192,,Tied ribbon on trunk of Burr Oak 300' Right of bridge and 100' U/S.,6/26/2018 5:00,,
43.186085999999996,-95.869501,NAVD88,"U.S. Highway 18, Sheldon",IA,Sioux County,Floyd River,"U.S. Highway 18 (320th Street), Sheldon (3 of 3 US)

Marker: Ribbon",1381.809,Right,Tied ribbon on trunk of Burr Oak 300' Right of bridge,6/26/2018 5:00,,
43.185522999999996,-95.86842,NAVD88,"U.S. Highway 18, Sheldon",IA,Sioux County,Floyd River,"U.S. Highway 18 (320th Street), Sheldon (1 of 1 DS)",1380.898,Right,Nail in Boxelder tree on Left D/S bank approx. 75' D/s of bridge.,6/26/2018 5:00,,
43.171496000000005,-95.87688,NAVD88,"330th Street, Sheldon",IA,Sioux County,Floyd River,"330th Street, Sheldon (1 of 1 US)",1373.3020000000001,Right,Nail in Power Pole on Right U/S bank 200' from bridge abutment.,6/26/2018 5:00,,
43.171316999999995,-95.875187,NAVD88,"330th Street, Sheldon",IA,Sioux County,Floyd River,"330th Street, Sheldon (1 of 3 DS)",1370.5620000000001,Left,"Left D/S abutment, Yellow grease crayon under bridge.",6/26/2018 5:00,,
43.171306,-95.875817,NAVD88,"330th Street, Sheldon",IA,Sioux County,Floyd River,"330th Street, Sheldon (2 of 3 DS)",1370.797,Right,"Right D/S abutment, yellow grease crayon under bridge",6/26/2018 5:00,,
43.171169,-95.87559399999999,NAVD88,"330th Street, Sheldon",IA,Sioux County,Floyd River,"330th Street, Sheldon (3 of 3 DS) 

Marker not recorded.",1371.494,Right,"Gas pipe line, orange cap lip on Right bank D/S 20'",6/26/2018 5:00,,
43.141830999999996,-95.886705,NAVD88,"350th Street, south of Sheldon",IA,Sioux County,Floyd River,"350th Street, south of Sheldon (1 of 3 US)",1359.0320000000002,Left,Pink flags left u/s road ditch 175 ft landward of left end of bridge. G.,6/26/2018 5:00,,
43.141830999999996,-95.886826,NAVD88,"350th Street, south of Sheldon",IA,Sioux County,Floyd River,"350th Street, south of Sheldon (2 of 3 US)

Marker: Flagging",1358.829,Left,Flag in u/s left road ditch 150 ft landward of left end of bridge. G.,6/26/2018 5:00,,
43.141829,-95.88659200000001,NAVD88,"350th Street, south of Sheldon",IA,Sioux County,Floyd River,"350th Street, south of Sheldon (3 of 3 US)
Marker: Flagging",1358.81,Left,Pink flags in left u/s road ditch 200 ft landward of left end of bridge. G.,6/26/2018 5:00,,
43.141719,-95.88748299999999,NAVD88,"350th Street, south of Sheldon",IA,Sioux County,Floyd River,"350th Street, south of Sheldon (1 of 2 DS)

Marker: Flagging",1356.876,Left,Pink flags 4ft d/s of 3rd guardrail post from left end of bridge. P.,6/26/2018 5:00,,
43.14168,-95.88744100000001,NAVD88,"350th Street, south of Sheldon",IA,Sioux County,Floyd River,"350th Street, south of Sheldon (2 of 2 DS)",1358.07,Left,Nail in u/s side of tree 15 ft d/s of left end of the bridge. P.,6/26/2018 5:00,,
43.127826,-95.891087,NAVD88,"360th Street, south of Sheldon",IA,Sioux County,Floyd River,"360th Street, south of Sheldon (1 of 2 US)",1354.38,Right,Nail in Boxelder on the Right U/S bank approx. 100' U/S.,6/26/2018 5:00,,
43.127659,-95.890691,NAVD88,"360th Street, south of Sheldon",IA,Sioux County,Floyd River,"360th Street, south of Sheldon (2 of 2 US)",1354.381,Left,Nail in Ash tree on Left U/S bank approx. 75' U/S on Abutment.,6/26/2018 5:00,,
43.127201,-95.890941,NAVD88,"360th Street, south of Sheldon",IA,Sioux County,Floyd River,Marker: Flagging,1351.964,Left,Flag under bridge on Left D/S bank.,6/26/2018 5:00,,
43.098440999999994,-95.90105799999999,NAVD88,"380th Street, north of Hospers",IA,Sioux County,Floyd River,"380th Street (20th St NE), north of Hospers (1 of 3 US)",1340.568,Left,Wood stake in u/s left road ditch 250ft streamward of Log Ave. F.,6/26/2018 5:00,,
43.098440999999994,-95.901483,NAVD88,"380th Street, north of Hospers",IA,Sioux County,Floyd River,"380th Street (20th St NE), north of Hospers (2 of 3 US)",1340.619,Left,Wood stake 25ft streamward of #2. F.,6/26/2018 5:00,,
43.098437,-95.901256,NAVD88,"380th Street, north of Hospers",IA,Sioux County,Floyd River,FR_HWM_23_LB_US (3 of 3 US),1340.77,Left,Wood stake 25ft streamward of #1. F.,6/26/2018 5:00,,
43.098358000000005,-95.907615,NAVD88,"380th Street, north of Hospers",IA,Sioux County,Floyd River,"380th Street (20th St NE), north of Hospers (1 of 2 DS)",1340.894,Right,Sharpie Line on right d/s corrugated steel wingwall underneath one of the ridges. G.,6/26/2018 5:00,,
43.098346,-95.907025,NAVD88,"380th Street, north of Hospers",IA,Sioux County,Floyd River,"380th Street (20th St NE), north of Hospers (2 of 2 DS)",1340.142,Left,Wood stake 15ft landward of left d/s end of the bridge on road embankment. P.,6/26/2018 5:00,,
43.06948,-95.91363,NAVD88,"400th Street, Hospers",IA,Sioux County,Floyd River,"400th Street (County Road B40), Hospers (1 of 1 US)",1329.5720000000001,Left,Nail in Ash tree on Left U/S bank approx. 350' U/S,6/26/2018 5:00,,
43.06902,-95.915088,NAVD88,"400th Street, Hospers",IA,Sioux County,Floyd River,"400th Street (County Road B40), Hospers (1 of 3 DS)",1331.464,Right,Yellow grease crayon on Right D/S abutment under the bridge.,6/26/2018 5:00,,
43.069071,-95.914823,NAVD88,"400th Street, Hospers",IA,Sioux County,Floyd River,"400th Street (County Road B40), Hospers (2 of 3 DS)",1330.985,Left,Yellow grease crayon on Left D/S abutment under the bridge,6/26/2018 5:00,,
43.068969,-95.914664,NAVD88,"400th Street, Hospers",IA,Sioux County,Floyd River,"400th Street (County Road B40), Hospers",1330.348,Left,Nail in Ash tree on Left D/S bank 20' D/S.,6/26/2018 5:00,,
43.054827,-95.933276,NAVD88,"410th Street, south of Hospers",IA,Sioux County,Floyd River,"410th Street, south of Hospers (1 of 3 US)",1324.805,Left,Wood stake left u/s road ditch 20ft landward of 2nd power pole from the left end of the bridge. F.,6/26/2018 5:00,,
43.054823,-95.933421,NAVD88,"410th Street, south of Hospers",IA,Sioux County,Floyd River,"410th Street, south of Hospers (2 of 3 US)",1324.47,Left,Wood stake left u/s road ditch 6ft streamward of 2nd power pole from left end of bridge. G.,6/26/2018 5:00,,
43.054821999999994,-95.93318599999999,NAVD88,"410th Street, south of Hospers",IA,Sioux County,Floyd River,"410th Street, south of Hospers (3 of 3 US)",1324.8229999999999,,Wood stake left u/s road ditch 20 ft landward of #1. P,6/26/2018 5:00,,
43.054715,-95.935008,NAVD88,"410th Street, south of Hospers",IA,Sioux County,Floyd River,"410th Street, south of Hospers (1 of 3 DS)",1324.8270000000002,,Sharpie line in middle of right abutment under the bridge. F.,6/26/2018 5:00,,
43.054705,-95.93433900000001,NAVD88,"410th Street, south of Hospers",IA,Sioux County,Floyd River,"410th Street, south of Hospers (2 of 3 DS)",1324.358,Left,Sharpie line in middle of left abutment under the bridge. G.,6/26/2018 5:00,,
