event_id,dataset_source,event,date,country,name_adm1,name_adm2,name_adm3,locality
b'PMmYjFjQE57zKoxngJwP',desinventar,FLOOD,2017-10-21,Barbados,Saint James,,,Crystal Heights
b'buqyEftPTSPC8i3rLBAm',desinventar,DROUGHT,2016-01-08,Cambodia,Kampong Cham,Srei Santhor,Baray,
b'ubQT_Z9daXRUkYMuo1c6',desinventar,DROUGHT,2016-06-06,Cambodia,Stung Treng,Thala Barivat,Anlong Phe,
b'eMPzent3oaQggJyiC1uy',desinventar,DROUGHT,2016-06-07,Cambodia,Kampot,Krong Kampot,Kampong Kandal,"5 Districts, Krong Kampot, Tuck Chhou, K Trach, Sruo Chou .."
b'Mueqh2Fzg8-Vleech2jU',desinventar,DROUGHT,2016-06-08,Cambodia,Kampot,Tuek Chhou,Boeng Tuk,6 Districts
b'mljRZrnxKM3CBCakhyZ4',desinventar,DROUGHT,2016-06-09,Cambodia,Battambang,Thma Koul,,
b'QLUqkTNJbFpcnpWbzvkJ',desinventar,DROUGHT,2016-10-15,Cambodia,Takeo,Dang Tong,Totung,
b'ZAud_JqBjbZuTcgA3BlP',desinventar,DROUGHT,2017-05-04,Cambodia,Kandal,Lvea Aem,Sarikakaev,
b'204V0nLECsoqyvD3kh98',desinventar,DROUGHT,2018-07-15,Cambodia,Prey Veng,Ba Phnum,,
b'4wUWrycH107r7E-0XtQX',desinventar,DROUGHT,2018-08-01,Cambodia,Battambang,Kamrieng,Svay Chek,
b'o_Scfb9mE6BeOo2sJHCP',desinventar,DROUGHT,2019-09-03,Cambodia,Siem Reap,Kralanh,,
b'Uq6_nHYSEEfCa3o_HgzG',desinventar,FLOOD,2016-10-15,Cambodia,Kampong Cham,Tboung Khmum,,
b'92knbWFJUz3Tb3xwG1YE',desinventar,FLOOD,2017-08-31,Cambodia,កំពង់ចាម,,,6 Distict
b'kSO-To_2dslVx8N3YWd7',desinventar,FLOOD,2017-08-31,Cambodia,Kratie,Tboung Khmum,,6 Distict
b'loe2qMb-a3HCbPM40Onm',desinventar,FLOOD,2018-08-29,Cambodia,Kampong Chhnang,Kampong Leaeng,Samraong Saen,ភូមិសំរោងសែន ប៉ប្រក
b'CN9BPr72TZJU56modD8e',desinventar,FLOOD,2018-08-29,Cambodia,Kampong Chhnang,Kampong Leaeng,Pralay Meas,ភូមិកោះឫស្សី
b'jVvN-kGzDxZ7MQgZfPGL',desinventar,FLOOD,2018-08-29,Cambodia,Kampong Chhnang,Rolea B'ier,Kouk Banteay,ភូមិកន្លែងភេ
b'yig3bi5LOdqpjAKjWb6_',desinventar,FLOOD,2018-08-29,Cambodia,Kampong Chhnang,Rolea B'ier,Tuek Hout,ភូមិព្រែកសាលា
b'Y1a7dlKxMxLPrSrpbmcu',desinventar,FLOOD,2018-08-29,Cambodia,Kampong Chhnang,Kampong Leaeng,Phlov Tuk,ភូមិពាមខ្នង ថ្នល់ឈើទាល ស្លត
b'09K2HZlgxgvx0yXGJ88W',desinventar,FLOOD,2019-06-01,Cambodia,Kandal,Lvea Aem,,
b'LlJG64KZb_PvtURV_wEh',desinventar,FLOOD,2019-09-01,Cambodia,Battambang,Aek Phnum,,
b'cEk7XKRu_004bJnQbmPH',desinventar,DROUGHT,2016-01-21,Colombia,Bolívar,Arboleda,,
b'UNyVHfqJXJwtKpF6s1YA',desinventar,DROUGHT,2016-01-25,Colombia,Huila,Macaravita,,
b'rWbc1C2k8ClSTIUpaR1J',desinventar,DROUGHT,2016-01-27,Colombia,Sucre,,,
b'CAxEvOdFemWq5PEdZwvl',desinventar,DROUGHT,2016-01-28,Colombia,Boyacá,Saboyá,,
b'DftgUDyrsj5aC3qY91Mf',desinventar,DROUGHT,2016-01-28,Colombia,Boyacá,Caldas,,
b'Y9Z2fzFPvc-J075qLUEx',desinventar,DROUGHT,2016-02-05,Colombia,Caldas,,,
b'ACl-tEhrs362yYmJKJhF',desinventar,DROUGHT,2016-02-16,Colombia,Atlántico,Santa Marta,,
b'QnkvpJOlPvOUAjGu-cFQ',desinventar,DROUGHT,2016-02-17,Colombia,Santander,San Gil,,CUCHARO; GUARIGUA ALTO Y BAJO; LA FLORA; MONTECITOS ALTO Y B
b'wCZGJ2oymE9ZGojq1bRx',desinventar,DROUGHT,2016-02-23,Colombia,Guaviare,,,
b'z3eEgkbVE_oBLtCLzNpv',desinventar,DROUGHT,2016-02-28,Colombia,Córdoba,San Bernardo del Viento,,
b'_Jpy5TsgIkt7J1z22OqX',desinventar,FLOOD,2016-01-02,Colombia,Nariño,San Andrés de Tumaco,,CORREGIMIENTO DE LA ESPRIELLA Y LAS VEREDAS VUELTA DE VILLAR
b'T3JQd_SfTbNZ9H9zXFHn',desinventar,FLOOD,2016-01-05,Colombia,Cundinamarca,San Francisco,,
b'VtHs86vWYVyqE0oa3QqK',desinventar,FLOOD,2016-01-25,Colombia,Nariño,Roberto Payán,,VEREDA LA CONQUISTA; EL PEÑÓN; SANDE; WILDE WUACUCO; EL NEGR
b'b0kJCRptKVteH4m7kg6z',desinventar,FLOOD,2016-01-30,Colombia,Nariño,Belén,,BARRIO LOS PINOS DEL NORTE;
b'cDdyTN6Adqy4XuH2w9aQ',desinventar,FLOOD,2016-02-20,Colombia,Quindio,Montenegro,,
b'6MnkEcvPbLQ1609gRZxS',desinventar,FLOOD,2016-02-24,Colombia,Cundinamarca,Soacha,,
b'QlCHA0a8VTn1Pq74OIG1',desinventar,FLOOD,2016-03-09,Colombia,Santander,Bucaramanga,,
b'LeAz47S4g3i24hHelv3U',desinventar,FLOOD,2016-03-10,Colombia,Boyacá,Paipa,,
b'e69PDvJ5TQAnt8JdPwwh',desinventar,FLOOD,2016-03-12,Colombia,Cundinamarca,Tocancipá,,
b'74KOYi54dYiERmLnAfre',desinventar,FLOOD,2016-03-27,Colombia,Cundinamarca,Tabio,,
b'BJTxA48eTBeTMaivnOv2',desinventar,DROUGHT,2019-03-01,Costa Rica,LIMON,POCOCI,RITA,"Ticabán, La Rita Centro"
b'kMIu40zI22yBlLgkxzAR',desinventar,FLOOD,2016-02-13,Costa Rica,LIMON,TALAMANCA,SIXAOLA,Daytino
b'tlGKdRjWl5KueNVVwUf7',desinventar,FLOOD,2016-04-20,Costa Rica,SAN JOSE,SANTA ANA,PIEDADES,Sector de Piedades
b'RETm-x1qsugSdyn7B5l8',desinventar,FLOOD,2016-04-27,Costa Rica,ALAJUELA,ZARCERO,ZARCERO,
b'jOHzpV_ldsBpQQBI6voc',desinventar,FLOOD,2016-05-03,Costa Rica,SAN JOSE,SAN JOSE,PAVAS,Residencial  del  Oeste.
b'bLfKLs7OiQf1nOXyblpD',desinventar,FLOOD,2016-05-03,Costa Rica,PUNTARENAS,OSA,PALMAR,Palmar Norte
b'2qicfzchlw2Ph4JDy1uZ',desinventar,FLOOD,2016-05-07,Costa Rica,PUNTARENAS,GARABITO,JACO,"Las Parcelas, Herradura"
b'GcfXRQPbscythY2RyB0B',desinventar,FLOOD,2016-06-01,Costa Rica,SAN JOSE,SAN JOSE,URUCA,Barrio Corazón de Jesús.
b'g_SbgEDC7nQdvfqueRiW',desinventar,FLOOD,2016-06-05,Costa Rica,SAN JOSE,SAN JOSE,SAN SEBASTIAN,Paso Ancho puente límite entre Santa Rosa y Loma Linda de De
b'_r3mbTJNISv61_unMXla',desinventar,FLOOD,2016-06-10,Costa Rica,SAN JOSE,SAN JOSE,HATILLO,"Barrio Aserrines, Margen derecha del Río María Aguilar, Hati"
b'Hv7M7GHdBQBco2cfFA4x',desinventar,FLOOD,2016-06-10,Costa Rica,SAN JOSE,CURRIDABAT,GRANADILLA,Barrio Las Luisas
b'sTnLtOC-AkZaKnmMV-Kc',desinventar,FLOOD,2016-01-01,Ecuador,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ABRAHAM CALAZACÓN,Via a Chone Km 29 Recinto Las Delicias
b'cB5aYDGf9zv9-_dvpNTU',desinventar,FLOOD,2016-01-02,Ecuador,GALAPAGOS,SANTA CRUZ,BELLAVISTA,Ciudadela Garden
b'5g4d-lkZTrSzJJO2NiSr',desinventar,FLOOD,2016-01-04,Ecuador,PICHINCHA,PUERTO QUITO,PUERTO QUITO,Rio Zabalo y Moja Rita
b'tZkfBaBFAv-dbEl7JhBH',desinventar,FLOOD,2016-01-04,Ecuador,GALAPAGOS,SAN CRISTOBAL,EL PROGRESO,Via El Progreso - Cerro Verde
b'pRwxwmXkl9Ge_4LzSdg9',desinventar,FLOOD,2016-01-04,Ecuador,GALAPAGOS,SANTA CRUZ,SANTA ROSA,Sitio de control del Parque Nacional Galapagos
b'3XTip2ZNASq9sbs0F5pA',desinventar,FLOOD,2016-01-04,Ecuador,GALAPAGOS,SANTA CRUZ,BELLAVISTA,Via Baltra
b'gNKOQXlWuplqQjcbQKaj',desinventar,FLOOD,2016-01-04,Ecuador,EL ORO,SANTA ROSA,BELLAMARIA,Biron
b'yK5pr-YmWoA9SsfZWS_z',desinventar,FLOOD,2016-01-06,Ecuador,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,Via a Aloag Santo Domingo km 88 Piso Tanti
b'sLja1f5L4vYovZUcFMuS',desinventar,FLOOD,2016-01-06,Ecuador,COTOPAXI,SAQUISILI,SAQUISILI,Barrio Miraflores
b'suGDvV-Dcp9pVvz26MJX',desinventar,FLOOD,2016-01-06,Ecuador,ORELLANA,ORELLANA,PTO. FCO. DE ORELLANA (EL COCA,Varios Sectores. (Escuelas Presidente Tamayo 24 de Marzo y M
b'EA78JFi1TdqafzbAicbN',desinventar,FLOOD,2021-01-27,Egypt,,,,
b'LXLPqDxFlxVCJ4_qpZBd',desinventar,FLOOD,2017-01-28,Equatorial Guinea,Centro Sur,,,Evinayong
b'YTM7UbqQ_AH_qooVp5yq',desinventar,FLOOD,2018-10-22,Equatorial Guinea,Litoral,,,"Barrio Andjeñ, Bata"
b'zX85_cXOzXHxdYDFnaFS',desinventar,FLOOD,2019-04-09,Equatorial Guinea,Litoral,,,"Barrio Nvamguele, Bata"
b'60mqgOjm9d0L59MAZuYk',desinventar,FLOOD,2019-04-11,Equatorial Guinea,Bioko Norte,,,"Barrio La Paz, Malabo"
b'Tgeo5nP63aAC8DUoeueF',desinventar,FLOOD,2019-04-16,Equatorial Guinea,Litoral,,,"Barrio Nvamguele, Bata"
b'ufZDYa5bTH3lTspXGo14',desinventar,FLOOD,2019-09-04,Eswatini,Hhohho,Madlangempisi,,
b'fA4VjbCjIaL_gjT9zOrl',desinventar,DROUGHT,2018-05-12,Ethiopia,Somali,Gode,Mustahil,
b'n-aKEKA2dztbPUd8pW9c',desinventar,DROUGHT,2019-04-09,Ethiopia,Addis Ababa,Zone 2,Gofa camp,
b'tYcILc6QINQjX_KRkZ7G',desinventar,FLOOD,2018-05-12,Ethiopia,Somali,,,
b'pu3D3X-ojzEXqfkUgShr',desinventar,FLOOD,2018-05-12,Ethiopia,Somali,,,
b'qT5MzuAD1wYBlCt8IMue',desinventar,FLOOD,2018-05-12,Ethiopia,Oromiya,,,N/a
b'Lt1LWGU7YwdwqaKCJYpC',desinventar,FLOOD,2018-05-12,Ethiopia,Somali,,,somalia region
b'JjLOo1IYdPdI5G73ZmGs',desinventar,FLOOD,2018-05-12,Ethiopia,Somali,,,
b'xYMytOHofh5w9BcEO-vB',desinventar,FLOOD,2018-05-12,Ethiopia,Somali,,,
b'qpTnMYn-wPovKayR_CJa',desinventar,FLOOD,2018-05-12,Ethiopia,Somali,Gode,Mustahil,
b'xKfjHguzm6FIJtAt5k4L',desinventar,FLOOD,2018-04-02,Gambia,Central River Region,Upper Saloum,Njaw,
b'hOyIGrY67djnXzl8AwzO',desinventar,FLOOD,2018-04-02,Gambia,Central River Region,Lower Fuladu West,Brikamaba,
b'dTYtEyAU6RuwGUrI1Bp7',desinventar,FLOOD,2018-04-02,Gambia,Central River Region,Lower Saloum,Kaur,
b'uC3m3OwJsN8VSsfnRdEj',desinventar,FLOOD,2018-04-03,Gambia,North Bank Region,Illiasa,No Kunda,
b'8EpTMZNTT3NtQXU_YFI1',desinventar,FLOOD,2018-04-03,Gambia,North Bank Region,Upper Niumi,Prince,
b'EgLHCEIpBFEJ99gZO3Sm',desinventar,FLOOD,2018-04-03,Gambia,North Bank Region,Lower Niumi,Essau,
b'BTVjKUb4OMmVxHcxwVeL',desinventar,FLOOD,2018-04-03,Gambia,North Bank Region,Upper Badibu,Farafenni,
b'3TI-mC3HMIIUqqhcFJus',desinventar,FLOOD,2018-04-03,Gambia,North Bank Region,Sabach - Sanjal,Sabach,
b'l2N2iG1djoCqHMJ3mcfi',desinventar,FLOOD,2018-04-03,Gambia,North Bank Region,Upper Badibu,Illiasa,
b'Qpa1uYZX9KySdtp9HnlD',desinventar,FLOOD,2018-04-03,Gambia,North Bank Region,Upper Niumi,Pakau,
b'LMGjIbOSP1fuzlIFYxdQ',desinventar,DROUGHT,2017-04-17,Ghana,ASHANTI,BEKWAI MUNICIPAL,,A.M.E. Zion Adjamesu
b'9VcMurgFGssY0cNUvy5z',desinventar,DROUGHT,2019-05-15,Ghana,NORTHERN,CHEREPONI,,Wiae
b'gd8IbwukMNoUDv3vW8yq',desinventar,DROUGHT,2019-05-19,Ghana,NORTHERN,TATALE/SANGULI,,Tasando
b'c8l7ZORGikrCdnCRBtXy',desinventar,DROUGHT,2019-07-12,Ghana,NORTHERN,BUNKPURUGU YONYO,,Binkura
b'kIS2wM7Y4yYGDQBINavF',desinventar,DROUGHT,2019-07-14,Ghana,NORTHERN,CHEREPONI,,Kpani
b'giWu4xubXYEHzGElt-wx',desinventar,DROUGHT,2019-07-16,Ghana,NORTHERN,BUNKPURUGU YONYO,,Tinpaat
b'-21745kL2W2srbmhQkBm',desinventar,DROUGHT,2019-07-20,Ghana,BRONG AHAFO,SUNYANI MUNICIPAL,,
b'qJ-dlYnY_CtpkZgd2Hwy',desinventar,DROUGHT,2019-07-23,Ghana,NORTHERN,CHEREPONI,,Yorgu
b'uwY_V_ev5gzJ3TxoA3t0',desinventar,DROUGHT,2019-07-24,Ghana,NORTHERN,BUNKPURUGU YONYO,,Yunyoo
b'DnL4I4Qeiflf2t36Oq_G',desinventar,DROUGHT,2019-07-26,Ghana,NORTHERN,TATALE/SANGULI,,Dabolto
b'SOrQr2SG17Ah_ZczpyJL',desinventar,FLOOD,2016-06-09,Ghana,GREATER ACCRA,ACCRA METROPOLIS,,ASYLUM DOWN
b'HmElQxD_cLfZUz6QbNDK',desinventar,FLOOD,2016-06-09,Ghana,GREATER ACCRA,ACCRA METROPOLIS,,ADABRAKA
b'y9WcMHGBYCne6pBwUy_H',desinventar,FLOOD,2016-06-09,Ghana,GREATER ACCRA,ACCRA METROPOLIS,,SAHARA
b'txtyU3NCImn2qB9qNBu9',desinventar,FLOOD,2016-06-09,Ghana,GREATER ACCRA,ACCRA METROPOLIS,,ODAWNA
b'GBRZRksyBKD_YrD2esVz',desinventar,FLOOD,2016-06-09,Ghana,GREATER ACCRA,ACCRA METROPOLIS,,OSU DOKU
b'35_DAWmeYSRSyDavxml4',desinventar,FLOOD,2017-01-12,Ghana,BRONG AHAFO,ATEBUBU AMANTIN,,Asantebo
b'GgWPG9iqjLaBxVKJvvin',desinventar,FLOOD,2017-01-14,Ghana,BRONG AHAFO,ATEBUBU AMANTIN,,Sanwakyi
b'kqp9YUraBfTpREyyRYbp',desinventar,FLOOD,2017-01-17,Ghana,BRONG AHAFO,ATEBUBU AMANTIN,,Zongo Jato
b'l8P1W-K3M9UUm1iutX_z',desinventar,FLOOD,2017-01-19,Ghana,BRONG AHAFO,ATEBUBU AMANTIN,,Atebubu
b'fiN-rQMKhtJkl-uYvGCt',desinventar,FLOOD,2017-01-24,Ghana,BRONG AHAFO,ATEBUBU AMANTIN,,Patruua
b'yijES9I9IbW4Z8v58aud',desinventar,DROUGHT,2017-07-10,Indonesia,DI YOGYAKARTA,GUNUNGKIDUL,,
b'-GKmBanfqnQot_nB2xWy',desinventar,DROUGHT,2017-07-20,Indonesia,NUSA TENGGARA BARAT,LOMBOK BARAT,,
b'E80cPRyV8XIvWXvrlZjG',desinventar,DROUGHT,2017-07-26,Indonesia,JAWA TENGAH,CILACAP,,
b'Mo_4s7TaZ4oXBHdrorgL',desinventar,DROUGHT,2017-08-01,Indonesia,NUSA TENGGARA BARAT,SUMBAWA BARAT,,
b'TTt777fr0xNkVP6IEAnc',desinventar,DROUGHT,2017-08-01,Indonesia,NUSA TENGGARA BARAT,LOMBOK UTARA,,
b'ZeEYgdUzJ-W5dCOcffLz',desinventar,DROUGHT,2017-08-03,Indonesia,NUSA TENGGARA BARAT,LOMBOK TENGAH,,
b'YQWxQnKw6NbGAdKRN7Ye',desinventar,DROUGHT,2017-08-07,Indonesia,NUSA TENGGARA BARAT,KOTA BIMA,,
b'AlBWbZNxW1vfZqr6umGo',desinventar,DROUGHT,2017-08-18,Indonesia,NUSA TENGGARA BARAT,LOMBOK TIMUR,,
b'6fvXSsge2F2Y49m2HDwp',desinventar,DROUGHT,2017-08-21,Indonesia,NUSA TENGGARA BARAT,SUMBAWA,,
b'tD4R1oOQKGbYLl4GX0Bo',desinventar,DROUGHT,2017-08-26,Indonesia,JAWA BARAT,BEKASI,,
b'R5TzBy8LOeusCwUZG45u',desinventar,FLOOD,2017-08-15,Jamaica,St. Ann,,,
b'ZzWJx7rLZH1keOvdobkj',desinventar,FLOOD,2017-08-15,Jamaica,Clarendon,,,
b'wfQMsGXO55krSWrZPa9Z',desinventar,FLOOD,2017-08-15,Jamaica,St. Catherine,,,
b'0j_1B29BGOpTzoTvR2Bl',desinventar,FLOOD,2018-03-08,Jamaica,Hanover,,,
b'eWbmj9kRFUT0kdPMIEhK',desinventar,FLOOD,2018-03-08,Jamaica,Manchester,,,
b'Jj0m-hBKE1mHvWyoapTH',desinventar,FLOOD,2018-03-08,Jamaica,Clarendon,,,
b'ZmcQHVu555fhftodUEQH',desinventar,FLOOD,2018-08-03,Jamaica,Kingston,,,
b'IjjI6QiB0k-Kens5XTpb',desinventar,FLOOD,2018-01-30,Jordan,Jarash,Jarash,,منطقة وسط جرش
b'8S1vr6-_1s-TfMsCKHRI',desinventar,FLOOD,2018-02-17,Jordan,Al Karak,Al Aghwar Al Janubiy,,alsafi الصافي
b'N7dptRWmefD4ZyXUFtHG',desinventar,FLOOD,2018-04-25,Jordan,Al Karak,Qasabat Al Karak,,sael alnaqeh سيل النقع
b'02V6np2BXp-typY2gH8P',desinventar,FLOOD,2018-10-25,Jordan,Al Balqa,,,dead sea البحر الميت
b'3WaSeHSaSw9fPmzD3FBU',desinventar,FLOOD,2019-04-12,Jordan,Irbid,Al Koura,,منطقد جديتا
b'LCsEI6WOtWd4VAzqQQe4',desinventar,FLOOD,2019-07-09,Jordan,Jarash,Jarash,,طريق جرش القديمة
b'531_vfB-Fhzu8KNFVmyL',desinventar,FLOOD,2021-03-25,Jordan,,,,
b'ZVpumVXEA1m9K_ojcx6I',desinventar,DROUGHT,2020-04-02,Kenya,NAROK,,,Eneralai
b'6_D7ct-FUVaY6v2H01HD',desinventar,DROUGHT,2020-04-06,Kenya,NAROK,,,Ekiwanja area
b'o4KNYpHReRZoHzEGbwzW',desinventar,DROUGHT,2020-04-06,Kenya,HOMABAY,,,Itajo village
b'QJPQnjDJgHiO_tkrR0A5',desinventar,DROUGHT,2020-12-04,Kenya,MIGORI,,,Radienya area
b'TfhcjtNORVVw5cUwu3jJ',desinventar,FLOOD,2016-01-18,Kenya,TANA-RIVER,,,
b't7iPdJYtiZOEmwpsMv1j',desinventar,FLOOD,2016-03-17,Kenya,KEIYO-MARAKWET,,,Kapsowar Anin and Aror
b'z6qjRyq48elDTB-DMcgV',desinventar,FLOOD,2016-03-22,Kenya,NAROK,,,Narok
b'zQLwlNdh77ZkfrTs2zyf',desinventar,FLOOD,2016-05-18,Kenya,MIGORI,,,migori
b'6kiHxqndQGxwLQP3EnFp',desinventar,FLOOD,2016-06-17,Kenya,NAIROBI,,,Kamiti Prison
b'jCbJ26kuhJxZ6SFfwbPl',desinventar,FLOOD,2020-02-07,Kenya,,,,Nairobi-Mombasa rd
b'Lcp7wwogySmc9HikGj5Y',desinventar,FLOOD,2020-03-05,Kenya,KISUMU,,,Ugwe sub-location
b'BQBzJMF6KEyMXLSHIpIH',desinventar,FLOOD,2020-04-27,Kenya,SIAYA,,,Karamogi B and Gedra village
b'XBiJAMe-hO2KEXknXpRK',desinventar,FLOOD,2020-05-02,Kenya,BUSIA,,,Amoni location
b'm1T9hdm7hEm5HDkJiAGD',desinventar,FLOOD,2020-12-01,Kenya,NAROK,,,Emarti location
b'qkGSHLcr6fYIViWl_N_P',desinventar,FLOOD,2016-06-29,Liberia,Margibi,,,
b'X4_m61LLBID3ZTkt7M6s',desinventar,FLOOD,2016-02-02,Madagascar,ALAOTRA MANGORO,AMPARAFARAVOLA,,
b'Zto0gHCAhS9_KtkuNV66',desinventar,FLOOD,2016-02-02,Madagascar,BOENY,MAHAJANGA II,,
b'MHTjbVP471L4SEirfphc',desinventar,FLOOD,2016-02-02,Madagascar,BOENY,AMBATO BOENI,,
b'WjqrIvtsk0BH_w18X7pI',desinventar,FLOOD,2016-02-02,Madagascar,SOFIA,MAMPIKONY,,
b'ActEWtgPJleKnR0SnHVG',desinventar,FLOOD,2016-02-02,Madagascar,BETSIBOKA,MAEVATANANA,,
b'xaIvhAiorfLki9cF85nS',desinventar,FLOOD,2019-05-26,Malawi,Central,Dowa,SC Mkukula,
b'nTqKfZQpPp9ZlqdjxF6B',desinventar,FLOOD,2019-07-16,Malawi,,,,
b'JIE9hxazSqZJGwyGyZxr',desinventar,FLOOD,2016-05-21,Montenegro,PLJEVLJA,,,"Sevari, Brvenica"
b'_Vp5TgRihDMBPhKK2Uqd',desinventar,FLOOD,2016-11-07,Montenegro,ANDRIJEVICA,,,"Tresnjevo, Slatina, Gornje Luge"
b'6rPwXtrO_6ylXMPJXxLZ',desinventar,FLOOD,2016-11-08,Montenegro,PLAV,,,"Brezovice, Murino, Malo selo"
b'vjvP6Ye12JzceWfqsuBS',desinventar,FLOOD,2016-11-08,Montenegro,PETNJICA,,,"Lijesnica, Lagator"
b'5XRsckc4SbyvkODurqrw',desinventar,FLOOD,2018-02-20,Montenegro,PLAV,,,Zamacka bb
b'pz5kGZme7WZw_VeSEbt1',desinventar,FLOOD,2018-03-15,Montenegro,TUZI,,,"Vranj, Sukuruc"
b'8KV3KXbaCRleu9WprD9R',desinventar,FLOOD,2018-03-15,Montenegro,GLAVNI GRAD PODGORICA,,,Podgorica
b'Hekdubi5-5Wdz_nKMgMD',desinventar,FLOOD,2018-03-16,Montenegro,KOLAŠIN,,,Smailagica polje
b'Xutjss0nGyjgoIpdPdtT',desinventar,FLOOD,2018-04-05,Montenegro,GLAVNI GRAD PODGORICA,,,Golubovci
b'bPgU5UZX4HeQt6x41F2r',desinventar,FLOOD,2018-11-22,Montenegro,HERCEG-NOVI,,,"Zelenika, Meljine"
b'C1Ky7K2MpIze7s8XJZO2',desinventar,FLOOD,2019-09-08,Mozambique,,,,
b'pKtw5GD3Tkfz8CrUigSs',desinventar,FLOOD,2019-09-10,Mozambique,,,,
