id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1396465945640644617,1396465945640644617,2021-05-23 19:30:01 India Standard Time,2021-05-23,19:30:01,+0530,41670073,csdigest,Corn-Soybean Digest,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/KVmo8zNRn4 #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/csdigest/status/1396465945640644617,False,,0,,,,,,,,[],,,,
1396435994975473667,1396435994975473667,2021-05-23 17:31:00 India Standard Time,2021-05-23,17:31:00,+0530,64748159,farmfutures,Farm Futures,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/l9yXcompNf #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/FarmFutures/status/1396435994975473667,False,,0,,,,,,,,[],,,,
1396369432717537293,1396369432717537293,2021-05-23 13:06:30 India Standard Time,2021-05-23,13:06:30,+0530,36597537,rachids,Rachid Serraj,,"Starting now: pleased to open the Training of Facilitators – #Farmer_Field_Schools for Enhancing #Crop and #Livestock Production and #Productivity in New Lands of Kafr El-Sheikh, Bani Sweif, Minya and Aswan Governorates” Aswan May 23 @FAOEgypt  https://t.co/jBV9GCUoQA",en,"[{'screen_name': 'faoegypt', 'name': 'fao in egypt', 'id': '1045805307518169088'}]",[],['https://pbs.twimg.com/media/E2DlbESX0AEva40.jpg'],0,4,7,"['farmer_field_schools', 'crop', 'livestock', 'productivity']",[],https://twitter.com/RachidS/status/1396369432717537293,False,,1,https://pbs.twimg.com/media/E2DlbESX0AEva40.jpg,,,,,,,[],,,,
1396154640371044352,1396154640371044352,2021-05-22 22:53:00 India Standard Time,2021-05-22,22:53:00,+0530,41670073,csdigest,Corn-Soybean Digest,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/KVmo8A5seC #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,1,2,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/csdigest/status/1396154640371044352,False,,0,,,,,,,,[],,,,
1396154137255899141,1396154137255899141,2021-05-22 22:51:00 India Standard Time,2021-05-22,22:51:00,+0530,64748159,farmfutures,Farm Futures,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/l9yXcompNf #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/FarmFutures/status/1396154137255899141,False,,0,,,,,,,,[],,,,
1396124944845529088,1396124944845529088,2021-05-22 20:55:00 India Standard Time,2021-05-22,20:55:00,+0530,277709487,farmdaily,Farm Progress Daily,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/CNREMvADrC #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/farmdaily/status/1396124944845529088,False,,0,,,,,,,,[],,,,
1396102799084199942,1396102799084199942,2021-05-22 19:27:00 India Standard Time,2021-05-22,19:27:00,+0530,277709487,farmdaily,Farm Progress Daily,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/CNREMvSeQc #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/farmdaily/status/1396102799084199942,False,,0,,,,,,,,[],,,,
1396088958136823810,1396088958136823810,2021-05-22 18:32:00 India Standard Time,2021-05-22,18:32:00,+0530,64748159,farmfutures,Farm Futures,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/l9yXcoE1bP #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],1,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/FarmFutures/status/1396088958136823810,False,,0,,,,,,,,[],,,,
1396073365601984512,1396073365601984512,2021-05-22 17:30:02 India Standard Time,2021-05-22,17:30:02,+0530,41670073,csdigest,Corn-Soybean Digest,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/KVmo8zNRn4 #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/csdigest/status/1396073365601984512,False,,0,,,,,,,,[],,,,
1395874554220797954,1395874554220797954,2021-05-22 04:20:02 India Standard Time,2021-05-22,04:20:02,+0530,1065294375805116417,baynewsmatters,Local News Matters,,"The value of agricultural production in @CountyofNapa was only about half the previous year’s total, according to an annual #crop report released at Tuesday’s Board of Supervisors meeting.  #Agriculture #WineGrapes #NapaCounty  Story by @chrisdelianne  https://t.co/ea8BhLs74S",en,"[{'screen_name': 'countyofnapa', 'name': 'county of napa', 'id': '284647406'}, {'screen_name': 'chrisdelianne', 'name': 'christine delianne', 'id': '1192468315551092736'}]",['https://bit.ly/2QDqGLi'],[],0,0,0,"['crop', 'agriculture', 'winegrapes', 'napacounty']",[],https://twitter.com/baynewsmatters/status/1395874554220797954,False,,0,,,,,,,,[],,,,
1395802067697012741,1395802067697012741,2021-05-21 23:32:00 India Standard Time,2021-05-21,23:32:00,+0530,64748159,farmfutures,Farm Futures,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/l9yXcoE1bP #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/FarmFutures/status/1395802067697012741,False,,0,,,,,,,,[],,,,
1395801312252633104,1395801312252633104,2021-05-21 23:29:00 India Standard Time,2021-05-21,23:29:00,+0530,41670073,csdigest,Corn-Soybean Digest,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/KVmo8zNRn4 #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/csdigest/status/1395801312252633104,False,,0,,,,,,,,[],,,,
1395762305246408704,1395762305246408704,2021-05-21 20:54:00 India Standard Time,2021-05-21,20:54:00,+0530,277709487,farmdaily,Farm Progress Daily,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/CNREMvSeQc #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/farmdaily/status/1395762305246408704,False,,0,,,,,,,,[],,,,
1395755510607925251,1395755510607925251,2021-05-21 20:27:00 India Standard Time,2021-05-21,20:27:00,+0530,277709487,farmdaily,Farm Progress Daily,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/CNREMvADrC #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,1,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/farmdaily/status/1395755510607925251,False,,0,,,,,,,,[],,,,
1395726570287890444,1395726570287890444,2021-05-21 18:32:00 India Standard Time,2021-05-21,18:32:00,+0530,64748159,farmfutures,Farm Futures,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/l9yXcompNf #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,1,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/FarmFutures/status/1395726570287890444,False,,0,,,,,,,,[],,,,
1395691854146859016,1395691854146859016,2021-05-21 16:14:03 India Standard Time,2021-05-21,16:14:03,+0530,1359752800981241905,vaccineconfere1,Kush Ale,,#crop #agriculture #Crop_Production #Horticulture #Greenhouse Share your research at Agri-2021  https://t.co/PHwdiXCH3t,en,[],[],['https://pbs.twimg.com/media/E1599NPUYAUYdSb.png'],0,0,0,"['crop', 'agriculture', 'crop_production', 'horticulture', 'greenhouse']",[],https://twitter.com/Vaccineconfere1/status/1395691854146859016,False,,1,https://pbs.twimg.com/media/E1599NPUYAUYdSb.png,,,,,,,[],,,,
1395686304705249280,1395686304705249280,2021-05-21 15:52:00 India Standard Time,2021-05-21,15:52:00,+0530,41670073,csdigest,Corn-Soybean Digest,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/KVmo8A5seC #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/csdigest/status/1395686304705249280,False,,0,,,,,,,,[],,,,
1395670081326170114,1395670081326170114,2021-05-21 14:47:32 India Standard Time,2021-05-21,14:47:32,+0530,1240154652,applsci,Applied Sciences MDPI,,#HighlyCitedPaper  👉The Role of #Nanotechnology in the #Fortification of Plant #Nutrients and Improvement of #Crop #Production by Elias E. Elemike et al.  https://t.co/qAoTr7bQkC  #nanotechnology #nanofertilizer #biofortification  https://t.co/SxAYftX2GP,en,[],['https://www.mdpi.com/2076-3417/9/3/499'],['https://pbs.twimg.com/media/E15qbGoXIAYqJTC.jpg'],0,1,1,"['highlycitedpaper', 'nanotechnology', 'fortification', 'nutrients', 'crop', 'production', 'nanotechnology', 'nanofertilizer', 'biofortification']",[],https://twitter.com/Applsci/status/1395670081326170114,False,,1,https://pbs.twimg.com/media/E15qbGoXIAYqJTC.jpg,,,,,,,[],,,,
1395158414691430400,1395158414691430400,2021-05-20 04:54:21 India Standard Time,2021-05-20,04:54:21,+0530,707874301,plant_ecology,Daniel Montesinos,,Human food production is dominated globally by a small number of crops. Why?    @RubenMilla6 @sheffieldplants @NaturePlants  #DryEnvironments #History #OldCrops #Crop #Agriculture  https://t.co/rpgxEDcmEF  https://t.co/qRy4es8Sll,en,"[{'screen_name': 'rubenmilla6', 'name': 'ruben milla', 'id': '993545097835896832'}, {'screen_name': 'sheffieldplants', 'name': 'colin osborne', 'id': '91305834'}, {'screen_name': 'natureplants', 'name': 'nature plants', 'id': '2444052414'}]",['https://www.nature.com/articles/s41477-021-00905-1'],['https://pbs.twimg.com/media/E1yYYOWVUAA-SL9.png'],2,0,3,"['dryenvironments', 'history', 'oldcrops', 'crop', 'agriculture']",[],https://twitter.com/plant_ecology/status/1395158414691430400,False,,1,https://pbs.twimg.com/media/E1yYYOWVUAA-SL9.png,,,,,,,[],,,,
1395066660420214784,1395066660420214784,2021-05-19 22:49:45 India Standard Time,2021-05-19,22:49:45,+0530,1344911002710601728,eartheditorm,Earth Editor,,Large potential for crop production adaptation depends on available future varieties  https://t.co/Shr69L84HC #ClimateChange #Adaptation #FoodSecurity #Crop #GlobalWarming,en,[],['https://onlinelibrary.wiley.com/doi/10.1111/gcb.15649#.YKVH5aGIG1s.twitter'],[],0,0,1,"['climatechange', 'adaptation', 'foodsecurity', 'crop', 'globalwarming']",[],https://twitter.com/EarthEditorM/status/1395066660420214784,False,,0,,,,,,,,[],,,,
1394971595475726337,1394971595475726337,2021-05-19 16:32:00 India Standard Time,2021-05-19,16:32:00,+0530,64748159,farmfutures,Farm Futures,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/l9yXcoE1bP #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,1,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/FarmFutures/status/1394971595475726337,False,,0,,,,,,,,[],,,,
1394744095885520897,1394744095885520897,2021-05-19 01:28:00 India Standard Time,2021-05-19,01:28:00,+0530,41670073,csdigest,Corn-Soybean Digest,,Fast planting boosts #crop production potential Way-too-early forecast puts U.S. #corn #yield at 180 bushels per acre.  https://t.co/KVmo8A5seC #AgMarketingIQ,en,[],['https://www.farmprogress.com/marketing/fast-planting-boosts-crop-production-potential'],[],0,0,0,"['crop', 'corn', 'yield', 'agmarketingiq']",[],https://twitter.com/csdigest/status/1394744095885520897,False,,0,,,,,,,,[],,,,
1393860094127923203,1393860094127923203,2021-05-16 14:55:17 India Standard Time,2021-05-16,14:55:17,+0530,4482297381,afrimash,Afrimash,,"Finally, it's here! 7 days of awesome deals on our crop production products. Visit  https://t.co/lCih0qwatR to enjoy huge discount on seeds, seedlings, agrochemicals, and equipment. Don't miss out! #agriculture #farmers #farming #foodproduction #crop #cropfarming #seeds  https://t.co/fgeGgAVr2E",en,[],['http://www.afrimash.com'],['https://pbs.twimg.com/media/E1f8XF1XoAMtDtc.jpg'],0,1,2,"['agriculture', 'farmers', 'farming', 'foodproduction', 'crop', 'cropfarming', 'seeds']",[],https://twitter.com/afrimash/status/1393860094127923203,False,,1,https://pbs.twimg.com/media/E1f8XF1XoAMtDtc.jpg,,,,,,,[],,,,
1393284535735885824,1393284535735885824,2021-05-15 00:48:13 India Standard Time,2021-05-15,00:48:13,+0530,1093661507143921664,intlhemp,International Hemp,," https://t.co/vuBQpUF1AI  With planting season fully upon us, we must heed the lessons learned from unsuccessful production techniques of year's past.   Here are a few pointers for #farmers who are adding #industrialhemp for #fiber and #grain production to their #crop rotation.",en,[],['https://www.international-hemp.com/blog/2020/3/4/industrial-hemp-farming-101?fbclid=IwAR3O7_p4aZHUDDwgc6GAvarGguXqOMnK5a72zJ6m7cDB-_OCCcny0FcvrP8'],[],0,0,0,"['farmers', 'industrialhemp', 'fiber', 'grain', 'crop']",[],https://twitter.com/intlhemp/status/1393284535735885824,False,,0,,,,,,,,[],,,,
1393258013415428101,1393256525867753477,2021-05-14 23:02:50 India Standard Time,2021-05-14,23:02:50,+0530,1344911002710601728,eartheditorm,Earth Editor,,Here is the original paper: #Climatechange risks pushing one-third of global #food production outside the safe climatic space  https://t.co/vRx1hkSKyw #Crop #Livestock #Polar #Livelihood #Nature #Crisis,en,[],['https://www.cell.com/one-earth/fulltext/S2590-3322(21)00236-0?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2590332221002360%3Fshowall%3Dtrue#%20'],[],0,0,0,"['climatechange', 'food', 'crop', 'livestock', 'polar', 'livelihood', 'nature', 'crisis']",[],https://twitter.com/EarthEditorM/status/1393258013415428101,False,,0,,,,,,,,[],,,,
1393254613520982020,1393254613520982020,2021-05-14 22:49:19 India Standard Time,2021-05-14,22:49:19,+0530,98201361,greenistweet,GreenIsTweet,,#ClimateChange threatens one-third of global #food production -  https://t.co/s2DfCyegdX #agriculture #globalwarming #farm #crop,en,[],['https://bit.ly/3eOzNC0'],[],0,1,0,"['climatechange', 'food', 'agriculture', 'globalwarming', 'farm', 'crop']",[],https://twitter.com/GreenIsTweet/status/1393254613520982020,False,,0,,,,,,,,[],,,,
1392835399697928195,1392835399697928195,2021-05-13 19:03:31 India Standard Time,2021-05-13,19:03:31,+0530,1141284339512205313,czapp_portal,Czapp,,"CS Brazil's 21/22 #crop is still concerning. As expected, the figures of 2H April came with a low crush of 29.59mmt (-8.6 mmt of the previous cycle), so the production of sugar and ethanol also reduced: 2.15mmt and 1.3 bn litres respectively #agriculture #trade #Farmingtwitter  https://t.co/OxaQJ37IqZ",en,[],[],['https://pbs.twimg.com/media/E1RWOvHVIAU-Rc9.png'],1,0,0,"['crop', 'agriculture', 'trade', 'farmingtwitter']",[],https://twitter.com/Czapp_portal/status/1392835399697928195,False,,1,https://pbs.twimg.com/media/E1RWOvHVIAU-Rc9.png,,,,,,,[],,,,
1392641534525329410,1392641534525329410,2021-05-13 06:13:10 India Standard Time,2021-05-13,06:13:10,+0530,343784330,grainbrokers_au,Grain Brokers Australia,,This week's #GBA #WeeklyCommentry we discuss;   https://t.co/pI6WVK335X #grainbrokersaustralia #production #europe #france #grain #market #season #wheat #barley #canola #crop #international,en,[],['https://www.grainbrokers.com.au/eu-production-rebounds-with-france-leading-the-way/'],[],0,0,0,"['gba', 'weeklycommentry', 'grainbrokersaustralia', 'production', 'europe', 'france', 'grain', 'market', 'season', 'wheat', 'barley', 'canola', 'crop', 'international']",[],https://twitter.com/GrainBrokers_AU/status/1392641534525329410,False,,0,,,,,,,,[],,,,
1392268299703132165,1392268299703132165,2021-05-12 05:30:04 India Standard Time,2021-05-12,05:30:04,+0530,1316148476799983617,4rs_nebraska,Nebraska_4Rs Nutrient Stewardship,,"UNL and Nebraska Corn Board are working together to achieve cropping systems goals of #crop production #envrionmental protection #profitability, #sustainability through 4Rs Nutrient Management! @UNL_IANR, @UNLExtension, @unlagrohort, @marketjournal, @UNL_AgResearch, @waterforfood",en,"[{'screen_name': 'unl_ianr', 'name': 'institute of agriculture and natural resources', 'id': '17847111'}, {'screen_name': 'unlextension', 'name': 'nebraska extension', 'id': '161004312'}, {'screen_name': 'unlagrohort', 'name': 'nebraska agronomy and horticulture', 'id': '3223534662'}, {'screen_name': 'marketjournal', 'name': 'market journal', 'id': '116893103'}, {'screen_name': 'unl_agresearch', 'name': 'unl ag research', 'id': '1120810372955553799'}, {'screen_name': 'waterforfood', 'name': 'daugherty water for food global institute', 'id': '241157999'}]",[],[],0,2,6,"['crop', 'envrionmental', 'profitability', 'sustainability']",[],https://twitter.com/4Rs_Nebraska/status/1392268299703132165,False,https://twitter.com/NECornBoard/status/1389616285001125888,0,,,,,,,,[],,,,
1391695125013803011,1391695125013803011,2021-05-10 15:32:28 India Standard Time,2021-05-10,15:32:28,+0530,1103089749085040641,winichfarms,Winich farms,,Agriculture is not #crop production as popular belief holds - it's the production of food and fiber from the world's land and waters. - #Agriculture is the foundation of civilization and any stable economy. - ALLAN SAVORY . . . #winichfarms #monday #east…  https://t.co/jjeCS8fMra  https://t.co/wbFa9DCb03,en,[],['https://instagr.am/p/COsAOAMH89J/'],['https://pbs.twimg.com/media/E1BLV34WYAAR0LR.jpg'],1,0,0,"['crop', 'agriculture', 'winichfarms', 'monday', 'east']",[],https://twitter.com/WinichFarms/status/1391695125013803011,False,,1,https://pbs.twimg.com/media/E1BLV34WYAAR0LR.jpg,,,,,,,[],,,,
