,id,caption,comments_count,like_count,media_type,media_url,permalink,timestamp,children,404: Not Found,skipped
10,1.785391336158106e+16,Ein wunderbarer Tag am Strand! #makro_leidenschaft #nahaufnahme #fotooftheday #instamacro #natur #nature #schönheitdernatur #strand #meer #baltrum #baltrumliebe #sonne #strandtag #ebbe #flut #canon #neuekamera #eosm50,0.0,13.0,CAROUSEL_ALBUM,,https://www.instagram.com/p/CPliDudgnDC/,2021-06-01T17:45:53+0000,"{'data': [{'id': '17977938127367032'}, {'id': '17905963021911473'}, {'id': '17926316683567520'}]}",,
11,1.789187864914952e+16,#samsunggalaxynote20ultra #samsung #naturesapparel #sonnenuntergang #sunset #sky #himmel #wolken #clouds #norddeich #ostfriesland #küstenliebe  #wattenmeer #ebbeundflut #watt #flut #tidalflats #tidal #gezeiten #krabbe #qualle #muschel #nordseeküste #nordsee #nordseeliebe #urlaub #holiday #2021 #pensionfrisia #fckcorona,2.0,23.0,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/192808439_150459630459256_2368985472686932995_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=B_uoextqQToAX-FYDWy&_nc_ht=scontent.cdninstagram.com&oh=4c632738b559864a491b9d998c9730a9&oe=60BC2F59,https://www.instagram.com/p/CPlf8v8lCRn/,2021-06-01T17:27:27+0000,,,
12,1.78865880951607e+16,"""[...] Es gurgelt im Schiffsraum, zur Eile's ihn treibt. Er greift nach Tinte und Feder. Des Schiffes Schicksal und Grüße schreibt er an Weib und Kind und den Reeder. Und die letzte Botschaft nach Seemannsbrauch vertraut er der Flasche gläsernem Bauch, versiegelt den Hals, dann seufzt er schwer, und über die Reling ins brausende Meer wirft er das Glas mit dem Briefe. - Ein Schiff ruht mehr in der Tiefe. [...]"" - Hans Bötticher ""Flaschenpost""
.
.
.
Sony A7iii, Sigma 24-70 f2.8 Art @ 24mm
- F/2.8
- ISO 100
- 1/80sec
- Edit: Lightroom
.
.
.
.
#sony #sonyalpha #sonya7iii #sigma #sigmadeutschland #hobbyphotography #flaschenpost #bottlepost #nordsee #kreativefotocommunity #northsea #cuxhaven #meinniedersachsen #photography #meer #ebbe #flut #gezeiten #tides #messageinabottle #potd #creative #kreativ #sunrise #dorum #dienordsee",0.0,17.0,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/194132645_329149578596317_4686222089897142192_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=aelOnjQOjCcAX_BtAmA&_nc_ht=scontent.cdninstagram.com&oh=9d5de69b98a7c865e3b20f3728d3c031&oe=60BAE7E9,https://www.instagram.com/p/CPlfOaABVf8/,2021-06-01T17:21:08+0000,,,
13,1.7939745472508454e+16,#yanflüt#flut#denizgözlüm#yanflut#flutechannel_#atınbenidenizlere#yanflütüm#karadenizşarkıları#music#kazımkoyuncu#flüt#actousticmusic,2.0,3.0,VIDEO,https://video.cdninstagram.com/v/t50.31694-16/10000000_206567917953845_6127489374796889241_n.mp4?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=rkRTg2qmdgYAX-11zZD&_nc_ht=video.cdninstagram.com&oh=88408543ec33441f86aca8d134fda36e&oe=60BC3464,https://www.instagram.com/tv/CPldQR9HxZY/,2021-06-01T17:06:11+0000,,,
14,1.7924622475598676e+16,"BANA ELLERİNİ VER (Nota)🎵🎵
#yanflüt#flut#yanflut#banaelleriniver#flutechannel_#özdemirerdoğan#yanflütüm#ozdemirerdogan#music#banaelleriniverhayatsenisevincegüzel#flüt#actousticmusic",0.0,9.0,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/195936872_195390022450770_6396431252229223356_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=3zCpIlUrq7cAX-BI1eE&_nc_ht=scontent.cdninstagram.com&oh=f6cd42a36f906d4e46e1bb686dcab227&oe=60BAB1FB,https://www.instagram.com/p/CPlYy7yH2b2/,2021-06-01T16:24:57+0000,,,
15,1.8114386995238384e+16,"Husum ⚓☀️

#husum #hafen #nordsee #nordseeküste #nordseeurlaub #nordseeluft #spiegelung #spiegelungimwasser #wasser #ebbe #flut #farben #northsee #sky #sun #wolken #sonne #himmel #himmelsfarben #deich #schaaf #landschaft  #landschaftsfotografie #landscape #steg #natur #skyporn #skyphotography #travel #travelphotography",3.0,35.0,CAROUSEL_ALBUM,,https://www.instagram.com/p/CPlWIm0p3Fy/,2021-06-01T16:01:42+0000,"{'data': [{'id': '17911222291833749'}, {'id': '17974828459387522'}, {'id': '17869792745425225'}, {'id': '17909228920783782'}]}",,
16,1.7901784009968342e+16,"1. Juni 2016 - Ein Datum, das viele Simbacher nie vergessen werden. 🌊 Ein Tag, an dem hunderte ihre komplette Existenz verloren haben und vor dem „Nichts“ standen. 

Alles was ein Blaulicht auf dem Dach hatte, war an diesem und den folgenden Tagen in und um Simbach im Einsatz. 

Primär galt es Menschenleben zu retten. Via Hubschrauber, aber auch mit Booten wurden die Menschen aus den überfluteten Gebieten gerettet. 

Im der nächsten Phase des Einsatzes, begann man mit der Reaktivierung der Infrastruktur. Sowohl das Stromnetz, als auch die Trinkwasserversorgungen waren zusammengebrochen. 

Das THW war bundesweit auf Alarmbereitschaft und die Einsatzzentralen des Landesverband Bayern und auch der THW Leitung in Bonn waren besetzt.  Dadurch konnte der überregionale Einsatz von Einheiten und Fachgruppen aus dem ganzen Bundesgebiet in Simbach koordiniert werden.

So wurde der Ortsverband Starnberg mit der Trinkwasseraufbereitung beauftragt. Unterstützung kam aus Berlin Spandau und dem Ortsverband Lemgo (NRW), die jeweils mit ihren Anlagen die Trinkwasserversorgung in Simbach sicherstellten. 

Der Ortsverband Freising errichtete 3 Behelfsbrücken. Das Material dazu, wurde von den Einheiten aus dem Norden nach Simbach transportiert. 

Bergungsgruppen und Einheiten der Wasserschaden Pumpen wurden aus der ganzen Republik angefordert und wechselten sich gegenseitig ab. 

An dieser Stelle ein großes Dankeschön an alle helfenden Hände der umliegenden Organisationen. 

Ein besonderer Dank gilt unseren ortsansässigen Kameraden der Feuerwehren, des Rettungsdienst, der Wasserwacht und auch der Polizei! Hier wurde sehr gut zusammengearbeitet und wir haben uns gegenseitig schnell und unbürokratisch geholfen. 😉

feuerwehr_simbach_am_inn polizei_niederbayern
wasserwacht.simbach 
brk_rottal_inn 
gdp_rottalinn 

#Hochwaser#Flood#Flut#2016#thw#Ehrenamt#unsereinsatzfür#BOS#Blaulicht#blaulichtfamilie",2.0,177.0,CAROUSEL_ALBUM,,https://www.instagram.com/p/CPkzzuUhsTV/,2021-06-01T11:01:45+0000,"{'data': [{'id': '17980125520373916'}, {'id': '17880925100267906'}, {'id': '17860036121533112'}, {'id': '17900597360003990'}, {'id': '18081560614301403'}, {'id': '17879881307343734'}, {'id': '17873348747504544'}, {'id': '17948539312464686'}, {'id': '17873138663367181'}]}",,
17,1.7845238741600664e+16,"Hallo Juni! Vorgang auf, nur für dich! Du könntest keinen schöneren Auftritt haben als Sonne und Meer pur. 

#juni #ersterjuni #june #sommer #sonne #meer #strand #ebbeundflut #flut #sand #sonnenbad #bikini #dünenlandschaft #amrum #amrumliebe #selflove #selbstliebe #glücksmomente #glück #happy #summer #sun #seaside #dayatthebeach #hellojune #hallojuni #norddeutschland #inselliebe #wittdün #füße",1.0,37.0,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/195431830_819586552313331_4136797640654843775_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=n_zUIJMBrgMAX-ti2rM&_nc_ht=scontent.cdninstagram.com&oh=e9de17676c1ad7ed86d4782c4dcc645e&oe=60BB23C4,https://www.instagram.com/p/CPky3gBptCP/,2021-06-01T10:53:31+0000,,,
18,1.78806611272757e+16,"HOOKSIEL 
.
#strand #hooksiel #nordsee #fotografie #wattenmeer #dünenlandschaft #beach #sandstrand #landscape #nordseefotografie #nordseeküste #nordseeliebe #nordseefeeling #küstenkind #küstenliebe #nature #natur #niedersachsen #wangerland #küste #flut

#Lichtwerfer",0.0,28.0,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/194946054_5437190893018117_3130602470029691464_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=5dGc4B97LAcAX_ZCAyV&_nc_ht=scontent.cdninstagram.com&oh=f2dad9eb71a4fe74b4578ae558a9c4a8&oe=60BADF07,https://www.instagram.com/p/CPkq9xJLaIA/,2021-06-01T09:44:29+0000,,,
19,1.823041655202444e+16,"Wᴇɴɴ ᴅɪᴇ Fʟᴜᴛ ᴋᴏᴍᴍᴛ
.
.
.
#beach #sand #northsea #sea #water #tide #spring #roadtrip #roamgermany #containership #photography #nature #vitaminsea #ship #nature #frühling #strand #sand #sandstrand #cuxhaven #schiff #flut #nordsee #fotografie #ausflug #natur #meer #horizont #gezeiten #wasser #hobbyfotografie",0.0,35.0,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/193977661_521987629231615_4928915712781283000_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=b_pUKKoEUZwAX8XCbex&_nc_ht=scontent.cdninstagram.com&oh=6d50ffee5a7bc3ba4f959f977ffcff2e&oe=60BC9048,https://www.instagram.com/p/CPkcy5JsGM5/,2021-06-01T07:40:39+0000,,,
20,1.8228567286039024e+16,🌊🌲,1.0,59.0,VIDEO,https://video.cdninstagram.com/v/t50.2886-16/192288946_919407098905106_4836824643519447147_n.mp4?_nc_cat=105&vs=17878613108369670_4015423703&_nc_vs=HBksFQAYJEdMSVlkZ3NTd29nbE1rUURBR3NBMWYxaTJoOURia1lMQUFBRhUAAsgBABUAGCRHRzJscGdza0huWEV6UTBCQUVwaW9HWFhUV3B6YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACa8s6WQoLbgQBUCKAJDMywXQCa7ZFocrAgYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=R9zWFy6Y200AX9KbD5T&_nc_ht=video.cdninstagram.com&oh=534aa8f00268bb16da9894127bc6b92b&oe=60BC2164&_nc_rid=04d837f3b5,https://www.instagram.com/p/CPkZgjfidvh/,2021-06-01T07:14:20+0000,,,
21,1.784898066259461e+16,#pellworm #nordsee #nordfriesland #friesland #northsea #ocean #nature #natur #landscape  #landschaft #tide #ebbe #flut #blackandwhite #fotografie #photography #gezeiten #bnw #schleswigholstein #meer #sea #insel #island #schwarzweiss 7tage.pellworm,0.0,48.0,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/194543416_492206615332183_8135363751962570595_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=8X7UvhMNHxQAX-ViDxv&_nc_ht=scontent.cdninstagram.com&oh=d4c3ea30f50091a5b59cbefdc2fd2ccb&oe=60BB6880,https://www.instagram.com/p/CPkRANppM2Q/,2021-06-01T05:57:37+0000,,,
22,1.7933497234558392e+16,".
زندگی ما با ""تولد"" شروع نمی شود
با ""تحول"" آغاز می شود...
کمانچه نوازای کوچک من سالروز  تولدتون همراه با تحول باشه😇
خرداد ماهی های نازنین تولدتون مبارک👏

🎂🎶🎂🎶🎂🎶🎂🎶🎂🎶🎂🎶🎂🎶🎂🎶🎂🎶🎂

⏪خیابان مطهری، خیابان قربانی
رجعتی ۰۹۱۱۶۱۶۶۹۸۲

Music education for children & adults by Rajati
09116166982

  #تولد #کلاس_موسیقی #آکادمی_موسیقی #آموزش_موسیقی #موسیقی_کودک
#مربی_موسیقی #بلز #فلوت #طبلک #کمانچه #سه_تار #تار #کمانچه_نواز 
کمانچه_نوازان_کوچک
#belz
#flut
#kamanche
#music_educatio",9.0,74.0,CAROUSEL_ALBUM,,https://www.instagram.com/p/CPkMvhPl4sy/,2021-06-01T05:20:23+0000,"{'data': [{'id': '17845013762605817'}, {'id': '18149442187165554'}, {'id': '17996382091322779'}, {'id': '17920653340659039'}]}",,
23,1.7898429359043424e+16,"Açılmamış kanatların büyüklüğü bilinmez ... Niyete girenin , kendini bilenin rüzgarı kendiliğinden oluşur ... 
  Senem's Music Studio ailesi yeni yerinde hayata karşı dimdik , pozitif bakan güzel çocukları yetiştirmek için bekliyor efendim ...

#eğitim#music#özelilgi#entruman#piyano#piano#keman#gitar#flut#bateri#guzelsanatlarahazirlik #konservatuarahazırlık",7.0,63.0,VIDEO,https://video.cdninstagram.com/v/t50.2886-16/195502551_855717831687633_7126735901478269980_n.mp4?_nc_cat=104&vs=17887653371217040_835939369&_nc_vs=HBksFQAYJEdOY2hwd3ZSdldKVlJRb0RBQnkwb2hlTFFPZGlia1lMQUFBRhUAAsgBABUAGCRHTTJocUF2UkZqeFV1dkFFQUx5alpmamp6NWg0YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbSo%2FPxpPHNPxUCKAJDMywXQE3zMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=DhZUZfoxRpwAX-gq_l2&_nc_ht=video.cdninstagram.com&oh=75709b75ce442683c3505c5bdca131ac&oe=60BC91AC&_nc_rid=e7eeab7987,https://www.instagram.com/p/CPkLHxFFEdS/,2021-06-01T05:13:49+0000,,,
24,1.788896116730718e+16,"Heute vor exakt 5 Jahren traf die Menschen in Simbach eine schreckliche Flutkatastrophe. Den vielen Betroffenen und Helfern werden die verheerenden Bilder und Schicksale nie aus dem Kopf gehen. Sieben Menschen mussten ihr Leben in den Wassermassen lassen. 

Der Klimawandel wird diese Gefahr auch in Zukunft nicht mindern, ganz im Gegenteil!

Wie schaut es heute mit dem Hochwasserschutz in unserer Region aus? 

Als 2013 Kolbermoor und der Rosenheimer Stadtteil Oberwöhr unter Wasser standen, wurde etwas getan. 

Doch in vielen Kommunen kann sich noch immer ein beschaulicher Bach, wie der Simbach, zu einer reißenden Wassermasse entwickeln. 

Genau hier möchte ich als Bundestagskandidat für die Region handeln:

Kommunen brauchen dringend mehr Unterstützung!

Naturnaher und vorausschauender Hochwasserschutz beginnt bereits an der Quelle. Kleinere Rückhaltebecken und ökologisch wichtige Auslaufflächen und Überflutungsbereiche geben  Zuflüssen mehr Raum und absorbieren Zerstörungskraft. Gesteuerte Durchflüsse und Überflutungsgräben schützen bei Starkregenereignissen. Zusammen verhindern viele Maßnahmen, dass ungebremst die Wassermassen abwärts donnern. 

Sinnvoller Hochwasserschutz erspart uns Leid und ist eine Gemeinschaftsaufgabe. Er schützt uns alle, bis nach Passau! Das Geld ist hier besser investiert als in Aufbaufonds. 

#simbach #inn #flut #5jahre #hochwasserschutz #inntal #mangfalltal #rosenheim #praevention #btw2021 #einerfuerALLE",0.0,28.0,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/194070539_1118602801984066_1650775666200458236_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=Iv97lZmH-xwAX9XPtNQ&_nc_ht=scontent.cdninstagram.com&oh=57825bcd0033644bded2e6353096b084&oe=60BC0D7E,https://www.instagram.com/p/CPkKJlVtA8f/,2021-06-01T04:57:44+0000,,,
25,1.8232145221001536e+16,Ayrıldık sevgilim doymadım sana ❣ sinansoyler yusufilkerkaraaslan #neyzen #neyatölyesi ##neysipariş #neyzentv #sinansoyler #sinansöyler #sufi #sufizm #nay #nayi #neysesi #neyzentevfik #neygram #neyzenler #neytaksimi #flut #flute #flutist #kamış  #kamisney #mevlana #şemsitebrizi #konya,7.0,83.0,VIDEO,https://video.cdninstagram.com/v/t50.2886-16/196185651_480822656342072_4640110392053809602_n.mp4?_nc_cat=111&vs=17955441142447112_3107797344&_nc_vs=HBksFQAYJEdET09zUXM0bUtFLVRyVUJBTUpCOXpUUl8yUkFia1lMQUFBRhUAAsgBABUAGCRHRHdscWd2ZVRxWUp5VHNEQUNXSWsxWmhGTkFyYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbIlYj62Mq4PxUCKAJDMywXQE3iDEm6XjUYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=3gKtG2P7qj4AX-6vEJ3&_nc_ht=video.cdninstagram.com&oh=5fef5c7caf0725e659620fa0fca353aa&oe=60BE380F&_nc_rid=2f664f7f02,https://www.instagram.com/p/CPrCQD9lMFI/,2021-06-03T21:03:42+0000,,,
26,1.789049059717886e+16,#urlaub #holiday #abschalten #enstpannen #kopffreikriegen #cuxhaven #cuxhavenduhnen #nordsee #nordseeliebe #küstenkind #küstenliebe #ebbe #flut #gezeiten #watt #meer #endlichzuhause #familytime #qualitytime #ichliebemeinekinder #spielspaßspannung #niemehrohneeuch,0.0,23.0,CAROUSEL_ALBUM,,https://www.instagram.com/p/CPq9h3eLMPk/,2021-06-03T20:22:08+0000,"{'data': [{'id': '17922535060637564'}, {'id': '17854650326576992'}, {'id': '17948349196442910'}, {'id': '17908746328801363'}, {'id': '17904142108875252'}, {'id': '17896880245994316'}, {'id': '17888114132202670'}, {'id': '18228854824047856'}, {'id': '17890454318180314'}]}",,
27,1.7878782203310504e+16,"Nach der #Ebbe kommt die #Flut 🌊🦀..

Die neue #Wasserkante ganz in der Nähe vom #FerienhausSeeluft. 

Schaut gerne vorbei. Link in Bio!🌾

#Ostfriesland #wattenmeer #unescoweltkulturerbe #gezeiten #watt #nordennorddeich #nordisch #salzwasserherz #urlaubmitkindern #nordsee #ebbeundflut #hintermdeich #meerweh #windig #urlaubwärejetztschön #nordseeküste #wattwanderung #wattwurm #auszeit #restart",0.0,10.0,IMAGE,https://scontent.cdninstagram.com/v/t51.29350-15/196332231_333685674811186_1772884681582899669_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=sc6y4idevEwAX-qxkH2&_nc_ht=scontent.cdninstagram.com&oh=e5c2e50e25fd3378d457ebdb6e56d6c0&oe=60BE27F9,https://www.instagram.com/p/CPq9Cmmtp-Y/,2021-06-03T20:17:52+0000,,,
