,conversation_id,created_at,date,time,timezone,user_id,username,name,tweet,Manual Labels,Auto Label,language,urls,Unnamed: 13,photos,hashtags,link
9524,1.32e+18,2020-11-06 19:20:01 India Standard Time,06-11-2020,19:20:01,530,8.64e+17,mydglobal,Leann HC,"""...we all need to do our share to be prepared."" Are you ready? Get your guide today.   https://t.co/vADdh8yRgA  #naturaldisaster #wildfire #floods #earthquake  https://t.co/6dn7dUO0d9",none,,en,['https://amzn.to/3cGbrrw'],,['https://pbs.twimg.com/media/EmJRTL8WoAE1-el.jpg'],"['naturaldisaster', 'wildfire', 'floods', 'earthquake']",https://twitter.com/MYDglobal/status/1324710632520884225
9525,1.32e+18,2020-11-06 18:06:05 India Standard Time,06-11-2020,18:06:05,530,3592336280.0,syedakbartoi,Syed Akbar,"#Hussainsagar lake: The table⬇️shows the extent of #encroachment on the #original #waterspread area of the iconic #lake. Had these encroachments not there, there would not have been #flash #floods in parts of #Khairatabad &amp; #Somajiguda. #HyderabadRains2020  https://t.co/1tekRyd9mp",none,,en,[],,['https://pbs.twimg.com/media/EmI_KqRVoAAJMtX.jpg'],"['hussainsagar', 'encroachment', 'original', 'waterspread', 'lake', 'flash', 'floods', 'khairatabad', 'somajiguda', 'hyderabadrains2020']",https://twitter.com/SyedAkbarTOI/status/1324692025455697920
9526,1.32e+18,2020-11-06 18:00:58 India Standard Time,06-11-2020,18:00:58,530,2381891834.0,shakeelgs_utats,Md Shakeel Ahmed Gen. Sec. UTA-TS,@ECISVEEP Requesting to Extend the enrollment dates of GRADUATES MLC VOTERS dates as Telangana State suffers a lot of difficulties in during earlier alloted period #Floods #covid_19 #heavyrainfallls atleast for fortnight... I @ShakeelGS_UTATS,flood,,en,[],,[],"['floods', 'covid_19', 'heavyrainfallls']",https://twitter.com/ShakeelGS_UTATS/status/1324690737372409856
9527,1.32e+18,2020-11-06 17:49:02 India Standard Time,06-11-2020,17:49:02,530,282091864.0,jamintl,JAMINTL,"JAM is assisting vulnerable, flood-affected communities through emergency food assistance, shelter and nutrition outreaches in #SouthSudan   #Floods #Africa #EmergencyResponse  https://t.co/1VBCJ1IAKM",flood,,en,[],,['https://pbs.twimg.com/media/EmI8egGWMAIfpnZ.jpg'],"['southsudan', 'floods', 'africa', 'emergencyresponse']",https://twitter.com/JAMINTL/status/1324687737182658562
9528,1.32e+18,2020-11-06 17:34:59 India Standard Time,06-11-2020,17:34:59,530,1.32e+18,hazardandhope,Hazard + Hope,We're thrilled to announce the release of our first episode which looks at 'What makes up flood water?'    https://t.co/u4edf2UtlV  We've created this to raise awareness of the significant threat that flood water can pose.  #flood #flooding #floods #floodwater #notjustmuddywater,none,,en,['https://youtu.be/MoMI6c27uOE'],,[],"['flood', 'flooding', 'floods', 'floodwater', 'notjustmuddywater']",https://twitter.com/HazardandHope/status/1324684198507126785
9529,1.32e+18,2020-11-06 17:10:09 India Standard Time,06-11-2020,17:10:09,530,2394657106.0,hancloke,Hannah Cloke,Really looking forward to the #ReadingClimateFestival 🌧️🌊 I'll be answering your questions on #floods &amp; #climate on 13 November ⤵️,none,,en,[],,[],"['readingclimatefestival', 'floods', 'climate']",https://twitter.com/hancloke/status/1324677949472296961
9530,1.32e+18,2020-11-06 16:51:09 India Standard Time,06-11-2020,16:51:09,530,2590835076.0,nh_india,National Herald,"Youth Congress leader #MohammadHarisNalapad had launched a unique solution seeking campaign #LetsTakeCharge’ , where he invited youngsters to share their ideas to improve infrastructure in #Karnataka and #Bengaluru that were hard hit by #floods recently  https://t.co/DNjPoJVa3c",flood,,en,['https://www.nationalheraldindia.com/national/lets-take-charge-karnataka-youth-congress-receives-20k-suggestions-for-infrastructure-improvement'],,[],"['mohammadharisnalapad', 'letstakecharge', 'karnataka', 'bengaluru', 'floods']",https://twitter.com/NH_India/status/1324673167487623168
9531,1.32e+18,2020-11-06 16:30:43 India Standard Time,06-11-2020,16:30:43,530,142316146.0,leeoconnor79,Lee O'Connor,https://t.co/dSd2SZojtr BIBA welcomes the report into the experiences of many residents and businesses affected by last year’s floods and shares the ambition to work with stakeholders  #BIBA #Floods #Insurance,none,,en,['http://ow.ly/oCI550CcayF'],,[],"['biba', 'floods', 'insurance']",https://twitter.com/LeeOConnor79/status/1324668025933619200
9532,1.32e+18,2020-11-06 16:14:16 India Standard Time,06-11-2020,16:14:16,530,3184796214.0,unfpa_vietnam,UNFPA Viet Nam,"VOV Traffic News: At least 5.5 million people have been affected by #floods in Central #Vietnam, including more than 1,3 million women of #reproductive age. UNFPA provides USD540,000 for #Dignity Kits and other essential supplies &amp; services for women:  https://t.co/DTyRGepTpC  https://t.co/2slRuYgdJj",flood,,en,['https://bit.ly/3eALuKX'],,"['https://pbs.twimg.com/media/EmIl6MEVoAMloIW.jpg', 'https://pbs.twimg.com/media/EmImanxUcAIslU_.jpg', 'https://pbs.twimg.com/media/EmImvlOVgAI9dtu.jpg', 'https://pbs.twimg.com/media/EmImvlXVoAE-vhs.jpg']","['floods', 'vietnam', 'reproductive', 'dignity']",https://twitter.com/unfpa_vietnam/status/1324663888734904320
9533,1.32e+18,2020-11-06 15:14:16 India Standard Time,06-11-2020,15:14:16,530,89711639.0,trf_climate,TRF Climate,"More than 70 people reported killed across Central America due mostly to mudslides brought by storm #Eta, and hundreds stranded on rooftops or cut off by #floods  https://t.co/MdSfE23Nkx",flood,,en,['https://tmsnrt.rs/2U0SLdu'],,[],"['eta', 'floods']",https://twitter.com/TRF_Climate/status/1324648786828951552
9534,1.32e+18,2020-11-06 14:50:45 India Standard Time,06-11-2020,14:50:45,530,4628763076.0,floodalliance,Zurich Flood Resilience Alliance,Learn how @mercycorps_uk have supported local governments in Nepal to develop climate smart and risk informed plans that increase #resilience to the #pandemic as well as natural hazards like #floods in new blog from @sazzannpn and @Yokookura01 👉  https://t.co/DAyUC8OFfw  https://t.co/au3lyWuMpO,none,,en,['https://floodresilience.net/blogs/strengthening-community-resilience-in-times-of-covid-19'],,['https://pbs.twimg.com/media/EmITlEJW0AEhYOM.jpg'],"['resilience', 'pandemic', 'floods']",https://twitter.com/floodalliance/status/1324642869047603200
9535,1.32e+18,2020-11-06 14:43:07 India Standard Time,06-11-2020,14:43:07,530,892995073.0,ifrcafrica,IFRC Africa,"#SouthSudan #floods have affected nearly one million people.    @SSRCS has been #onthefrontline, bringing essential household items to families affected by #flooding including in Bor, South Sudan. #FridayMotivation  https://t.co/vH31ouVE4t",flood,,en,[],,['https://pbs.twimg.com/media/EmIRu-9WMAEE2vl.jpg'],"['southsudan', 'floods', 'onthefrontline', 'flooding', 'fridaymotivation']",https://twitter.com/IFRCAfrica/status/1324640947779571720
9536,1.32e+18,2020-11-06 14:40:51 India Standard Time,06-11-2020,14:40:51,530,1.23e+18,10tvn,10Tv News,గోదావరికి వరదలొచ్చిన ఆగని పోలవరం పనులు..  #PolavarmProject #Floods #Godavari #AndhraPradesh    https://t.co/aUmjLlAbOG,,,te,['https://10tv.in/polavaram-works-still-working-even-floods-from-godavari/'],,[],"['polavarmproject', 'floods', 'godavari', 'andhrapradesh']",https://twitter.com/10tvN/status/1324640376766959618
9537,1.32e+18,2020-11-06 14:36:01 India Standard Time,06-11-2020,14:36:01,530,1377339774.0,saado_ssd,SAADO,"08:229, 031:086 &amp; Alt-4516M #SAADO`s WGFS in Jiech-Ayod submerged in #Floods. The WGFS was established to provide women and girls with safer place in order to access services, info &amp; much needed psychosocial &amp; peer support. The floods &amp;  hyacinth stampedes operations #UNFPA #SSOT  https://t.co/EsS0x21Rok",none,,en,[],,"['https://pbs.twimg.com/media/EmIQAE_XYAEFgua.jpg', 'https://pbs.twimg.com/media/EmIQAFWXYAQqzXt.jpg', 'https://pbs.twimg.com/media/EmIQAFjXgAE3YoA.jpg']","['saado', 'floods', 'unfpa', 'ssot']",https://twitter.com/SAADO_SSD/status/1324639163854049280
9538,1.32e+18,2020-11-06 14:30:00 India Standard Time,06-11-2020,14:30:00,530,55186601.0,nst_online,New Straits Times,"#NSTnation ""There will be no cramped halls as an entire school will be utilised as a relief centre. Some families will use its classrooms.""    https://t.co/OQ3SBTTyo1  #Pahang #Floods #Monsoon #SOP",none,,en,['https://www.nst.com.my/news/nation/2020/11/638668/new-normal-evacuation-centres'],,[],"['nstnation', 'pahang', 'floods', 'monsoon', 'sop']",https://twitter.com/NST_Online/status/1324637647126597637
9539,1.32e+18,2020-11-06 14:00:04 India Standard Time,06-11-2020,14:00:04,530,898507447.0,intelligentins,Intelligent Insurer,none,flood,,en,['https://bit.ly/3k3zsuX'],,[],"['insurance', 'floods', 'protection']",https://twitter.com/intelligentins/status/1324630114940919808
9540,1.32e+18,2020-11-06 13:13:07 India Standard Time,06-11-2020,13:13:07,530,140791698.0,mixdevil66,MIX,"New Technology May Save #Venice From Future Devastating #Floods. MOSE, a flooding defense system that creates a temporary dam, can prevent devastating floods that frequently create damage in Venice.  https://t.co/P1eH181sli  https://t.co/v92s9r0lkm",flood,,en,['https://mymodernmet.com/mose-system-venice-flooding/'],,"['https://pbs.twimg.com/media/EmH9QTYXYAEoW-z.png', 'https://pbs.twimg.com/media/EmH9S_uWkAAcxJE.png']","['venice', 'floods']",https://twitter.com/mixdevil66/status/1324618300018614272
9541,1.32e+18,2020-11-06 12:42:27 India Standard Time,06-11-2020,12:42:27,530,253615321.0,alexwitzleben,Alex von Witzleben,Storm Eta leaves many dozens dead across Central America  https://t.co/blrkkJtkgp #flooding #floods #ClimateActionNow #ClimateChangeIsreal #ClimateEmergency #ClimateCrisis #GretaThunberg,flood,,en,['https://www.theguardian.com/world/2020/nov/05/storm-eta-leaves-many-dozens-dead-across-central-america?CMP=Share_AndroidApp_Other'],,[],"['flooding', 'floods', 'climateactionnow', 'climatechangeisreal', 'climateemergency', 'climatecrisis', 'gretathunberg']",https://twitter.com/AlexWitzleben/status/1324610582268518401
9542,1.32e+18,2020-11-06 12:33:06 India Standard Time,06-11-2020,12:33:06,530,147156224.0,frakara,francesco cara,"Category 4 #HurricaneEta has unleashed torrential rains throughout #CentralAmerica  causing widespread #Floods, devastating #mudslides and nearly 100 #deaths in #Guatemala #Honduras #Nicaragua #CostaRica @ClimateReality #ClimateCrisis  https://t.co/H6gdpmlfwU",flood,,en,['https://www.nytimes.com/2020/11/05/world/americas/eta-guatemala-mudslides-central-america.html'],,[],"['hurricaneeta', 'centralamerica', 'floods', 'mudslides', 'deaths', 'guatemala', 'honduras', 'nicaragua', 'costarica', 'climatecrisis']",https://twitter.com/frakara/status/1324608228844601344
9543,1.32e+18,2020-11-06 12:00:56 India Standard Time,06-11-2020,12:00:56,530,1309973761.0,oakarservices,Oakar Services,Use  https://t.co/8k5NxuRsIT Enterprise Time analysis feature to analyse the impacts of natural calamities over time.  #Floods #earthquake #BlackFriday  https://t.co/C40Oa6W6dD,none,,en,['http://M.App'],,['https://pbs.twimg.com/media/EmHsc_LXIAA1LNa.jpg'],"['floods', 'earthquake', 'blackfriday']",https://twitter.com/OakarServices/status/1324600135662346240
9544,1.32e+18,2020-11-06 11:52:34 India Standard Time,06-11-2020,11:52:34,530,220826105.0,axolotcat,Enrique Velasco,#rural #floods,none,,und,[],,[],"['rural', 'floods']",https://twitter.com/AxolotCat/status/1324598030000148482
9545,1.32e+18,2020-11-06 11:37:15 India Standard Time,06-11-2020,11:37:15,530,8.29e+17,wfp_southsudan,WFP South Sudan,"#HappeningNow: @WFP providing food assitance to people affected by floods in Jonglei, taking refuge in Mangalla. The host communities are also receiving assitance.  #SSOT #Floods  https://t.co/VRdHbs5U9w",flood,,en,[],,"['https://pbs.twimg.com/media/EmHm52MXgAAqQma.jpg', 'https://pbs.twimg.com/media/EmHm52nXgAASnWA.jpg']","['happeningnow', 'ssot', 'floods']",https://twitter.com/WFP_SouthSudan/status/1324594175719968768
9546,1.32e+18,2020-11-06 11:18:45 India Standard Time,06-11-2020,11:18:45,530,1.16e+18,qazetaz1,Qazetaz,Dozens dead as Eta wreaks waterlogged havoc on Central America  https://t.co/C2I3n1j9lo   #CentralAmerika #disaster #floods #NaturalDisaster,flood,,en,['https://qazet.az/headlines/world-en/212124/'],,[],"['centralamerika', 'disaster', 'floods', 'naturaldisaster']",https://twitter.com/qazetaz1/status/1324589517223923712
9547,1.32e+18,2020-11-06 11:04:23 India Standard Time,06-11-2020,11:04:23,530,1.05e+18,pigeonexpress_,The Pigeon Express,At least 70 people died as Hurricane Eta wreaks catastrophic flooding on Central America #HurricaneEta #CentralAmerica #Floods #Eta #Landslide #Flooding  https://t.co/peIfpOEjB4,flood,,en,['https://www.thepigeonexpress.com/at-least-70-people-died-as-hurricane-eta-wreaks-catastrophic-flooding-on-central-america/'],,[],"['hurricaneeta', 'centralamerica', 'floods', 'eta', 'landslide', 'flooding']",https://twitter.com/PigeonExpress_/status/1324585903386292225
9548,1.32e+18,2020-11-06 10:55:39 India Standard Time,06-11-2020,10:55:39,530,9.22e+17,muhammedhajiali,Mohammed Haji Ali,"My friend house has #Affected with #Floods in 0ct 2020 but he didn't got any Flood amount from #TelanganaGovernment  so, I kindly req to @TelanganaCMO @KTRTRS @CommissionrGHMC @GHMCOnline #RajendernagerGHMC @CollectorRRD please look on this if he is eligible pls help him thankyou  https://t.co/KIlULwfJUG",flood,,en,[],,['https://pbs.twimg.com/media/EmHd2oQUYAA-Pkj.jpg'],"['affected', 'floods', 'telanganagovernment', 'rajendernagerghmc']",https://twitter.com/MuhammedHajiAli/status/1324583706179170305
9549,1.32e+18,2020-11-06 10:50:03 India Standard Time,06-11-2020,10:50:03,530,1.16e+18,watchourcity,WatchOurCity.com,(AP News) Eta back to sea as Central America tallies damages and dead  https://t.co/5veNVItFjk #AccidentsAndDisasters #Caribbean #CentralAmerica #DiseasesAndConditions #Environment #EnvironmentAndNature #Floods,flood,,en,['https://watchourcity.com/ap-news/eta-back-to-sea-as-central-america-tallies-damages-and-dead/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter'],,[],"['accidentsanddisasters', 'caribbean', 'centralamerica', 'diseasesandconditions', 'environment', 'environmentandnature', 'floods']",https://twitter.com/WatchOurCity/status/1324582297069363200
