Unnamed: 0,Id,title,time,keywords,data source,country,source URL,body,language
4204,1.4e+18,,2021-05-30 01:52:40+00:00,"['hilvreb', 'superrugbytt']",Twitter,Australia,https://twitter.com/rugbycomau/status/1398880016302186500,⛈ The drought has broken!  #HILvREB #SuperRugbyTT  MATCH CENTRE:  https://t.co/F3BTGhZR1k  https://t.co/RERj4TrZDq[],English
2533,1.4e+18,,2021-06-03 12:51:04+00:00,,Twitter,Jamaica,,You know you've made it when you start getting a flood of  https://t.co/7U5ivMQSMt spam sign ups. Let the Hunger Games begin.  https://t.co/Gof5Xedz5H,English
3558,1.13e+18,,2021-04-26 20:03:36+00:00,"['upbeatdocumentary', 'floodsfromhell', 'nairobiupbeat', 'blameitondon', 'kiberiti', 'budalangi', 'floods', 'endmalaria']",Twitter,,https://twitter.com/NairobiUpbeat/status/1386689926943715328,Floods From Hell: The Untold Short Story of Budalangi With @BlameItOnDon  Watch Video & SUBSCRIBE:  https://t.co/7xdqe87cNb  #UpbeatDocumentary #FloodsFromHell #NairobiUpbeat #BlameItOnDon Safaricom Kitengela #Kiberiti #Budalangi #Floods #EndMalaria[],English
3781,1.11e+18,,2021-04-19 22:37:20+00:00,"['phillipenes', 'bicol', 'floods']",Twitter,,https://twitter.com/Xy5Z89/status/1384191900958138371,"🇵🇭#Phillipenes #Bicol #Floods -REPORT-  Tropical Storm SURIAGE (also known as BISING in the Philippines) is heading north-west through the Philippine Sea. With a maximum sustained wind of 231 km/h,[]",English
3871,3111226033.0,,2021-04-16 03:36:13+00:00,"['floods', 'gpwx']",Twitter,,https://twitter.com/TimMelino/status/1382817563625725953,"Outside Money #FLOODS Mayor’s Race, Raising Ethics Concerns  https://t.co/qgugz0KmvR #GPWX[]",English
3215,1.11e+18,,2021-06-05 22:21:55+00:00,"['nigeria', 'abudja', 'floods']",Twitter,,https://twitter.com/Xy5Z89/status/1390348613956558850,"🇳🇬#Nigeria #Abudja #Floods  Nigerian authorities released an alert on Thursday, warning of heavy flooding this year in 28 of the country's 36 states and the Federal Capital Territory.[]",English
3803,7.58e+17,,2021-04-19 03:30:28+00:00,"['floods', 'newbrunswick']",Twitter,,https://twitter.com/JustCanadianGal/status/1383903281190105090,New Brunswick authorities warn of potential ice jams and flooding this weekend  #floods #newbrunswick   https://t.co/IoQgNIbQ1K[],English
3475,2923139642.0,,2021-04-29 06:30:05+00:00,"['rain', 'flash', 'oklahoma', 'arkansas', 'missouri', 'climate', 'floods', 'flooding', 'storms', 'emergencymanagment', 'sandbags', 'quickfill']",Twitter,,https://twitter.com/Q_Fill/status/1387572362548334595,"Because of ongoing heavy #rain , #flash-flood warnings were issued from central #Oklahoma, through the northwest corner of #Arkansas into southwestern #Missouri today.   https://t.co/Ot2ILkyOpb  #climate #floods #flooding #storms #emergencymanagment #sandbags #quickfill  https://t.co/TVTkTq3lTW['https://pbs.twimg.com/media/E0GltgqXMAEJmzw.jpg']",English
3590,8.78e+17,,2021-04-24 14:22:47+00:00,"['destroyed', 'aftermath', 'floods', 'landslides', 'malaka', 'indonesia']",Twitter,,https://twitter.com/sopaimages/status/1385879381730500610,"Yulius Fahik (R) and his brother walk around #destroyed houses during the #aftermath of flash #floods and #landslides that hit several areas in East Nusa Tenggara, #Malaka, #Indonesia on April 16, 2021. Photo by Risa Krisadhi for SOPA Images  https://t.co/TxdUrlHP0l['https://pbs.twimg.com/media/Ezuh8lHVoAMsji1.jpg']",English
3149,179235678.0,,2021-10-05 01:33:10+00:00,"['floods', 'unitedstates']",Twitter,,https://twitter.com/SingingInDCloud/status/1391483906482900993,rt @wef  Flood damage to rise to $32 billion by 2051 - in U.S. alone  https://t.co/nJmQGUC563 #Floods #UnitedStates  https://t.co/GzStyWh1EX['https://pbs.twimg.com/media/E0-LLehXMBAFVNC.png'],English
3350,1.11e+18,,2021-03-05 21:03:54+00:00,"['yemen', 'saana', 'floods', 'update']",Twitter,,https://twitter.com/Xy5Z89/status/1389241814767579137,"🇾🇪#Yemen #Saana #Floods #UPDATE -REPORT-  Heavy rains have caused flash floods and floods in parts of Yemen, resulting in deaths and property damage. At least 13 people have died in the governorates of Sanaa, Ibb, Shabwa, and Hodeida, according to media reports.[]",English
2536,1.4e+18,,2021-06-03 12:16:48+00:00,,Twitter,Jamaica,,"@warmsolid Of course! Conventional wisdom is that disasters are specific events, in which a hazard (hurricane, earthquake, bombing, flood) intersects with vulnerability, which people and our societies build. That’s good and useful but...",English
2624,1.4e+18,,2021-06-02 12:28:49+00:00,,Twitter,Jamaica,,Plumber on his way What a night/morning. Had a flood in my home. What else to addnto the list? 😫😤,English
3916,1.3e+18,,2021-04-14 06:49:06+00:00,"['climateadaptation', 'floods']",Twitter,,https://twitter.com/DrADedekorkut/status/1382141327526166529,"Gold Coast is debating whether to build up or out, at the same time developers are pushing for opening up the floodplains to development. What do you think? #climateadaptation #floods   https://t.co/jEGd8hmkjI[]",English
2656,1.4e+18,,2021-06-01 23:55:46+00:00,,Twitter,Jamaica,,"Lemons.  Great in savory or sweet preparations. Medicinal. Rich source of tasty smelly essential oils.  So useful in many ways.  You can sprout the seeds for free plants. Acidic juice is great in sauces, desserts, as seasoning, salads. Sometimes lemons are invisible.  10/10",English
3668,1.31e+18,,2021-04-22 13:02:02+00:00,"['rivers', 'spring', 'ice', 'floods']",Twitter,,https://twitter.com/scalingecology/status/1385134282679721987,A boreal river waiting for ice melt and subsequent flooding. This photo was taken on the bank of the River Iijoki earlier this morning.  #rivers #spring #ice #floods  https://t.co/vq81lNmpsQ['https://pbs.twimg.com/media/Ezj8PxEXEAIw1dj.jpg'],English
3622,1.17e+18,,2021-04-23 18:49:10+00:00,['floods'],Twitter,,https://twitter.com/RECEIPT_eu/status/1385584031199281153,☔️ River #floods have displaced over 100M people in just the last decade. 📈 Floods are increasing in frequency and intensity. ➡️ Understanding their patterns can save lives. Join our webinar on ☔️flood modeling & displacement risk on 📅 30 April 11:00 CET  https://t.co/qwysRbaem5  https://t.co/0TfDHONclb['https://pbs.twimg.com/media/EzqVVLCWEAIMXBj.jpg'],English
3229,17398852.0,,2021-06-05 16:58:10+00:00,"['hurricane', 'hurricaneseason', 'storms', 'floods', 'blackouts']",Twitter,,https://twitter.com/tsepulveda/status/1390267139966308356,"Being prepared for the next emergency isn't hard at all. You just need the ""know how.""   Sign-up for the next Emergency Prep 101 Webinar. It will be LIVE, Virtual and FREE - May 20, 2021 @ 8 pm CST.   https://t.co/6RCYOig7jP  #hurricane #hurricaneSeason #storms #floods #blackouts  https://t.co/ttlRcYggjZ['https://pbs.twimg.com/media/E0s4VEKXMAUBd-d.jpg']",English
3867,72740377.0,,2021-04-16 05:57:23+00:00,"['climatechange', 'climatechange', 'ouramerica', 'natgeo', 'floods', 'urbanheatislands']",Twitter,,https://twitter.com/CecilyTynan/status/1382853090831896578,"The biggest environmental issue facing our planet now is #climatechange & our area is already being impacted. And, it’s disproportionately affecting lower income neighborhoods. #climatechange #ouramerica #natgeo #floods #urbanheatislands  https://t.co/6F2mu3OInO[]",English
2608,1.4e+18,,2021-06-02 16:30:30+00:00,,Twitter,Jamaica,,"As Venice #FLOODS, a Lush, Malice-Infused Mystery Unfolds  https://t.co/LMh4Eda2Lu  #GlobalWarming #climatechange",English
4006,3111226033.0,,2021-10-04 14:21:14+00:00,"['floods', 'gpwx']",Twitter,,https://twitter.com/TimMelino/status/1380805562464673796,"Rain, #FLOODS, possible tornadoes bombard Texas, Oklahoma  https://t.co/sAn9enIVzh #GPWX[]",English
3784,1.18e+18,,2021-04-19 22:23:01+00:00,"['humanrights', 'malnutrition', 'timorleste', 'crops', 'floods']",Twitter,,https://twitter.com/PulseHuman/status/1384188296541077517,"🗞 The @UN and #humanrights organisations have raised concerns about #malnutrition in #TimorLeste, many #crops were destroyed during the worst #floods the country had seen in 45 years.   https://t.co/zdNQCO1PtV[]",English
3466,9.48e+17,,2021-04-29 16:43:31+00:00,"['floods', 'remotesensing', 'eo']",Twitter,,https://twitter.com/guy_schumann/status/1387726735949639686,"Great @EuroGeosciences session HS6.5 this morning on #floods & #remotesensing, #EO. A big thanks to everyone participating![]",English
2679,1.4e+18,,2021-06-01 20:42:27+00:00,,Twitter,Jamaica,,@KaliHoochie I’m waiting for the floods of yes yes pick me pick me😂🍿,English
3555,176179746.0,,2021-04-26 21:51:20+00:00,"['floods', 'droughts', 'vegu21']",Twitter,,https://twitter.com/DrLouiseSlater/status/1386717038828261381,We are greatly looking forward to hearing about your exciting research on #floods and #droughts tomorrow!  #vEGU21 @EGU_HS @EuroGeosciences   https://t.co/thZgYslgxh[],English
2530,1.4e+18,,2021-06-03 14:43:53+00:00,,Twitter,Jamaica,,Hit me hard.  Pummel my walls.  Reach my tower.  Dim my light.  But I still stand strong.  Wash away my #tears.  #Flood my floors.  Climb my sides.  But I still stand strong.  Darken the skies.  Blacken the night.  Moan in fury.  But I will always stand #strong.  @SusanneLeist  https://t.co/wdg7Q7dhxX,English
4088,1.4e+18,,2021-06-06 03:46:03+00:00,[],Twitter,Australia,https://twitter.com/aeri_zayllz1/status/1401445263504379906,@ httptaengod giselle next level[],English
2496,1.4e+18,,2021-06-04 03:02:21+00:00,,Twitter,Jamaica,,"IDM camp located at Ingyinyan tonwship, Kachin state has been facing with drinking water shortage as heavy rain led a flood there. Access to safe water resources has become one important factor in every IDM. #June4Coup  #WhatsHappeningInMyanmar  https://t.co/ujY4y7ebJG",English
3306,1.2e+18,,2021-04-05 15:16:24+00:00,"['data', 'floods']",Twitter,,https://twitter.com/ponderwall/status/1389516753911304192,We asked an insurance expert to explain how the national flood insurance program works and why it’s in dire need of fixing.   https://t.co/wsH0Hvj9p9 #data #floods  https://t.co/tZWgGGCgjv['https://pbs.twimg.com/media/E0iOHqOWQAYmqmU.jpg'],English
3589,1.36e+18,,2021-04-24 15:52:58+00:00,"['floods', 'queensland', 'ipswich']",Twitter,,https://twitter.com/HenricusNature/status/1385902076660621312,"Local main river today - water quite normally low ; marker of where the river can come up to ; plaque recognises 2012 #floods #Queensland #Ipswich  https://t.co/LOtHefdapy['https://pbs.twimg.com/media/Ezu2lfkVcAUxkb8.jpg', 'https://pbs.twimg.com/media/Ezu2lfjVcAEqCm9.jpg', 'https://pbs.twimg.com/media/Ezu2lhjUcAMXF31.jpg', 'https://pbs.twimg.com/media/Ezu2lkHVgAE8sXK.jpg']",English
3519,39844441.0,,2021-04-28 05:01:03+00:00,"['climatechange', 'monster', 'heatwaves', 'wildfires', 'floods', 'love', 'life']",Twitter,,https://twitter.com/XOEarth/status/1387187565678137349,@MedtronicJobs Hire me for 🦉digital+social+mktg if you promise to INVEST 24%* of your net inc in nature projects that cool our fun+rad+dying biosphere. #ClimateChange #Monster #Heatwaves #Wildfires #Floods may kill 45% of all mc life in 5yrs.  https://t.co/pLI4iXSAgO #Love #Life[],English
3630,39844441.0,,2021-04-23 11:00:14+00:00,"['1yeartosaveearth', 'climatechange', 'monster', 'heatwaves', 'wildfires', 'floods']",Twitter,,https://twitter.com/XOEarth/status/1385466018391216129,.@espn #1YearToSaveEarth Hire me to do A+ social media & PR if you promise to INVEST 24%* of your ni in nature projects that cool our fun+rad+dying biosphere. So #ClimateChange #Monster #Heatwaves #Wildfires #Floods do not kill 45% of all mc life in 5 yr.  https://t.co/pLI4iXSAgO[],English
2716,1.4e+18,,2021-05-28 09:17:07+00:00,,Twitter,Bolivia,,Pender floods.  Locals are on record telling developers and the planning commission that Pender floods. 4/5  Hampstead Developer Gets Planners’ OK  https://t.co/YPWLYzvERG,English
3539,1.03e+18,,2021-04-27 06:58:45+00:00,"['rrt', 'fcc', 'farmerscommunityconnect', 'floods']",Twitter,,https://twitter.com/RRT_AU/status/1386854799279366145,"RRT is heading to Wingham & Kempsey next month with 1,500 bales of hay for flood affected farmers! For more information or to register, visit  https://t.co/GrR7Wu0ubO #RRT #FCC #FarmersCommunityConnect #Floods  https://t.co/S3DGwOxmQt[]",English
3507,304568228.0,,2021-04-28 13:34:09+00:00,"['earthquake', 'riots', 'floods', 'masks', 'latur', 'earthquake', 'stonewalls']",Twitter,,https://twitter.com/DrHarish139/status/1387316692615798789,"Families who lost their loved ones in #earthquake , #riots , #floods have been compensated.  Some clam that negligence can never be compensated such as not wearing #Masks .  Well did we not compensate #Latur #earthquake victims though the poorly designed #stonewalls  killed them[]",English
2554,1.4e+18,,2021-06-03 09:33:30+00:00,,Twitter,Jamaica,,@ My Talented friends it’s summertime & this needs updating!!! Flood da streets!!!   https://t.co/9tgWVBHm7z,English
2637,1.4e+18,,2021-06-02 09:45:09+00:00,,Twitter,Jamaica,,"The @CNYCN @nychousing @NewYorkStateAG Homeowner Help Desk connects homeowners to housing counseling, legal services, financial assistance, scam prevention, flood insurance counseling and more. If you need help, get in touch! Call 1-855-HOME-456 or go to  https://t.co/2vjYRkEnwP  https://t.co/Zayc4Z5jqw",English
2466,308297667.0,,2021-12-05 23:23:00+00:00,,Twitter,USA,,"RT @SenatorRobHogg: When @CityofCRIowa city council talks about planning and neighborhoods . . . 

>> Violated long-standing land use & flo…",English
3903,1.11e+18,,2021-04-14 21:52:10+00:00,"['colombia', 'villavicencio', 'floods']",Twitter,,https://twitter.com/Xy5Z89/status/1382368593887760386,"🇨🇴#Colombia #Villavicencio #Floods  In the Colombian city of Villavicencio, flash floods were triggered by heavy rain. Heavy rains began to fall on April 11, causing significant flooding in Villavicencio. According to the local government, 200 families were affected.  https://t.co/CI1LHpOpmn['https://pbs.twimg.com/media/Ey8o6Q0W8AMam5V.jpg']",English
2516,1.4e+18,,2021-06-03 18:11:01+00:00,,Twitter,Jamaica,,@ra_al_vi @f4bles @RDRv3 I’m guessing Pixel with its price point and camera would run the market — if it was more widely available. So strange a company with a ubiquitous search engine and deep pockets doesn’t undercut the other manufacturers and flood the market with mid tier handsets.,English
3326,475832716.0,,2021-04-05 03:27:42+00:00,"['somalia', 'raining', 'floods']",Twitter,,https://twitter.com/looge99/status/1389338403267878914,"This is situation in different places in Somalia  during the Raining time.. There are devastating and material losses... The journey with rain seasons is very difficult,because of lack roads and   infrastructure ..my allah keep and save them. #Somalia #raining #floods  https://t.co/fMzY7zekf8['https://pbs.twimg.com/media/E0fr5qLXEAY25G6.jpg', 'https://pbs.twimg.com/media/E0fr6OnXEAg_4cZ.jpg', 'https://pbs.twimg.com/media/E0fr6bUXEAEpj4v.jpg']",English
3814,3301926908.0,,2021-04-19 03:06:35+00:00,['floods'],Twitter,,https://twitter.com/gridpointwx/status/1383897269796098052,Storm #FLOODS D.C. Metro station  https://t.co/tg8NKwHnpV[],English
3075,7.38e+17,,2021-12-05 09:37:22+00:00,"['films', 'floods', 'victims', 'essays', 'stories', 'poems']",Twitter,,https://twitter.com/_TMYS_/status/1392330533997146112,"Indian and Global #films. How have they depicted #floods and flood #victims? Welcoming Dr. Suchandra Ghatak as a speaker. TMYS Review Sept 2021  Calling for #essays, #stories, #poems on Migration, Resettlement and Displacement of Flood victims.  https://t.co/yEphjmZDgt  https://t.co/QIrjC6B38S['https://pbs.twimg.com/media/E1KMgiPUYAIN-MO.jpg']",English
3389,1.31e+18,,2021-02-05 11:27:04+00:00,"['sewer', 'floods', 'podcast']",Twitter,,https://twitter.com/AntoineWalter7/status/1388734264452304896,"What if we could avoid Fatbergs, #Sewer Blockages, and #Floods? That's what Brian Moloney shares us in this week's #Podcast. 🎧 Fatbergs Right Ahead? Not if you Harvest the Right Data! ▶ Listen to the full episode on your favorite Podcatcher, or on  https://t.co/PaCpbIkwNx  https://t.co/tICuNEMuX3['https://pbs.twimg.com/media/E0XGdBEXMAUHAuE.jpg']",English
3846,1.11e+18,,2021-04-17 04:05:26+00:00,"['indonesia', 'jawabarat', 'westjava', 'floods', 'westheradvisory']",Twitter,,https://twitter.com/Xy5Z89/status/1383187303858855943,"🇮🇩#Indonesia #JawaBarat #WestJava #Floods #WestherAdvisory -REPORT-  Since 14 April, heavy rain has been falling on Java Island (particularly in East Java Province), causing rivers to overflow (particularly the Kelok and Ganda Rivers) and flooding,[]",English
3453,865004888.0,,2021-04-29 22:37:17+00:00,"['ksa', 'ksatweather', 'makkah', 'floods']",Twitter,,https://twitter.com/sajjadrana74/status/1387815764242149379,"#KSA #KSATweather  #Makkah #floods with heavy rains,   https://t.co/wTgwu545k7[]",English
3455,4077278872.0,,2021-04-29 20:17:15+00:00,"['floods', 'disasterpreparedness', 'preparedness', 'emergencymanagement']",Twitter,,https://twitter.com/YorkCountyEMA/status/1387780523406266379,Visit  https://t.co/7s7UNfUpaU to learn more about the risks of flooding in your area and details about coverage from the National Flood Insurance Program.  #floods #disasterpreparedness #preparedness #emergencymanagement[],English
3704,3301926908.0,,2021-04-21 11:06:53+00:00,['floods'],Twitter,,https://twitter.com/gridpointwx/status/1384742919672848389,Louisiana begins cleanup after #FLOODS destroy tens of thousands of homes  https://t.co/wf1sl7lXg8[],English
3625,1.21e+18,,2021-04-23 18:04:50+00:00,"['maharashtra', 'cashew', 'farmers', 'floods', 'secondcovidwave']",Twitter,,https://twitter.com/GaonConnectionE/status/1385572873805340676,#Maharashtra's #cashew #farmers were hoping profits this year after two successive years of losses — due to the #floods of 2019 and the pandemic-induced lockdown last year. But the #SecondCOVIDWave has added to their woes this year. More details here:    https://t.co/swz7QuuX4L[],English
2661,1.4e+18,,2021-06-01 23:35:12+00:00,,Twitter,Jamaica,,"Hard seltzer. Not flavorful or sugary enough to slow consumption.  Fizzy. Cans are recyclable, but pile up quickly. Often come in puny 12oz cans and 99% of time are only 5% alcohol. Heavier and generates more garbage than drinking hard liquor, and more expensive. 8/10",English
3813,7.58e+17,,2021-04-19 03:15:18+00:00,"['flooding', 'floods']",Twitter,,https://twitter.com/JustCanadianGal/status/1383899464604131340,"Heavy rain triggers flooding across Singapore, Environment News & Top Stories - The Straits Times  #flooding bad this year  #floods  how high in Singapore  up to the knees? Thighs?   https://t.co/ciBecwSt8D[]",English
3818,349061160.0,,2021-04-18 14:04:26+00:00,"['sutherlandshire', 'hawkesbury', 'nepean', 'floods', 'cyclone', 'cronulla', 'ses']",Twitter,,https://twitter.com/MarkSpeakman/status/1383700436650135557,"🟠🔵Celebrating with the heroes of @NSWSES #SutherlandShire. 🟠🔵74,000 volunteer hours keeping us safe last year.  🟠🔵Recent tours of duty to the #Hawkesbury/#Nepean #floods, Queensland, western NSW (Bourke/Walgett/Moree) and the WA #cyclone.  🙏 🙏🙏 #Cronulla #SES  https://t.co/HAKxwUHrhp['https://pbs.twimg.com/media/EzPkNWIUYAIuF0l.jpg', 'https://pbs.twimg.com/media/EzPkNXSVUAk-3Mu.jpg', 'https://pbs.twimg.com/media/EzPkNYGVIAc99jW.jpg']",English
3331,9.71e+17,,2021-04-05 02:01:50+00:00,['floods'],Twitter,,https://twitter.com/CongletonFS/status/1389316794247225347,"Please takecare during the wet weather, roads can be dangerous during heavy rainfall. Surface water can cause loss of grip or traction when driving. Homes are also at risk during spate weather conditions so please refer to the link for advice.  #Floods  https://t.co/FKQ8QOK1ss  https://t.co/I6aht6MO6q['https://pbs.twimg.com/media/E0fYQvqXEAEFhPE.jpg']",English
3661,1.31e+18,,2021-04-22 15:45:33+00:00,"['rivers', 'streams', 'spring', 'floods']",Twitter,,https://twitter.com/scalingecology/status/1385175435399647236,A tributary stream entering the River Iijoki shown in the background. The photo taken this morning.  #rivers #streams #spring #floods  https://t.co/z8vbiI29Ps['https://pbs.twimg.com/media/Ezkhph7XsAEkhyh.jpg'],English
3128,7.1e+17,,2021-11-05 01:44:02+00:00,"['mondayafternoon', 'g7summit', 'climatecrisis', 'cop26', 'floods', 'weather', 'climate']",Twitter,,https://twitter.com/CCLSVN/status/1391849028132904961,"#MondayAfternoon Reading - The #G7Summit and the #ClimateCrisis; Back to #COP26 goes Sir David; #Floods in Africa, and the Price of Corn. These stories and more on @climateguyw 's daily digest of #weather & #Climate news[]",English
3665,1.36e+18,,2021-04-22 13:21:53+00:00,"['earthday', 'climateaction', 'prevention', 'floods', 'fires']",Twitter,,https://twitter.com/ipaff2020/status/1385139280729845761,"Today we celebrate Earth day: this day marks the anniversary of the birth of the modern environmental movement in 1970. Let's always remember how our actions, even the smallest, can have a consequence on our planet #EarthDay #ClimateAction #prevention #floods #fires @ipaff2020  https://t.co/Vtb9Vge0qq['https://pbs.twimg.com/media/Ezj_6cMXEAAUOTt.jpg']",English
2535,1.4e+18,,2021-06-03 12:18:02+00:00,,Twitter,Jamaica,,@warmsolid what we say is that even the category of disaster says some suffering is okay and legitimate and some is not. Losing a house because it floods gets you access to government aid; losing a house because you don’t have a job doesn’t. We ask why that is.,English
4068,1.4e+18,,2021-06-06 09:20:26+00:00,[],Twitter,Australia,https://twitter.com/aeri_zayllz1/status/1401529414421155842,johnny looks like he's a senior idol to them already 😭 he really matured early on and never aged then and there  https://t.co/V3GNxHIJDF['https://pbs.twimg.com/media/E3M7ky7UUAEyfpx.jpg'],English
3477,285825654.0,,2021-04-29 04:23:58+00:00,"['indianaclimatechange', 'climatechange', 'floods']",Twitter,,https://twitter.com/LarryKraft1/status/1387540623155105793,Goshen Indiana's Aaron Sawatsky-Kingsley on climate change and flooding in @Goshen_City - on @CityClimCorner podcast.     https://t.co/MKB8mPDpxP  #IndianaClimateChange #ClimateChange #floods @PurdueCCRC @AimIndiana[],English
4005,376790816.0,,2021-10-04 15:31:00+00:00,"['floods', 'egublogs', 'anthropocene']",Twitter,,https://twitter.com/EuroGeosciences/status/1380823117308833795,The interplay between #floods and societies is a complex issue that dates back thousands of years. On the @NH_EGU #EGUblogs speaks with Plinius Medal recipient Giuliano Di Baldassarre from @UU_University about flooding in the #Anthropocene.  Read more:  https://t.co/yDEmXSbH8B  https://t.co/DS8FNeKi6s['https://pbs.twimg.com/media/EyPJCjAXIAkVtp9.jpg'],English
3200,1.33e+18,,2021-07-05 05:40:55+00:00,"['medellin', 'floods', 'colombia', 'suddenfloods', 'inundations', 'medellincolombia', 'flooding', 'storm', 'flooded', 'antoquia', 'medellinantioquia']",Twitter,,https://twitter.com/UnbelievableEv1/status/1390459092494340099,Heavy rains cause severe flooding in Medellin Colombia  https://t.co/aKt2lk2JNO  #medellin #floods #colombia #suddenfloods #inundations #medellincolombia #flooding #storm #flooded #antoquia #medellinantioquia  https://t.co/prb1NUIePx[],English
4102,1.4e+18,,2021-06-05 09:51:51+00:00,[],Twitter,Australia,https://twitter.com/aeri_zayllz1/status/1401174933636485122,for the 2nd time😀[],English
3288,1.11e+18,,2021-04-05 22:43:52+00:00,"['venezuela', 'merida', 'floods']",Twitter,,https://twitter.com/Xy5Z89/status/1389629362455158787,"🇻🇪#Venezuela #Merida #Floods -REPORT-  Since late April, heavy rains have pounded western Venezuela (particularly Merida State), causing floods and causing deaths and property damage.[]",English
3917,293756094.0,,2021-04-14 04:05:23+00:00,"['wildfires', 'floods', 'hurricanes', 'extinct', 'species', 'deaths', 'pandemic', 'p2', 'oilandgas', 'ottpoli', 'abpoli', 'nspoli', 'nlpoli']",Twitter,,https://twitter.com/gorman_mary/status/1382100127448436736,"How many #wildfires #floods, #hurricanes, #extinct #species, #deaths & suffering will it take 2 wake up humanity ⁦@JustinTrudeau⁩ #pandemic #p2 #oilandgas #ottpoli #abpoli #nspoli #nlpoli  https://t.co/4Nbqcyt3v2[]",English
3581,1.31e+18,,2021-04-25 12:50:00+00:00,"['rivers', 'floods', 'spring']",Twitter,,https://twitter.com/scalingecology/status/1386218419532574720,"A small tributary of the River Iijoki severely flooding this morning. Peak floods about to happen soon, as there is still some snow in the catchment area.  #rivers #floods #spring  https://t.co/WNm0qnEKdO['https://pbs.twimg.com/media/EzzWOVJXsAAP5re.jpg']",English
