,ID,event_id,article_title,article_link,article_content,publishing_date,article_image,article_keywords,category
18,18,FL-2021-000030-IDN,Flashflood Kills at Least 54 on Indonesian Island - Jakarta Globe,https://jakartaglobe.id/news/flashflood-kills-at-least-54-on-indonesian-island,"A massive flashflood triggered by overnight rain sweeps through several villages on Adonara Island, East Nusa Tenggara on April 4, 2021. (Antara Photo)

Jakarta. Massive flashflood and landslide triggered by overnight rain have killed at least 54 people on an eastern Indonesian island early on Sunday, with authorities saying a lot more islanders are still unaccounted for.

The disaster hit Adonara Island in East Flores District, East Nusa Tenggara, at around 1.00 a.m., a local official said on Sunday evening,

""As of Sunday afternoon, we have pulled 54 bodies. The search and rescue works are still ongoing,” deputy district head Agustinus Payong Boli was quoted by Antara news agency as saying.

Adonara Island

Several villages were affected by the disaster following torrential rain and wind storm on the island throughout the night, he added.

The flood swept away trees and large rocks that destroyed homes as it went through villages, he said.

Tens of houses in Nele Lamadiken village were flattened by the massive flashflood, the agency reported.","Sun, 04 Apr 2021 07:00:00 GMT",https://img.beritasatu.com/cache/jakartaglobe/640x441-4/2021/04/1617549136.jpg,"['rain', 'triggered', 'east', 'indonesian', '54', 'villages', 'overnight', 'island', 'flashflood', 'massive', 'tenggara', 'nusa', 'kills']",flood
19,19,FL-2021-000030-IDN,Governor Hogan Proclaims April 2021 as Maryland Flood Awareness Month - maryland.gov,https://news.maryland.gov/mema/2021/04/01/governor-hogan-proclaims-april-2021-as-maryland-flood-awareness-month/,"Governor Hogan Proclaims April 2021 as Maryland Flood Awareness Month

REISTERSTOWN, Md. (April 1, 2021) — Governor Larry Hogan, today, proclaimed the first Maryland Flood Awareness Month. Maryland Flood Awareness Month will run from April 1 to April 30, 2021. Every year, floods in Maryland kill more residents and destroy more property than any other natural hazard.

The frequency and intensity of storms are expected to increase over time. Recent predictions suggest that flooding in normally dry areas is likely in the future. This could mean deeper flooding, floods moving further inland, and more damage from storms. This is not only a potential danger for coastal Maryland but for all communities in Maryland.

The Hogan Administration is joining with the Maryland Department of the Environment, the Maryland Emergency Management Agency, the Maryland Insurance Administration, the Maryland Department of Planning, the Maryland Department of Natural Resources, the Maryland Department of Transportation, the Maryland Environmental Service, the Eastern Shore Land Conservancy, and the Maryland Association of Floodplain and Stormwater Managers to encourage all Marylanders to learn more about the different flood hazards faced by individuals and communities across the state.

“Our Administration is dedicated to working with our state, local and federal partners to assist Marylanders to become aware of their risk and take steps to protect themselves from the risk,” said Governor Larry Hogan.

Maryland Flood Awareness Month will raise awareness about the many flood hazards faced by individuals and communities across the state and provide information on what Marylanders can do to protect themselves, their property and possessions, their finances, and communities. The Maryland Resiliency Partnership will work with a variety of public and private partners to help educate the public around three key messages as they relate to different flood hazards: know your risk, reduce your risk, insure your risk.

Throughout the month of April, information and activities will focus on these three key messages as they relate to each week’s theme:

Individuals preparing for the impacts of flooding; Riverine flooding and flooding outside the regulatory floodplain; Coastal hazards (storm surge, nuisance flooding, sea level rise, erosion, subsidence, and flooding outside the regulatory floodplain); Urban and flash flooding, dam break, and flooding outside the regulatory floodplain; and Communities preparing for the impacts of flooding.

During the month of April, these agencies will be sharing information on their social media platforms; hosting virtual events to engage in conversations about flooding; and providing digital resources on the Maryland Resiliency Partnership website.

Additional information about Flood Awareness Month can be found on the Maryland Resiliency Partnership website (resiliencypartnership.com).

###

CONTACT:

Jorge Castillo, jorge.castillo@maryland.gov, 443-381-3518

Ed McDonough, ed.mcdonough@maryland.gov, 410-446-3333

24/7 line: 877-636-2872","Thu, 01 Apr 2021 07:00:00 GMT",https://news.maryland.gov/wp-content/themes/WPMaryland_eGov_mema/img/icons/favicon.ico,"['awareness', 'information', 'proclaims', 'maryland', 'hazards', 'month', 'risk', 'floodplain', 'hogan', 'flood', 'flooding', '2021', 'communities', 'governor']",flood
20,20,FL-2021-000030-IDN,Severe floods hit Timor-Leste capital Dili in Easter disaster - Asia Pacific Report,https://asiapacificreport.nz/2021/04/04/severe-floods-hit-timor-leste-capital-dili-in-easter-disaster/,"Asia Pacific Report newsdesk

Much of the Timor-Leste capital of Dili has been heavily flooded with rivers bursting their banks after three days of heavy rain over the Easter weekend, say disaster relief officials.

The floodwaters in some parts of the city have reached many metres deep with houses on the banks of the Comoro River being dragged into the raging waters, reports Lusa news agency.

The Civil Protection agency told Lusa that it was difficult to take full stock of the situation and determine the full numbers of casualties because ′′the whole city is a disaster zone”.

However, some reports say at least 11 people have died. The floods have come on top of a city already reeling from a serious covid-19 pandemic crisis.

Part of the oceanside Avenue de Portugal, where some embassies are located, has been seriously flooded with the waters entering the homes, including the Lusa office.

Several residents, including Portuguese citizens, have already been forced to leave their homes in spite of the difficulties of moving around Dili because of the floodwaters.

The high tide overnight and large volume of river water has raised the levels across almost the city, with civil protection teams, firefighters and government emergency services desperately spread around the city trying to help people.

Throughout the early morning residents in several parts of the city sent photos and videos to Lusa attesting to the fury of the floodwaters in some places.

An unknown number of families have lost their homes, with several areas – including the Presidential Palace compound – being flooded.

There is also concern about two places used to isolate patients suffering from covid-19 – the Vera Cruz Centre in Dili and the Tasitolu area.

Over the past few days, weather services have warned of the risk of heavy rainfall in several parts of the country, prominently on the north coast, due to the effects of a low pressure system, located on the Indonesian western part of the island of Timor.

Heavy rains had already caused problems in several municipalities in the country in recent days, with reports of destroyed homes and other infrastructure affected, including roads and bridges.

Some residents say the rainfall and situation in Dili today was significantly more serious than last year on 13 March 2020 when flooding affected tens of thousands of people in the capital.

Older residents have told Lusa they do not remember heavy flooding like this in Dili since the 1970s.","Sun, 04 Apr 2021 07:00:00 GMT",https://asiapacificreport.nz/wp-content/uploads/2021/04/Dilki-floods-2-Lusa-680wide.png,"['homes', 'including', 'residents', 'say', 'disaster', 'hit', 'city', 'heavy', 'dili', 'capital', 'reports', 'severe', 'timorleste', 'easter', 'parts', 'lusa', 'floods']",flood
21,21,FL-2021-000030-IDN,"Under water, Timor Leste faces new challenge in preventing virus spread - Sydney Morning Herald",https://www.smh.com.au/world/asia/under-water-timor-leste-faces-new-challenge-in-preventing-virus-spread-20210404-p57gfo.html,"Singapore: Already facing a worrying new COVID-19 outbreak, Timor Leste has been hit by devastating flooding and landslides, claiming the lives of at least 11 people, destroying roads, bridges and houses and leaving the capital Dili under water.

The south-east Asian nation’s Secretary of State for Civil Protection, Joaquim Gusmão Martins, told The Sydney Morning Herald and The Age on Sunday authorities were trying to separate the many displaced residents at evacuation centres on the advice of health officials in a bid to contain the virus.

An aerial view of the flooding in Dili, Timor Leste on Sunday. Credit:Machel Silveira

Dili’s population of 220,000 was ordered into lockdown last month along with the cities of Baucau and Viqueque following a concerning surge in community transmission.

The country had previously withstood the pandemic well – and still has not recorded a coronavirus death. But on the back of a spike in cases in recent weeks the natural disaster in Dili and on the south coast poses another major challenge for Australia’s close neighbours.","Sun, 04 Apr 2021 07:00:00 GMT",https://static.ffx.io/images/$zoom_1.3796%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_486/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/d33a162e50c64a11795dc538e526a48b6498b3bb,"['virusan', 'worrying', 'waterthe', 'preventing', 'timor', 'water', 'weeks', 'spread', 'flooding', 'leste', 'faces', 'challenge', 'dili', 'withstood', 'virus', 'viqueque']",flood
22,22,FL-2021-000030-IDN,"Rivers can be climate change solutions, too (commentary) - Mongabay.com",https://news.mongabay.com/2021/03/rivers-can-be-climate-change-solutions-too-commentary/,"The usual avenues for addressing and adapting to climate change–like protecting forests and ramping up clean energy sources–typically overlook one powerful solution: rivers.

Rivers and their floodplains have the potential to act as shock absorbers to climate change, and are powerful agents for keeping wildlife and communities healthy and resilient.

The most effective climate action plans will account for this and incorporate rivers into their plans for a climate-resilient future, argues Michele Thieme, a freshwater scientist at World Wildlife Fund.

This post is a commentary. The views expressed are those of the author, not necessarily Mongabay.

This past December marked the 5th anniversary of the landmark Paris Agreement. Soon after, the Biden Administration rejoined the Paris Agreement as one of their first actions in office. And in January, the Climate Adaptation Summit once again convened global leaders and local stakeholders to accelerate adaptation action.

As these milestones reinvigorate a call to action for our politicians and business leaders to act on climate and “ramp up climate ambition,” all eyes inevitably turn to the usual avenues for addressing and adapting to climate change: forests, clean energy and waving goodbye to our toxic relationship with fossil fuels. And while mitigation efforts continue to dominate the conversation, adaptation is ever-increasing in importance in global discussions as extreme weather and its impacts worsen around the world and countries work to build stronger national commitments.

Funding, policies and actions supporting adaptation, especially nature-based solutions, however, remain weak. They overlook a powerful resource in the fight to adapt to a changing climate: rivers.

We are seeing the climate crisis manifest through water. Droughts and floods are increasing in frequency and severity from the Mekong River to the arid Rio Grande, from the plains of Africa to the world’s largest tropical wetland, South America’s Pantanal.

Rivers and their floodplains have the potential to act as shock absorbers to climate change. But maximizing their ability to do so requires strategic interventions that keep their natural features intact or incorporate green and grey infrastructure that allow natural processes to occur. Governments and business leaders must prioritize climate adaptation actions that include rivers as part of the toolbox of nature-based solutions for solving the climate crisis.

Rivers: Unsung heroes of climate adaptation

Rivers are powerful agents for keeping wildlife and communities healthy and resilient. Their natural functions provide life-giving resources and, critically for sinking deltas around the world, protect coastal areas against rising sea levels. Let’s dive deeper on a few of these functions:

Sediment flow: Rivers carry sediment all the way to the ocean where, over time, the deposited sediment accumulates to build a delta. Deltas that are starved of natural sediment flows are at risk of being inundated by rising seas. The natural flows also provide sediments to reinforce riverbanks and deliver nutrients to fertile agricultural lands and mangrove forests along the floodplains and a river’s edge. Infrastructure, such as dams, blocks the flow of sediment, one of the causes of sinking and shrinking deltas.For example, over 100 billion tons of sediment is now stored behind upstream dams, greatly reducing sediment flows to coasts around the world. According to a recent study, at least 25 million people live in sediment-starved deltas and thus are vulnerable to increased coastal flooding and inundation.

Flood risk reduction: Floodplains and wetlands along rivers are like sponges, providing a buffer for the rising and swelling of rivers, especially during flooding events. As climate change exacerbates floods, it is more important than ever that we protect and restore floodplains and wetlands. Without action, the costs to society are potentially enormous. For example, coastal flooding alone could cost up to $1 trillion per year in damages by 2050 in coastal cities if no adaptation action is taken. Restoring floodplains and coastal wetlands, along with other interventions, is a critical preventative measure against such losses.

Food and water security: River systems are among the most biologically diverse and productive ecosystems on the planet. Early civilizations flocked to rivers for their ability to support fertile agricultural lands, clean drinking water, and protein such as fish. This holds true today. River fisheries and those from other inland wetlands provide a source of protein for hundreds of millions of people As communities become increasingly stressed by climate change, it is more important than ever to protect the basic needs that rivers provide.

See related: Review all of Mongabay’s features on solutions to challenges like climate change here.

Current state of affairs

When rivers are able to flow naturally and are not impeded by infrastructure, like dams, we call these “free-flowing” rivers. They are vital to supplying climate adaptation services, but increasingly, human activities are severing rivers. This decline in river health is sounding alarms to freshwater scientists everywhere:

Connectivity: Infrastructure development and other man-made changes have fragmented or disrupted two-thirds of Earth’s longest rivers.

Species decline: Populations of freshwater species have experienced a staggering 84% decline since 1970

Dams and infrastructure: There are roughly 60,000 large dams around the world, with over 3,700 more hydropower dams currently planned or under construction.

Rivers and their floodplains lose the ability to buffer against floods and to deliver needed sediments to downstream deltas as they are fragmented. The Mekong River illustrates a harsh reality communities face when infrastructure is poorly planned.

The Mekong Delta is currently shrinking and sinking, having lost about 500 hectares of land in the decade leading up to 2012. While sea-level rise and groundwater extraction play a role, the immediate major causes of higher tides and salt intrusion in the delta are sand mining and trapping of sediments behind upstream dams.

Additional planned dams within the Mekong Basin will further exacerbate this problem, putting the tens of millions of people living in the delta at even greater risk for increased land loss, flooding and inundation.

In one hopeful measure, the Cambodian government has put a 10-year moratorium on any new dams on the main stem of the Mekong in Cambodia.

See related: How Vietnam came to embrace a new vision of the Mekong Delta’s future

Wins to build on

Countries from around the world and other members of the International Union for Conservation of Nature (IUCN) recently signed up to support the motion, ‘Protecting rivers and their associated ecosystems as corridors in a changing climate.’ This sets an important precedent for incorporating river protection into climate action policy.

There are a few other bright spots where governments and civil society are taking action to ensure that rivers and their floodplain and riparian zones can continue to act as corridors and buffers in a changing climate. One example is the recent action of the Colombian government to designate the entire free-flowing Bita River Basin as a Ramsar site, i.e. an internationally protected wetland. Another example is Mexico’s decrees for water reserves across nearly 300 basins that have effectively protected against over-extraction of water or blocking of river flows in some of the most intact basins of the country.

In Mongolia, the government has recently revised and approved 8.2 million hectares of water protection zones including riparian areas from mining and industrial development across seven provinces and is replicating this process in six additional provinces. In the U.S., the Wild & Scenic River designation has so far protected 13,413 miles of 226 rivers in 41 states. And this past autumn, U.S. environmental groups and the hydropower industry signed a joint statement to collaborate on river restoration and decarbonizing US electricity.

The burgeoning efforts to restore rivers began in the United States and have now spread to Europe, where the recent commitment of the European Union to dismantle dams and open up 25,000 km of rivers provides another compelling example. The “Room for the River” initiative of the Dutch government has taken measures at more than 30 locations along the Rhine, the Meuse, the Waal, and the Ijssel to give these rivers space to flood safely.

This progress is evidence that actions that allow rivers to act as corridors and buffers to build resilience in a changing climate are possible and that there is opportunity to replicate these wins.

A path forward

Humanity has always depended on the life-giving resources that rivers provide. As our global temperatures rise, people will be more dependent on rivers than ever before – both in terms of the benefits that they provide and the havoc they can bring if not well managed.

We cannot afford to continue to destroy one of our tools in the fight to adapt to climate change. Rivers need a seat at the table. The best-laid climate action plans will be those that account for the nature-based solutions rivers and floodplains provide in adapting to a changing climate. Business and policy leaders can incorporate rivers into their plans to support the flow towards a climate-resilient future.

When we think of climate solutions, let’s also think of rivers.

Michele Thieme is lead freshwater scientist at World Wildlife Fund (WWF).

Related listening from Mongabay’s podcast: Goldman Prize winner Ana Colovic Lesoska discusses the campaign to stop a dam-building spree in southern Europe, listen here:","Tue, 30 Mar 2021 07:00:00 GMT",https://imgs.mongabay.com/wp-content/uploads/sites/20/2020/04/10170607/amazon_200116-768x512.jpg,"['adaptation', 'floodplains', 'action', 'climate', 'commentary', 'world', 'river', 'rivers', 'dams', 'change', 'water', 'solutions']",none
23,23,FL-2021-000030-IDN,Thousands of houses still submerged in Indonesia - Daijiworld.com,https://www.daijiworld.com/news/newsDisplay?newsID=820289,,"Sun, 04 Apr 2021 07:00:00 GMT",http://daijiworld.com/images/daijiSquareLogo.png,"['thousands', 'houses', 'indonesia', 'submerged']",none
24,24,FL-2021-000030-IDN,VIDEO: Hundreds of spiders flee into homes in Australia flood - Mehr News Agency - English Version,https://en.mehrnews.com/news/171469/VIDEO-Hundreds-of-spiders-flee-into-homes-in-Australia-flood,"TEHRAN, Mar. 28 (MNA) – After the recent floods in Australia, a wave of venomous spiders has caused panic among Australians.","Sun, 28 Mar 2021 07:00:00 GMT",https://media.mehrnews.com/d/2021/03/28/4/3729057.jpg,"['homes', 'flee', 'tehran', 'venomous', 'mna', 'hundreds', 'spiders', 'video', 'recent', 'flood', 'wave', 'mar', 'australia', 'caused', 'panic', 'floods']",none
25,25,FL-2021-000030-IDN,"Cyclone kills 97 in Indonesia, Timor - Shepparton News",https://www.sheppnews.com.au/world/2021/04/05/4085517/indonesia-landslides-floods-kill-dozens,"Floods and landslides triggered by tropical cyclone Seroja in a cluster of islands in southeast Indonesia and East Timor have killed 97 people, with many still unaccounted for and thousands displaced, officials say.

At least 70 deaths were reported in several islands in Indonesia's West and East Nusa Tenggara provinces, while 70 others were missing, after the cyclone brought flash floods, landslides and strong winds amid heavy rain over the weekend, disaster agency BNPB said.

In East Timor, which shares the Timor island with Indonesia, at least 27 people were killed by landslides, flash floods and a falling tree, while 7000 were displaced, its government said.

On Lembata island, authorities feared bodies had been washed away.

""We are using rubber boats to find bodies at sea. In several villages, flash floods hit while people were sleeping,"" Thomas Ola Langoday, deputy head of Lembata district government, told Reuters by phone.

About 30,000 people have been impacted by floods in Indonesia, some already taking shelter in evacuation centres, but rescue operations have been made difficult after five bridges collapsed and falling trees blocked some roads, BNPB spokesman Raditya Jati said.

A continuing storm had also halted evacuations in some places, local authorities said.

Hundreds of houses and other facilities such as a solar power plant were damaged, BNPB said. Ships and motor boats sank as the cyclone set off waves as high as 6 metres.

Powerful currents continued to flow through villages in the Malaka district on Timor island on Monday, even though the rain had stopped.

Some residents there hauled themselves to their roofs to escape flood water rising to 3-4 metres.

""We had to dismantle the zinc roof. We went out through the back door and pulled ourselves out with a rope,"" Agustina Luruk, 36, told Reuters as she and her three daughters waited to be evacuated by the side of a muddy road.

President Joko Widodo offered his condolences and ordered speedy disaster relief efforts.

The Seroja cyclone hit the Savu sea southwest of Timor island in the early hours of Monday, Indonesia's weather agency said.

Within 24 hours, the cyclone's intensity could strengthen, bringing yet more rain, waves and winds, although it was moving away from Indonesia, the agency said.","Mon, 05 Apr 2021 07:00:00 GMT","https://res.cloudinary.com/cognitives/image/upload/c_fill,dpr_auto,f_auto,fl_lossy,h_675,q_auto,w_1200/arz384xxrv6dvobmwqx9","['rain', 'landslides', 'timor', 'cyclone', 'bnpb', 'flash', 'indonesia', '97', 'east', 'island', 'kills', 'floods']",flood
26,26,FL-2021-000030-IDN,US donates flood relief aid - The Phnom Penh Post,https://www.phnompenhpost.com/national/us-donates-flood-relief-aid,"A tractor carries people through a flooded street in Phnom Penh’s Dangkor district in October of last year. Hong Menea

US donates flood relief aid

The US government, through the US Agency for International Development (USAID), has provided an additional $875,000 in humanitarian assistance for the World Food Programme (WFP) to strengthen preparation and response to natural disasters in Cambodia.

In a press statement released by WFP on April 1, US ambassador to Cambodia Patrick Murphy said that last year’s devastating floods demonstrated how important it was to be ready for natural disasters.

“This funding from USAID’s Bureau for Humanitarian Assistance will enable the UN World Food Programme to further build upon the successes of its ‘Innovations for Risk Informed Emergency Preparedness and Response’ project – which USAID began supporting in 2019 – through March 2022,” he said.

WFP country director in Cambodia Claire Anne Conan thanked USAID for this additional support to Cambodia, which faced recurrent, climate-related disasters such as floods and droughts.

“This assistance will help government partners and humanitarian groups at the national and sub-national level to better prepare for and respond to these events by increasing the use of information for early action and enhancing humanitarian coordination,” she said.

National Committee for Disaster Management (NCDM) spokesman Khun Sokha said the WFP assistance would help the government aid drought victims and the poor.

“The WFP has helped people with food including the poor. This assistance was not only provided through NCDM, but also through other institutions involved in this work,” he said.

Chou Chea, WFP communication and report officer in Cambodia, told The Post on April 1 that this assistance would be used for existing mechanisms to enhance the national disaster management information system – Platform for Real-Time Impact and Situation Monitoring. It will be spent on increasing the platform’s ability to monitor climate-related problems, estimate their impact on the population and target emergency assistance to where it is needed most.

The WFP, she said, will support an existing early warning flood system called EWS1294 to help expand its coverage and strengthen the ability of local officials and at-risk communities to use the information to save lives.

WFP will also continue its support for the Humanitarian Response Forum (HRF), an interagency, multi-sector platform that facilitates emergency preparedness and response activities among humanitarian groups to complement the government’s nationally-led activities.

She added that the assistance would also help existing projects for a year starting April.

Last year, the US donated $700,000 to WFP to help flood-affected communities in Cambodia.

Cambodia suffered prolonged floods in 2020 with the capital and at least 18 provinces across the countries impacted, causing 25 deaths and affecting more than 300,000 people, according to NCDM report released last October.","Thu, 01 Apr 2021 07:00:00 GMT",https://www.phnompenhpost.com/sites/default/files/field/image/a_tractor_carries_people_through_a_flooded_street_in_phnom_penhs_dangkor_district_in_october_of_last_year._hong_menea.jpg,"['help', 'information', 'response', 'ncdm', 'usaid', 'aid', 'humanitarian', 'wfp', 'cambodia', 'flood', 'donates', 'relief', 'support', 'assistance']",flood
27,27,FL-2021-000030-IDN,US: Florida governor urgently working to prevent 'catastrophic flood' in Tampa area - DW (English),https://www.dw.com/en/us-florida-governor-urgently-working-to-prevent-catastrophic-flood-in-tampa-area/a-57100510,"Florida Governor Ron DeSantis said Sunday his administration is working urgently to prevent a ""catastrophic flood"" near the major city of Tampa, following the leak of a toxic wastewater reservoir in the region. The pond at the Piney Point phosphate plant in central Florida could potentially release 340 million gallons (1.3 billion liters) of toxic water within minutes, threatening nearby homes and causing a potential environmental crisis in the area.

""What we are looking at now is trying to prevent and respond to, if need be, a real catastrophic flood situation,"" DeSantis said during a press conference, after surveying the site by air. The Florida governor declared a state of emergency on Saturday for Manatee County, where the plant is located.

Manatee County Administrator Scott Hopes said this week the reservoir holds ""waste less conducive to life on land… and in sea."" Manatee County officials had ordered the evacuation of around 300 homes in the area on Saturday, due to ""further collapse of phosphogypsum stacks.""

Phosphogypsum is a byproduct of fertilizer from phosphate rock, and is considered to be weakly radioactive.

Why is the reservoir leaking?

The large reservoir at the Piney Point plant is leaking most likely due to a tear in the pond's liner. Florida Agriculture Commissioner Nicole Fried has said there were previous problems with the reservoir's liner and claimed the Piney Point plant has a troublesome history.

""For more than 50 years, this central Florida mining operation has caused numerous human health and environmental disasters and incidents,"" she wrote DeSantis in a letter about the Piney Point plant, which was originally constructed by Borden Chemical Company in 1966.

In 1989, thousands of gallons of sulfuric acid leaked from a holding tank at the plant, forcing hundreds of people to be evacuated from the area. In 1991, air releases of sulfur dioxide and sulfur trioxide from the facility sickened over 30 people near the plant.

wd/aw (AP, AFP)","Sun, 04 Apr 2021 07:00:00 GMT",https://static.dw.com/image/57100334_6.jpg,"['desantis', 'catastrophic', 'tampa', 'prevent', 'point', 'florida', 'flood', 'sulfur', 'reservoir', 'county', 'area', 'urgently', 'plant', 'piney', 'governor', 'working', 'toxic']",flood
28,28,FL-2021-000030-IDN,Asean News Headlines as at 7pm on Sunday (April 4) - The Star Online,https://www.thestar.com.my/aseanplus/aseanplus-news/2021/04/04/asean-news-headlines-as-at-7pm-on-sunday-april-4,"Members of the Red Shirts political movement take part in an anti-government rally in Bangkok on Sunday, April 4, 2021. - AFP

Workers wearing personal protective equipment (PPE) carrying disinfectant to spray at a well-known market, after it was temporarily closed following a few vendors testing positive for the Covid-19 coronavirus, in Phnom Penh on Sunday, April 4, 2021. - AFP

Benefits of AstraZeneca vaccine outweigh adverse effects, says Health DGCovid-19: 1,349 new cases, two fatalities bring death toll to 1,288Covid-19: Malaysia to review use of AstraZeneca vaccine, says KhairyBursa Malaysia likely to hit 1,600-level next week on rising commodity pricesIGP to Nur Sajat: Come out, come out wherever you areCovid-19: 279,023 people have been fully vaccinated, says Health MinisterCovid-19: Registration far below targetIt just keeps getting for Singapore! Only 10 new Covid-19 cases in the Republic, all importedVehicle fires in Singapore dip to decade low; incidents usually due to overheating, electrical faultsPedestrianisation trials in Singapore heartland spark debateOnline Hari Raya bazaars to stay for now in SingaporeSingapore's Digital Edge announces plans to expand platform footprint in South KoreaSIA flights barred from HKIndonesia's Covid-19 total goes above 1.534 million as country now struggles against flood floodsIndonesia's Sritex appoints Helios Capital for debt restructuringIndonesia flash floods kill 44, death toll expected to riseFloods, landslides kill dozens in Indonesia and East Timor; thousands displaced from homesIndonesian divers hunt for 17 missing after fishing boat, bulk carrier collideFinding hope on Easter amid challengesThailand's Narathiwat province reports prison cluster with 112 Covid-19 casesThailand: Penang Street Fod Festival in Bangkok a huge hitMalaysians residing in Thailand advised to register with EmbassyThai central bank to test retail baht digital currency next yearThai reporter bitten by ‘Godzilla’ the obese macaque gets mystery illnessThai court voids order for Yingluck to pay for rice lossesPhilippines's Covid-19 cases still soaring - 11,028 new cases confirmed as total nears 800,000Philippines' defence chief says China intends to occupy more South China Sea areas'Deepest wreck dive' reaches US WWII ship off PhilippinesPhilippines extends virus lockdown in economic hub and four other adjacent areas near Metro ManilaPhilippines widens scope of anti-money laundering rulesDutertismo: The myth of ‘political will’Vietnam's fish sauce enjoying a taste of successVietnam's Vingroup to raise US$500mil in first international bonds saleVietnam jails four activists up to 10 years on anti-state chargesHuge fire at baby clothes store kills 4 in Vietnamese capital as govt confirms six more Covid-19 casesCharting a course for international flightsForeign support needed in procuring vaccinesFrench energy giant Total to continue gas production in coup-hit MyanmarMyanmar: Easter eggs a symbol of defiance for anti-coup protesters; junta hunts celebritiesProtesters decorate Easter eggs in coup-hit MyanmarYou cannot tango with the TatmadawCivilians, kids hardest hitUK's Next joins list of clothing retailers pausing Myanmar orders; Cambodia among those to profit from moveCambodia's famed O’Russey market shut amid Covid outbreakCambodia logs 99 new Covid-19 cluster cases, 329 recoveries as death toll up to 19 nowThai pigs smuggled into Cambodia via Laos; origins hidden due to African Swine FeverLaos boat tragedy: Four bodies recovered; former president Choummaly has been rescued after yacht mishapLaos: Former President feared dead after his yacht capsizes near VientianeMiss World Laos surrenders crown following age controversyMuhyiddin arrives in Brunei for two-day official visitBrunei launches 5G pilot project to further digital economyBrunei Covid-19 national vaccination programme kicks-off smoothlyBrunei sets ceiling prices for essential food during Ramadan set to begin on April 14The four official Covid-19 origin theoriesTaiwan separatist DPP authority's 'black hand' behind anti-mainland rumours amid Myanmar upheavalWinners, losers in Xinjiang cotton rowHong Kong police make record-breaking 700kg cocaine bust; worth US$119mil (RM492 million)The bikes of the future: A look at the new digital trends in cyclingValue of TikTok maker ByteDance approaches US$400 billion for new investors, sources sayTour offers residents a final show at Hong Kong’s State Theatre before heritage revamp","Sun, 04 Apr 2021 07:00:00 GMT",https://apicms.thestar.com.my/uploads/images/2021/04/04/1101396.jpg,"['headlines', '7pm', 'digital', 'asean', 'toll', 'amid', 'total', 'death', 'easter', 'yacht', 'cases', 'singapore', 'covid19']",none
