,Id,title,time,keywords,data source,category,country,source URL,body,language
4231,1.80E+16,,2021-06-01T13:01:46+0000,,Instagram,none,,https://www.instagram.com/p/CPlBiynDa8a/,"Part 2: Blocks going up 

“Floridian Model” 

Follow
baha.investors 
baha.construction 
baha_homes 

#baha #bahahomes #realestate #investors #brrrr #Invest #customhomes #custombuild #builder #wpb #westpalmbeach #newconstruction #sfr #biggerpockets #florida #southflorida #southfloridarealestate #flippinghouses #realestateinvestment  #cashflow #realestatecashflow #realestateinvestor #rentalpropertyinvestor #cashflowproperties #realestatelife #realestatestyle #investmentproperty #investments #investing101 #investinrealestate",English
4232,1.79E+16,,2021-06-04T01:58:19+0000,,Instagram,none,,https://www.instagram.com/p/CPrkAMAlThO/,"Today we are discussed why people use hearing aids and if they fix your hearing. Let us know your thoughts and as always, tune in next week for our newest episode! 

https://youtu.be/--F0imL6QLA

#audiology #audiologists #hearing #hearingloss #hearingaids #westvirginia #health #ears #sound #westvirginiamountaineers #parkersburg #midohiovalley #belpre #marieta #304 #CI #cochlearimplant #baha #ringing #healthcare",English
4233,1.79E+16,,2021-06-04T00:19:49+0000,,Instagram,none,,https://www.instagram.com/p/CPrYuqFp0kO/,"• Sewiously M0M + DAD!!? I twyin’ to watch dis basketball DAME on my faaavvvvwit “CHAiR” 🏀
•
•
•
#HisFavoritePlaceToSit #Why #SendHelp #Baha
#CameraShy #GoodThingHesCute #HeBad #Hii
#NBA #NBAPlayoffs #Basketball #Labrador #Ga
#RykersMama #YellowLab #LabsOfInstagram 🐾",English
4234,1.80E+16,,2021-06-03T19:55:34+0000,,Instagram,none,,https://www.instagram.com/p/CPq6fSVgoRR/,Medusa (🙈 🤣🤣) & 4 littles boats mobile.,English
4235,1.80E+16,,2021-06-03T19:46:22+0000,,Instagram,none,,https://www.instagram.com/p/CPq5b40g8O8/,#babiesofinstagram #babiesofig #microtia #microtiababy #microtiakids #cochlearamericas #cochlear #baha #cochlearbaha #baha5 #boneconduction #hearingaids #hearingaidsarecool,English
4236,1.80E+16,,2021-06-03T19:16:56+0000,,Instagram,none,,https://www.instagram.com/p/CPq2ER9MX0a/,"Today was incredible!!!

I bounced around between mottchildren and umichmedicine for appointments today in preparation for my bone-anchored hearing aid (BAHA) placement surgery in a couple of months. I had a CT scan, an updated hearing test and the BAHA evaluation where I had the opportunity to try the device.

My hearing has gotten a little worse since last time which is a bummer, but it makes me even more grateful for assistive hearing technology. If you’re new here, my hearing loss is actually not technically related to having Osteogenesis Imperfecta. There is OI-related hearing loss, but it’s not what I have. I’ve done several IG posts & YT videos about it, if you want to learn more. 🤗

In this photo Im wearing a band that the device connects to with a magnet. I could just have the device on a band like this so that I wouldn’t need another surgery, but the band is really tight and uncomfortable (IMO), + the fashion gal in me would not like to wear it all the time. Plus I’d get makeup all over it 😜 I clearly have my priorities straight, right?! 😂

And this way, the surgically implanted BAHA, won’t need to be adjusted all the time because of the band. It’s just all around the best option *for me* to get it surgically implanted. There are many different types of BAHAs for different circumstances. My surgeon & I decided the best option would be the medel_global BoneBridge. I will actually be the first person at umichmedicine to have this specific one implanted which is so exciting 🤩

Being able to hear is such a gift, & I never realized how much I’ve missed over the years. I cannot wait to experience a whole new world in a few months! 😍",English
4237,1.79E+16,,2021-06-03T18:58:01+0000,,Instagram,none,,https://www.instagram.com/p/CPqz5yGlJBr/,"Our docs gave us the ‘seal’ of approval on this one. 😂
#butforreal #admitityoulaughedalittle #doctorjokes #lumbar #sealofapproval #baha #chiropractic #memphis #memphistn #costeffective",English
4238,1.81E+16,,2021-06-03T14:30:06+0000,,Instagram,none,,https://www.instagram.com/p/CPqVPF6NXcZ/,"Is there anything better than the good weather, some music and a smooth glass of BAHA Whiskey?⠀
⠀
We don't think so... 🥃⠀
⠀
Link in Bio.⠀
⠀
#BAHA #BAHAWhiskey #IrishWhiskey #FunInTheSun #SummerDrinks",English
4239,1.79E+16,,2021-06-03T12:52:26+0000,,Instagram,none,,https://www.instagram.com/p/CPqKELejVnX/,Find me under the palm tree by the sea #palmtrees #sea #ocean #beachlife #travel #travelphotography #nature #tropical #sunset #islandlife #wanderlust #paradise #tequilla #mexico #cabosanlucas #baha #instagood #travelgram #relaxing #lifeisgood #lifeisbeautiful,English
4240,1.79E+16,,2021-06-03T11:54:18+0000,,Instagram,none,,https://www.instagram.com/p/CPqDaWEHb44/,"PITZMAN’S Mustard. My little secret ingredient #timskitchentips #tbt 
.
.
.
.
.
#timheidecker #timanderic #dip #badshrimp #ericwareheim #jash #funeral #pissmustard #goofs #gags #tbt❤️ #tbt🔙📸 #tbthursday #tbtphoto #throwbackthursday #throwback #tbtphoto #zonetheory #zonetheoryplane8 #baha #timandericawesomeshowgreatjob #timandericbedtimestories",English
4241,1.81E+16,,2021-06-07T19:56:24+0000,,Instagram,none,,https://www.instagram.com/p/CP1NwkQMvPx/,"Now this order was a special one that I did recently 😍 A custom order for 2 beautiful little girls, ready for a family wedding over the summer. Their mummy provided me with a photo of their dress, and we chatted about materials and wishes. They were super happy with the result, and I loved every minute of making it possible! Drop me a message if you have any custom requirements 🙂⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #customheadband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4242,1.79E+16,,2021-06-07T19:52:21+0000,,Instagram,none,,https://www.instagram.com/p/CP1NS6ENvfd/,"This cute beaded earing safety line is on its way today from⠀
www.bahaaccessoriesuk.com⠀⠀
#safetyline #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4243,1.79E+16,,2021-06-07T19:51:38+0000,,Instagram,none,,https://www.instagram.com/p/CP1NNszDJ4i/,"This gorgeous ladies summer is on its way today from⠀
www.bahaaccessoriesuk.com⠀⠀
#summerhat #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4244,1.82E+16,,2021-06-07T19:50:41+0000,,Instagram,none,,https://www.instagram.com/p/CP1NGtOsm5N/,"This toy baha was on its way today from⠀
www.bahaaccessoriesuk.com⠀⠀
#toyheadband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4245,1.79E+16,,2021-06-07T19:49:36+0000,,Instagram,none,,https://www.instagram.com/p/CP1M-sJthrB/,"These materials to make a full headband and button connector for Cochlear Baha were on their way recently from⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4246,1.79E+16,,2021-06-07T19:48:33+0000,,Instagram,none,,https://www.instagram.com/p/CP1M3HCjvaz/,"These materials to make a full headband were on their way today from⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4247,1.80E+16,,2021-06-07T19:47:48+0000,,Instagram,none,,https://www.instagram.com/p/CP1Mxg_tpId/,"This DIY headband was on its way recently from⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4248,1.79E+16,,2021-06-07T19:46:32+0000,,Instagram,none,,https://www.instagram.com/p/CP1MoWKgonN/,"This full headband and button connectors for Cochlear baha were on their way recently from⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4249,1.80E+16,,2021-06-07T19:46:02+0000,,Instagram,none,,https://www.instagram.com/p/CP1MkhBBCQM/,"This full headband and button connector for Cochlear baha were on their way recently from⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4250,1.82E+16,,2021-06-07T19:44:23+0000,,Instagram,none,,https://www.instagram.com/p/CP1MYhdFHSF/,"This cute full headband and button connector for Cochlear Baha were on their way recently from⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4251,1.79E+16,,2021-06-07T19:43:34+0000,,Instagram,none,,https://www.instagram.com/p/CP1MSdcJOf6/,"These cute full headbands and button connector for oticon ponto were on their way recently from⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4252,1.79E+16,,2021-06-07T19:42:14+0000,,Instagram,none,,https://www.instagram.com/p/CP1MIv1gaiX/,"This fantastic full headband was on its way recently from⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4253,1.79E+16,,2021-06-07T19:41:25+0000,,Instagram,none,,https://www.instagram.com/p/CP1MC2eDfrV/,"These fantastic full headbands were on their way recently from⠀
www.bahaaccessoriesuk.com⠀⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband #cochlearadults",English
4254,1.81E+16,,2021-06-07T18:21:30+0000,,Instagram,none,,https://www.instagram.com/p/CP1C52TDWN6/,"lmfao
•
‼️Check out my page for more memes if you’re bored :)
Follow me 👉🏼 darkk.memes.hub
My Backup 👉🏼 darkk_family
~
TaGs📌
#meme #memes😂 #wacky #sexjokes #sexeducation #cursedmemes #cursedimages #memeaccount #memecucks #offensivememes #bhfyp #funnymemes #stolenmemes #deepfriedmemes #dank #dark #humour #dankdank #darkmemes #cancerourmemesforautisticteens #edgymemesdaily #edgymemes #edgy #dailymemes #memester #memestagram #roast #jokes #lmao #baha",English
4255,1.79E+16,,2021-06-07T17:16:08+0000,,Instagram,none,,https://www.instagram.com/p/CP07Xg7lV-k/,"PintSizedPaints x BAHA Whiskey = Time, patience, perfection. 

A truly amazing timelapse video showing talented Belfast artist Niamh Tohill pintsizedpaints perfectly capturing the beauty of our Founders Reserve bottle bahawhiskey 🥃🖌

#BAHAWhiskey 
#BAHA 
#handmade 
#handpainted
#ireland 
#whiskey
#artist 
#artistsofinstagram 
#whiskeyart 
#whiskyart 
#bottleart 
#timelapseart 
#timelapse 
#timelapsevideo",English
4256,1.79E+16,,2021-06-07T16:40:12+0000,,Instagram,none,,https://www.instagram.com/p/CP03T5ypavO/,"Just thinking about the crispy buffalo wings from bahaveganuk 🥲

#baha #bahavegan #veganchicken #veganwings #buffalosauce #veganbuffalowings #buffalowings #oystermushrooms #oystermushroom #plantbased #veganuk #plantbasedbirmingham #birminghamrestaurants #birminghamvegans #veganbirmingham #sobremesa",English
4257,1.79E+16,,2021-06-07T14:33:52+0000,,Instagram,none,,https://www.instagram.com/p/CP0o2ixlZNs/,"Ready for next inspection

“Floridian Model” 

Follow
baha.investors 
baha.construction 
baha_homes 

#baha #bahahomes #realestate #investors #brrrr #Invest #customhomes #custombuild #builder #wpb #westpalmbeach #newconstruction #sfr #biggerpockets #florida #southflorida #southfloridarealestate #flippinghouses #realestateinvestment  #cashflow #realestatecashflow #realestateinvestor #rentalpropertyinvestor #cashflowproperties #realestatelife #realestatestyle #investmentproperty #investments #investing101 #investinrealestate",English
4258,1.79E+16,,2021-06-09T19:41:26+0000,,Instagram,none,,https://www.instagram.com/p/CP6VpD9r92d/,"W.h.i.t.e ❕
.
.
.
.
.
🤍
#wholesomememes #white#nature#loving#people#oh#indie#pin#pinterest #girl#luxurylifestyle #iphone#12#june#ugh#bored#live#baha#boho#vintage #gosh#ihate#love#today",English
4259,1.79E+16,,2021-06-09T18:00:47+0000,,Instagram,none,,https://www.instagram.com/p/CP6KHyYMdgg/,"Since it’s hump day...☺️🐫🏜🦜 
Literally living my best baha life in Cabo!🇲🇽 
.
.
.
#baha #cabosanlucas #sun #puravida #summervibes #travel #life",English
4260,1.79E+16,,2021-06-09T17:30:08+0000,,Instagram,none,,https://www.instagram.com/p/CP6GnZ2pAd5/,"My left ear looks like this👂 It’s diagnosed as grade 2 microtia. My ear can be small, but my parents find it cute😄
•
•
•
#microtia #microtiakids #acceptmeasiam #hardofhearingawareness #hardofhearingkids #baha #boneconduction #hearingloss #hearinglossjourney #earcommunity #microtiaatresia #microtiamom #earsurgery #microtiarepair #boymomadventures #congenitalhearingloss #raredisease #spreadawareness #parentslife #coolbabyboy #микротия",English
4261,1.79E+16,,2021-06-09T16:25:46+0000,,Instagram,none,,https://www.instagram.com/p/CP5_P7uKXLY/,"New ears day!!! (There's not many places we can say that without it sounding odd.)

Our big lad was so excited to come home from school to find his upgrade had been delivered.

Now he just needs to decide what skins to put on them 🤔🤔 ...

#hearoes #hearing #hearingloss #deafkidsrock #cochlearimplants #hearingaids #cochlearimplantkids #skins #advancedbionics #deaf #deafandproud #deafcommunity #baha #kanso #baha5power #medel #sonnet",English
4262,1.79E+16,,2021-06-09T16:04:56+0000,,Instagram,none,,https://www.instagram.com/p/CP583WdpGEh/,"My left ear looked smaller than the right one and had no ear canal. But mom was so excited about me that noticed the difference on the second day only🙄
•
•
•
#microtia #microtiakids #acceptmeasiam #hardofhearingawareness #hardofhearingkids #baha #boneconduction #hearingloss #hearinglossjourney #earcommunity #microtiaatresia #microtiamom #earsurgery #microtiarepair #boymomadventures #congenitalhearingloss #микротия",English
4263,1.79E+16,,2021-06-09T15:12:41+0000,,Instagram,none,,https://www.instagram.com/p/CP524o_JCL-/,"Hey all, how was your day? This is the first post about my unilateral microtia. It’s not something that was expected, but if God made me this way, we’ll accept it🥳✌🏽
•
•
•
#microtia #microtiakids #acceptmeasiam #hardofhearingawareness #hardofhearingkids #baha #boneconduction #hearingloss #hearinglossjourney #earcommunity #microtiaatresia #microtiamom #earsurgery #microtiarepair #boymomadventures #congenitalhearingloss #микротия",English
4264,1.80E+16,,2021-06-09T15:00:44+0000,,Instagram,none,,https://www.instagram.com/p/CP51gqiD3K1/,"Toy Pontos are perfect for the Ponto wearer in your life. Available as single or bilateral & in black or blonde.⠀
Choose any in stock design, or special order design if you are purchasing a matching headband.⠀
http://www.bahaaccessoriesuk.com⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #toyaid #toybaha #toyponto #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband",English
4265,1.79E+16,,2021-06-09T14:55:20+0000,,Instagram,none,,https://www.instagram.com/p/CP505l9HMrA/,"😂😂😂
•
‼️Check out my page for more memes if you’re bored :)
Follow me 👉🏼 darkk.memes.hub
My Backup 👉🏼 darkk_family
~
TaGs📌
#meme #memes😂 #wacky #sexjokes #sexeducation #cursedmemes #cursedimages #memeaccount #memecucks #offensivememes #bhfyp #funnymemes #stolenmemes #deepfriedmemes #dank #dark #humour #dankdank #darkmemes #cancerourmemesforautisticteens #edgymemesdaily #edgymemes #edgy #dailymemes #memester #memestagram #roast #jokes #lmao #baha",English
4266,1.79E+16,,2021-06-09T13:59:22+0000,,Instagram,none,,https://www.instagram.com/p/CP5ufsBMJ_R/,"June is 'Great Outdoors Month' 🏝️☀️🌊⛵🏕️🏞️

We've got serious wanderlust over here at Baha... 🥃

Tag us in your pics of the great outdoors and we'll feature the best on our socials! 📷 

#BAHA 
#BAHAWhiskey 
#Explore 
#Freedom 
#Adventure 
#TheGreatOutdoors 
#greatoutdoorsmonth
#Summer 
#Summer2021 
#Friendship
#Beach 
#Travel 
#Holidays 
#Wanderlust
#PhotographersofInsta #PhotographersofInstagram #Aventuras 
#FreeSpirit 
#Marbella 
#MarbellaSpain",English
4267,1.79E+16,,2021-06-09T13:57:49+0000,,Instagram,none,,https://www.instagram.com/p/CP5uUQ_oAnH/,"#wednesdaywisdom When everything seems to be going against you, remember that the airplane takes off against the wind, not with it!

#audiology #audiologists #hearing #hearingloss #hearingaids #westvirginia #health #ears #sound #westvirginiamountaineers #parkersburg #midohiovalley #belpre #marietta #304 #ci #cochlearimplant #baha",English
4268,1.79E+16,,2021-06-09T13:12:31+0000,,Instagram,none,,https://www.instagram.com/p/CP5pH7VIN_p/,"It's kind of our thing. Awareness, Access, Action. We tour the country to provide information/awareness regarding hearing loss resources, we provide a free hearing test and then we provide follow-up support to Audiology and getting your life back. 

Untreated #hearingloss has serious consequences. Our mission is to inspire our Champions to live their best life by joining our #HearTheMusic movement. 

SongsForSound.org for more info on how to hear!

#FreeHearingTestsForAll #HearingTest #Audiology #hearinghealth #charity #serve #love #give #hearingaids #cochlearimplants #baha",English
4269,1.79E+16,,2021-06-09T09:05:00+0000,,Instagram,none,,https://www.instagram.com/p/CP5MzmTDPt7/,"DeeP🌝
•
‼️Check out my page for more memes if you’re bored :)
Follow me 👉🏼 darkk.memes.hub
My Backup 👉🏼 darkk_family
~
TaGs📌
#meme #memes😂 #wacky #sexjokes #sexeducation #cursedmemes #cursedimages #memeaccount #memecucks #offensivememes #bhfyp #funnymemes #stolenmemes #deepfriedmemes #dank #dark #humour #dankdank #darkmemes #cancerourmemesforautisticteens #edgymemesdaily #edgymemes #edgy #dailymemes #memester #memestagram #roast #jokes #lmao #baha",English
4270,1.79E+16,,2021-06-09T08:00:12+0000,,Instagram,none,,https://www.instagram.com/p/CP5FYs5g0eZ/,"I have some wonderful mens winter hats available in my shop. The holes in these hats are created by me so are created to work well with your processor. Single and bilateral holes available.⠀
http://www.bahaaccessoriesuk.com⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #winterhat #hearingaidaccessories  #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband",English
4271,1.79E+16,,2021-06-09T07:16:47+0000,,Instagram,none,,https://www.instagram.com/p/CP5AbDDFVWh/,"S W I P E 👉🏻👉🏻👉🏻

Today marks a huge day for us. Although the 4th is a big day because that's Jack's birthday. Today marks 1 year since we officially met him, with his eyes open and looking back at us.
*
Happy Trach Anniversary! 
*
Day to day life with a trach is hard work. It's heart breaking not being able to hear his voice or hear him cry. We have learnt to pay more attention to his gestures and facial expressions.

The trach saved your life and for that I'm forever grateful despite the heartache it often brings. ❤

#nagersyndrome #tracheostomyawareness #trachbaby #treachercollins #toys #thatmamaclub #tubefeedingawareness #ourlife #ourhome #hearingimpaired #baha #bahahearingband  #babyboy #babylife #medicalmum #medicallycomplex #medicallyfragile #medicalbaby #firsttimemum #mumlife #june #BSL",English
